LSOA code,Aged 14 years and under,Aged 15 to 29 years,Aged 30 to 59 years,Aged 60 years and over
E01010104,12.6,17.2,42.3,27.7
E01010105,17.7,19.4,41.5,21.4
E01009981,22.9,17.9,40.1,19.2
E01009985,24.2,17.1,38.3,20.4
E01033888,22.5,18.8,41.1,17.6
E01033889,25.6,20.8,42.8,10.9
E01009986,22.6,22.3,39.6,15.6
E01009987,20.5,20.3,38.3,20.8
E01009989,20.3,21.7,39.5,18.5
E01010106,19.9,25.4,38.8,16.2
E01009988,22,17.9,44.9,15.1
E01010101,16.4,18.7,40.7,24.1
E01010102,20.4,19.2,42.1,18.3
E01010107,20.2,24.5,41.2,14.2
E01010015,21.6,16.8,41.7,19.9
E01010016,22,23.8,37.7,16.6
E01010018,21.1,19,44,15.7
E01010072,22.3,19.5,45.6,12.5
E01010073,22.1,17,41.8,19.2
E01010077,23.3,18.6,37.4,20.6
E01010079,16.7,14.9,41.9,26.6
E01010080,24.9,20.7,41,13.4
E01010081,15.5,15,41.1,28.5
E01010082,19.3,18.1,46.3,16.3
E01010083,23.6,16.1,42.5,17.7
E01010084,24.7,22.4,38.9,13.8
E01010046,28.3,23.9,40.2,7.5
E01010047,22.8,24.9,39.1,13.3
E01010048,22.1,22.7,42.6,12.4
E01010049,21.1,18.5,43.2,17.2
E01010050,21.5,19.1,40.8,18.6
E01010052,23.8,21.1,40.1,14.8
E01010053,24.2,25.8,38.9,10.9
E01010017,19.5,20.1,40.2,20.2
E01010019,27.9,20.2,40.8,11.5
E01010020,22.4,22,38.8,16.9
E01010021,21.1,22.5,41.2,15.3
E01010039,25.1,21.8,40.3,12.7
E01010043,12.6,17,38.9,31.4
E01010044,22.4,17.2,40.7,19.5
E01010078,12.2,10.9,33.8,43.2
E01009934,21.5,18.2,40,20.5
E01009935,25.2,19.6,40.3,14.8
E01009936,15.1,15.2,37.6,32.1
E01010004,18,18.2,43.2,20.5
E01010054,19.9,18.8,39.6,21.5
E01010055,29.4,20.4,40.1,10.1
E01010056,23,19.1,39.5,18.5
E01010057,22.5,20.4,37.6,19.4
E01010060,24.8,23.9,39.3,11.9
E01010038,24.4,18.2,40,17.5
E01010040,15.2,18.1,38.4,28.2
E01010041,20.9,17.9,35.3,26
E01010045,20.8,18,39.9,21.2
E01010000,18.5,16.8,40.2,24.6
E01010002,19.3,19.2,43.5,17.9
E01010003,18.7,16.6,43.1,21.6
E01010005,18.9,20.7,39.2,21
E01010006,17.3,18.3,41.8,22.7
E01009938,22,17.1,39.2,21.6
E01009943,23.9,18.5,36.5,21.1
E01009944,20.7,21.9,41.4,15.9
E01010051,25.1,16.1,42,17
E01010058,20.8,17.3,41.8,20
E01009937,20.6,18.6,41.6,19.3
E01009939,18.2,16,42.3,23.2
E01009940,20.2,17.3,40.9,21.7
E01009941,14.6,18.7,41.8,24.9
E01009942,22,16.1,39.7,22.1
E01009929,19.7,18.5,39.7,22.1
E01009930,20.8,17.1,41.3,20.8
E01009931,15.8,17.7,43.1,23.3
E01009932,13.8,16.4,39.6,30.2
E01009999,19.5,17.6,40.1,22.7
E01009921,20,22.6,44.5,13
E01009922,22.5,17,41.6,18.9
E01009924,16.4,16.4,48.6,18.6
E01009925,17.6,18.2,42.7,21.5
E01009926,17.5,17.6,49.7,15
E01009927,17.4,19.2,45.7,17.7
E01009928,23.1,17.4,45.3,14.2
E01009933,18.4,20.6,38.9,22.1
E01009952,22.8,22.9,39,15.2
E01009955,22.2,19.3,40.4,18.2
E01009956,17.7,21.4,39.6,21.5
E01009959,13.8,12.7,38.6,34.8
E01010042,17.2,18.5,40.2,24.2
E01009923,18.1,14.7,41.5,25.6
E01010024,17.8,14.6,39.4,28.3
E01010026,19.2,16.7,40.2,24
E01010027,17.3,14.8,42.3,25.4
E01010001,20.2,18,39.8,22
E01010022,15.7,17.4,41.4,25.6
E01010023,16.2,16.9,39.9,27
E01010025,22.1,16.7,38.7,22.6
E01010028,23.8,16.6,39.8,19.8
E01009953,19.3,21,39.7,20
E01009954,20,15.8,40.1,24.1
E01009957,25.5,20.2,37.5,16.8
E01009958,14.6,16.5,39.3,29.7
E01009946,14.9,18.8,39.5,26.8
E01009948,14,15.7,39.1,31.3
E01009949,17.3,15.3,37.2,30.2
E01009950,16,16.6,40.5,27.1
E01009951,18.5,26.8,40.1,14.6
E01032592,18.2,16.2,37.3,28.2
E01010062,25.1,17.1,41.9,16
E01010064,22.9,22.9,41.2,12.9
E01033890,28,27.9,38.1,6
E01033891,30.6,23.5,39.8,6.2
E01010059,23.2,22.4,42.2,12.1
E01010061,28.2,24.6,38.2,8.9
E01033892,29.1,23.8,39.5,7.8
E01033893,32.1,18.7,42.6,6.6
E01010118,13.6,14.4,37.3,34.6
E01010120,15.7,15.1,34.1,34.9
E01010121,15.3,15.2,37.2,32.4
E01010122,13.4,15.3,35,36.5
E01010235,25.2,19.2,36.6,19
E01010236,24.1,20.7,37.6,17.3
E01010239,19.5,21.4,38.5,20.6
E01010240,24.2,18.7,39.2,17.9
E01010117,15.3,15.4,39.5,29.8
E01010119,17.7,14,40.6,27.8
E01010123,13.7,18,37.5,30.7
E01010124,13.8,14.8,39.2,32.1
E01010146,24.3,19,38.2,18.5
E01010234,26.3,18.9,39.1,15.8
E01010237,18,18.8,37.9,25.1
E01010238,24.1,18.9,37.7,19.1
E01010145,19.5,16.9,39.6,24
E01010147,28.6,19.4,39,12.9
E01010148,25.7,20.8,37.8,15.8
E01010149,14.5,16.4,39.9,29.2
E01010125,22.9,21.3,35.6,20.1
E01010129,21.6,19.4,38.2,20.8
E01010139,18,17.1,34.8,30.1
E01010141,22,21.2,39.1,17.9
E01010140,21.6,19.7,39.5,19.4
E01010142,26.2,20.9,37.6,15.3
E01010143,25.2,21,36.1,17.6
E01010144,20,18.1,41.1,20.8
E01010111,23.7,20.4,39.8,16.3
E01010126,24.4,19.4,36.4,19.8
E01010127,22.3,18.7,40.8,18.4
E01010128,20,16.7,38.5,24.7
E01010130,22.3,20.1,37.2,20.3
E01010131,21.2,18.9,39.4,20.6
E01010109,17.4,15.1,40.6,26.9
E01010110,12.9,19.9,40.8,26.6
E01010112,17.4,20.1,43.6,18.8
E01010113,18,16.3,38.3,27.3
E01010114,15.9,15.9,39.1,29.2
E01010157,19,19.8,43.2,17.8
E01010159,18.4,18.6,41.3,21.8
E01010162,17.6,15.2,38.1,29
E01010163,17.3,18.9,42.8,20.8
E01010132,19.1,15.7,39,26.3
E01010133,16.5,17,36.8,29.7
E01010134,19.7,15.4,41.9,22.8
E01010135,14.8,16.3,41.1,27.8
E01010138,17.1,15,42.3,25.7
E01010136,17.1,18,44.6,20.5
E01010137,16.1,15.4,37.1,31.4
E01010158,20.4,19.3,38.8,21.6
E01010160,16.4,16.5,38.7,28.5
E01010161,17.6,15.9,40.5,25.9
E01010174,17.5,18.3,41.5,22.7
E01010175,13.4,16.7,36.5,33.3
E01010177,16.3,18.1,40.5,25.1
E01010178,14,17.6,41,27.4
E01010172,17.1,17,38.6,27.2
E01010173,16,15.1,37,31.8
E01010176,16,16.7,36.3,30.9
E01010179,12.3,12,34.9,40.8
E01010115,15.6,15.4,39.8,29.2
E01010116,14.9,12.9,36.1,36
E01010227,14.8,12.9,36.8,35.6
E01010228,17.4,16.4,39.7,26.6
E01010232,19.8,21.3,41.2,17.7
E01010195,17.5,14.8,36.7,31.1
E01010226,11.3,12.1,31.1,45.4
E01010229,18.5,14.8,37.9,28.5
E01010230,19.7,14.2,39.7,26.3
E01010231,16.8,12.7,38.2,32.4
E01010233,20.6,15.2,41.5,22.6
E01010108,15.8,15.3,40.1,28.9
E01010164,14.9,11.1,40.2,33.8
E01010165,16.6,12.4,38.1,32.9
E01010167,15.1,14.1,39.5,31.3
E01010199,21,15.2,40.9,22.9
E01010200,19.4,11.8,36.7,32.1
E01010201,16.3,15.1,37.8,30.9
E01010204,18.5,16.3,44.4,20.9
E01010205,15.7,16.5,38.8,28.9
E01010206,21.2,14.8,42.6,21.4
E01010192,13.6,17.7,37.6,31.2
E01010196,17.3,13.7,39.1,29.8
E01010197,16.7,12.3,36.1,35
E01010198,15.9,12.3,36.8,35.1
E01010218,16.3,15.1,35.8,32.8
E01010219,16.2,14.8,40.2,28.8
E01010221,18.6,15.7,39.4,26.4
E01010222,15.1,14.5,37.4,33
E01010191,16,15,37.3,31.6
E01010202,18.7,15,40,26.4
E01010203,19.8,17.2,40.8,22.4
E01010209,20.5,15.6,40.9,23.1
E01010213,17.6,13.5,40.2,28.6
E01010208,17.8,13.3,38.6,30.5
E01010210,12.6,14.3,34.6,38.4
E01010211,12.3,11.9,34.1,41.7
E01010217,16.6,14.1,40.1,29.3
E01010190,16.6,15.3,40.3,27.9
E01010193,13.7,15.6,34.9,35.6
E01010194,15.7,14,41.1,29.3
E01010207,14.6,13.9,36.1,35.5
E01010166,19.3,14.2,38.7,27.6
E01010168,14.2,14.2,40.7,30.8
E01010169,16.3,15.1,35.8,33.1
E01010170,16.5,13.2,37.8,32.4
E01010171,16.8,12.5,36.5,34.2
E01010151,14.6,12.6,37.6,35.3
E01010152,18,12.1,36.9,33.1
E01010153,18,12.7,35.1,34.1
E01010154,14.7,11.1,29.6,44.4
E01010155,19.2,11.6,37.8,31.3
E01010156,16.1,11.9,36.4,35.6
E01010212,15.4,13.5,37.4,33.7
E01010214,15.2,12.7,38.5,33.5
E01010215,14.8,13.3,39.9,31.8
E01010216,18.3,13.7,41.6,26.3
E01010150,18.1,9.8,35.2,36.8
E01010184,22,13.9,38.7,25.3
E01010185,17.8,11.7,35,35.8
E01010186,19.1,14.5,37.8,28.5
E01010187,20.1,15.7,40.6,23.6
E01010188,16.5,12.8,35.1,35.6
E01010180,18.8,14.8,40.5,26.2
E01010181,21.7,16.2,43.3,18.8
E01010183,17.8,18.1,37.9,26.2
E01010189,17.8,13.6,39.3,29.4
E01032885,15,27.3,48.8,8.9
E01032886,21.3,17,47.4,14.3
E01010220,20.5,15.7,40.6,23.3
E01010223,22,15.5,40.9,21.5
E01010225,20.8,16,43.7,19.2
E01032590,15.9,19.4,40.5,24.3
E01010301,19.8,16.5,38.1,25.4
E01010303,17.5,15.1,38.1,29.3
E01010306,19.3,18.7,43.9,18.3
E01010307,17.6,18.1,44.1,20.4
E01010302,20.3,16.5,38.5,24.7
E01010304,15.8,16.8,35.1,32.4
E01010305,21.2,17.4,37.1,24.5
E01010308,18.3,17.6,38.8,25.4
E01010345,14.4,12.2,33.3,40
E01010346,14,15,39.1,32
E01010347,18.7,17.1,38.5,25.7
E01010350,16,17.1,43.1,23.7
E01010249,18.6,19.5,40.5,21.4
E01010250,16.4,15.7,36.8,31.2
E01010252,19.1,16.8,38.9,25
E01010254,16.7,16,42,25.3
E01010348,17.6,18.3,38,26.1
E01010349,15.4,12.1,36.3,36.2
E01010351,15.2,15.7,37.9,31.4
E01010352,12.6,13.7,34.1,39.7
E01010284,21.1,17.1,39.5,22.2
E01010285,14.8,16.7,37.6,30.7
E01010286,22.6,20.2,37.2,19.9
E01010290,17.6,15.9,36.9,29.8
E01010251,15.9,15.9,40.7,27.2
E01010253,15.8,16.1,39.5,28.6
E01010255,11.3,12.8,31.2,44.5
E01010256,12.9,16.7,40.6,29.8
E01010257,15.8,11,34.3,39
E01010292,16.2,18.2,39.7,25.8
E01010294,21.5,19.7,38.9,20.1
E01010296,14.2,16,42.1,27.8
E01010297,9,15.5,35.4,40.5
E01010291,27.2,18.1,35.5,19.4
E01010293,18,14.9,36.4,30.6
E01010298,18,17.5,40.9,23.7
E01010299,24.5,21.2,38.1,16.3
E01010300,19.1,18.5,38.4,23.9
E01010319,15,17.3,40.6,27.1
E01010321,20.6,18.1,37.9,23.4
E01010353,13.9,17.6,38.6,30
E01010354,16.9,16.4,39.3,27.5
E01010395,15.1,16.9,37.8,30.3
E01010397,22.1,20.4,39.3,18.2
E01010398,13.6,14.9,38.9,32.7
E01010399,19,16.3,37.5,27.4
E01010282,24.4,18.4,42,15.3
E01010287,16.8,15.8,38.8,28.8
E01010288,22.5,19.8,37.2,20.4
E01010289,27.7,19.2,36.2,17
E01010277,19.4,21.3,39.5,19.9
E01010283,28.1,20.7,37.7,13.5
E01033894,33,19.2,37.5,10.3
E01033895,29.6,21.9,38.4,10.1
E01010393,16.5,16.2,36.2,31.2
E01010394,18.7,16.3,39,26
E01010396,20.1,17.5,39,23.4
E01010400,23.5,20.2,35.5,20.7
E01010241,10.9,14.3,34.1,40.7
E01010242,17.6,16.2,39.2,27
E01010243,12.8,14.8,33.2,39.2
E01010244,22.3,17.6,37.5,22.5
E01010320,17.8,18.1,36.7,27.4
E01010322,21.4,16,42.5,20
E01010323,16.5,14.6,39.8,29.1
E01010324,19.9,20,39.8,20.4
E01010271,26.8,19.5,37.2,16.8
E01010272,24.7,18.2,39.1,17.9
E01010273,24.3,19.9,35.7,20
E01010295,21.5,17.6,38.5,22.4
E01010279,24.9,18.8,39.7,16.6
E01010374,27,20.3,40.8,12
E01010375,26.6,25.3,40.4,7.6
E01032888,24.3,17.4,36.7,21.6
E01010378,16,15.2,37.1,31.8
E01010379,12.1,12.2,35.2,40.4
E01010382,16.2,16.5,35.4,31.6
E01010383,21.1,16.6,38.4,24
E01010376,11.5,15.4,39.5,33.7
E01010377,19.7,18.6,43.1,18.7
E01010380,11,10.9,35.9,42.3
E01010381,18.5,18.3,39.5,23.8
E01010267,15.6,17.8,42.1,24.6
E01010268,27.1,21.7,38.9,12.3
E01010274,26.8,18,37.4,17.6
E01010275,24.5,18.6,37.3,19.6
E01010245,14.4,14.5,34.7,36.6
E01010246,16.5,14.3,40.7,28.3
E01010247,14.4,15.2,37.3,33
E01010248,15.9,13.1,39.6,31.4
E01010388,14.5,12.8,36.1,36.7
E01010258,21.7,18.9,36.7,22.9
E01010259,17.6,14.9,39.6,27.9
E01010260,25.9,14.8,39.5,19.7
E01010266,23.2,18.2,37.3,21.4
E01010317,11.6,15.2,35.8,37.2
E01010318,18.3,18.5,39.9,23.3
E01010325,17.7,16.1,43.9,22.1
E01010369,17.3,17.4,47.3,18.1
E01010401,21.8,16.7,38.4,23
E01010403,24.8,18.7,42.7,13.8
E01010404,21.3,20.5,40.7,17.4
E01010407,21,16.8,38,24.1
E01010408,20.3,20.8,43.7,15.2
E01010269,26,24.8,38.8,10.3
E01010270,21.7,18.5,39.9,20.1
E01010362,24.7,19.7,37.9,17.5
E01010363,21.8,22.8,43.3,12
E01010402,18.4,17.4,43.4,21
E01010405,19,18.7,43,19.4
E01010406,22.7,19.9,43.5,13.9
E01010409,20.5,16.4,38.2,24.9
E01010385,14.5,14.2,37.5,33.8
E01010386,15.6,11.1,34.2,39.2
E01010387,17.2,13,37.3,32.6
E01010392,15,14.2,39.9,30.8
E01010326,17.1,18.8,40.6,23.5
E01010327,25.1,21.5,40.5,13
E01010328,15.8,17.1,37.4,29.6
E01010330,16.8,21.9,39.4,21.8
E01010368,15.9,26.3,42.8,15.1
E01010370,23.8,21.7,39.5,14.9
E01010372,20.6,19.1,41.4,19
E01010373,17.1,30.8,32.2,19.9
E01033896,25,27.3,38,9.8
E01033897,26.9,26.3,39.6,7.2
E01010361,16.2,17.6,39.8,26.1
E01010364,25.4,23.9,38.5,12.4
E01010365,26.2,22,37.7,14.1
E01010366,27.2,20.3,37.8,14.8
E01010367,24.8,19.2,39.1,17
E01010384,19.1,13.8,40.5,26.5
E01010389,14.3,13.5,38.6,33.6
E01010390,18,12.5,39.4,30
E01010391,17.6,15,40.9,26.7
E01010261,29.7,19.8,36.1,14.5
E01010263,20.5,23.7,41.1,14.9
E01010264,22.1,19.1,38.1,20.8
E01010265,27.5,21.8,38.4,12.3
E01010336,23.2,19,40.1,17.6
E01010340,25.6,20.8,38.8,14.6
E01010341,23.8,24.3,38.6,13.4
E01010342,30.1,21.2,39.6,8.9
E01010343,27.1,24.7,36.2,12
E01010344,27.3,21.4,37.9,13.5
E01010331,14.8,15.6,36.9,32.9
E01010332,18.1,14.7,37.9,28.9
E01010333,16,15.7,37.8,30.3
E01010334,14.5,16.5,36.7,32.5
E01010262,22.9,19.9,38.3,19
E01010309,25.4,17.9,39.9,16.9
E01010311,27.2,18.6,39.7,14.4
E01010316,26.8,18.9,37.9,16.6
E01010335,22.4,21.1,38.5,18.1
E01010337,18.2,17.9,38.8,25.1
E01010338,23,21.3,39.1,16.8
E01010339,19.1,20.2,40.8,20
E01010310,23.2,22.7,39.8,14.4
E01010312,24.4,18.6,40.9,16.3
E01010313,23.4,17.8,37.8,21
E01010314,21.7,17.7,39.7,20.8
E01010315,26,19.7,39.6,14.7
E01010329,16.1,14.3,37.5,31.8
E01010355,16.4,15.5,39,29
E01010356,15.3,16.5,37.9,30.3
E01010357,19.6,15,45,20.4
E01010358,18.6,17.9,40.6,23.2
E01010359,17.9,18.9,40.1,22.9
E01010360,16.6,17,40,26.5
E01010434,19,17.5,41.6,22
E01010436,14.8,10.6,40.2,34.2
E01010437,12.8,17.2,40.4,29.7
E01010438,16.4,13,38.7,31.9
E01010439,21.2,17.5,35.9,25.3
E01010440,18.4,18.6,37.8,25.2
E01010441,20.4,17.6,38.4,23.5
E01010495,18.5,17,41,23.6
E01010497,13.6,16.3,40,30
E01010499,19.8,16.3,40.4,23.6
E01010500,26.3,20.8,38.9,13.9
E01010496,19.2,18.2,40.7,22
E01010498,11.9,16.3,41.3,30.5
E01010541,20.9,18,39.7,21.6
E01010543,23.6,19.5,41,15.9
E01010456,32.4,20.8,36.9,9.7
E01010457,17.8,15.5,41.7,24.8
E01010462,21.3,18.6,39,21.2
E01010481,25.4,18.6,37.6,18.5
E01010555,20.7,16.8,38.9,23.8
E01010556,18.2,20.5,38.3,23
E01010557,13,14.8,35.6,36.4
E01010559,18,17.1,39.9,25.1
E01010560,17.7,16.9,39.1,26.3
E01010501,19.7,17.8,40.8,22
E01010502,17.7,16.9,42.6,22.9
E01010503,17.2,18.6,41.9,22.4
E01034310,28,18.1,40.1,14
E01034311,24.8,21.9,46.5,6.8
E01010482,29.3,19.9,31.4,19.4
E01010483,27.6,19.9,38.5,13.8
E01010484,25.3,18.1,38.6,18
E01010485,30.8,19.7,39.1,10.6
E01010458,21,17.4,40.4,21
E01010459,18.5,15.2,42.8,23.5
E01010460,15.7,17.7,40.4,26.1
E01010461,16.3,15.8,40.6,27.3
E01010566,19.4,17.4,39.5,23.8
E01010539,19.6,18.2,44.2,18.2
E01010540,13.6,12.7,36.2,37.5
E01010542,19.4,16.8,43.2,20.8
E01010544,16.1,14.6,39.1,30.2
E01010545,17.8,17.7,41.7,22.6
E01010554,14.7,14.6,37.8,32.8
E01010558,13.9,14.8,35.9,35.3
E01010562,17.8,17,35.6,29.8
E01010563,20.1,17,37.8,25.3
E01010567,19.5,17.2,41.5,21.8
E01010478,25.6,20.9,43.7,9.6
E01010479,23,19.9,39.5,17.6
E01010480,25,15.5,45.4,14.2
E01010486,25.8,21.6,38,14.7
E01010474,19.1,16.2,39.4,25.1
E01010561,16.3,15.9,39.1,28.6
E01010564,22.9,19.5,44.4,13.3
E01010565,13.3,16.4,39.3,31
E01010522,25.1,22.6,42,10.3
E01010523,21.1,20.4,42.7,15.7
E01010524,26.2,21.4,39,13.2
E01010525,26.7,18.7,44.6,9.9
E01010546,12.8,13.3,36.8,37
E01010547,12,9.2,33.9,44.7
E01010548,14.5,13,34.5,38.3
E01010549,17.9,14.3,39.2,28.5
E01010553,15.3,14.2,39.6,31
E01010471,21.3,20.3,44,14.3
E01010472,27.5,19.4,43.2,9.7
E01010473,24.5,17.9,46,11.3
E01010475,16,19.2,41.1,23.8
E01010476,23.9,16,42.6,17.6
E01010477,23.5,19.3,41.3,16
E01010526,26.8,20.9,41.8,10.4
E01010527,23.7,21.8,40.6,14.1
E01010528,10.4,50.2,30.8,8.6
E01010529,21.1,27.6,42.2,9.1
E01010506,14.3,19.6,48.8,17.3
E01010508,14,24.2,44.8,16.9
E01010510,14.4,20.1,43.7,21.8
E01010511,18.8,23.7,43.7,13.8
E01010512,16.5,16.8,41.6,24.9
E01010442,20.3,17.2,38.8,23.6
E01010443,26.7,19.9,39.2,14.3
E01010444,13.8,17.1,37.8,31.4
E01010445,29,18.2,38.5,14.3
E01010447,18.6,17.8,43.2,20.4
E01010448,19.6,17.6,39.6,23.2
E01010509,19.2,14.7,42.5,23.4
E01010550,13.5,12.9,36.8,36.7
E01010551,13.2,11.5,38.7,36.4
E01010552,17.2,16.6,40.4,25.8
E01010463,21.2,19.1,45,14.5
E01010464,15.8,16.2,44.8,23
E01010465,23.3,19,43.3,14.4
E01010466,28.3,19.7,42.8,9.2
E01010470,19.2,20.5,42.3,18.1
E01034312,12.4,49,29.1,9.4
E01034313,9.3,49.3,38,3.2
E01010487,17,16.1,40.9,26.2
E01010488,15.8,13.9,36.2,34.1
E01010493,18.4,16.1,41.5,24.1
E01010504,15.1,12.9,37.9,34
E01010505,15.2,13.2,37.6,34.1
E01010507,12.3,12.5,35.7,39.5
E01010418,14.5,16.9,42.1,26.5
E01010421,25.3,19.3,38.5,16.9
E01010423,20.7,19,39,21.3
E01010424,18.1,15.8,40.6,25.4
E01010417,19.7,19.2,37.9,23.2
E01010419,24.3,16.2,39.2,20.2
E01010420,22.2,17.7,37.2,23
E01010425,20.4,12.8,40,26.8
E01010446,18.5,16.5,40.6,24.6
E01010467,13.8,17.1,40.5,28.5
E01010468,17.8,15.9,42.5,23.9
E01010469,16.2,14.9,45.8,23.1
E01010516,16.6,16,40.2,27.1
E01010518,14.7,14.3,39.2,31.8
E01010414,20.1,18.2,43.3,18.5
E01010415,25.7,20.3,39.1,15
E01010416,21.3,17.5,40.6,20.5
E01010422,15.6,18.2,40.3,26.1
E01010489,15.6,15.7,38.9,29.7
E01010490,24.4,19.7,37.7,18.1
E01010491,20.4,18.3,40.8,20.7
E01010492,15.2,14.6,40.3,30.1
E01010494,19.1,14.6,40.3,26.1
E01010449,23.4,18.1,43.1,15.7
E01010450,22.9,19.5,41,16.5
E01010451,19.2,24,40.4,16.4
E01010452,22.6,18.4,40.9,18.1
E01010455,24.2,19.6,42.8,13.5
E01010427,17,16.4,39,27.5
E01010431,16.2,16.9,41.7,25.3
E01010432,15.8,16.7,41.4,26.2
E01010519,14.7,16.2,38.5,30.4
E01010520,16.9,13.3,39.4,30.5
E01010513,15,12.6,34.9,37.3
E01010514,18.7,16,41.7,23.4
E01010515,17.9,13.9,40.6,27.3
E01010517,19.1,17.7,40.8,22.3
E01010533,21.2,17.4,42.8,18.7
E01010535,21.1,19,40.3,19.6
E01010536,16.1,15.7,38,30.2
E01010537,12.6,13.6,35.6,38.4
E01010410,23.2,17.7,40.7,18.5
E01010411,21.5,19.2,45,14.4
E01010412,22.3,20.3,38.5,18.8
E01010413,20.9,18.7,38,22.4
E01010531,18.7,18.7,36.6,26
E01010532,18.1,20.4,40.1,21.5
E01010534,15.7,19.4,39.4,25.5
E01010538,17.7,18.3,40.3,23.8
E01010426,15.2,18.4,37.6,28.7
E01010428,24.5,20.1,39.7,15.6
E01010429,21.9,20,40.9,17.1
E01010430,21,21.4,39.7,18.1
E01010433,22.7,17.3,41.1,18.9
E01010454,21,19.3,41.6,18.5
E01010530,26.4,21,42.3,10.2
E01034314,28.6,21.4,39.9,10.4
E01034315,25,17.9,43.7,13.2
E01015629,15.3,14.8,38.7,31.1
E01015635,15.4,11,34.4,39.2
E01015636,12.9,11.5,37.6,38.1
E01015679,11.9,16,40.6,31.7
E01015678,17.7,14.3,44.5,23.2
E01015680,22.4,19.6,42.4,15.5
E01015681,14.8,14.6,43.2,27.4
E01015682,14.9,15.8,44.2,25.3
E01015630,23,16.7,39.4,20.9
E01015631,16.1,14.5,41.7,27.7
E01015659,16.1,19.9,44.6,19.4
E01015684,10.9,10.8,31.6,46.8
E01015685,11.2,11.7,34.7,42.2
E01015589,18.9,12.8,41.4,27
E01015590,18.6,10.9,40.5,30.1
E01015626,26.5,19.3,47,7.1
E01015628,16.6,19.9,43.5,20.1
E01015617,16.7,14.6,43.6,25
E01015618,19.3,16.2,37.6,26.9
E01015619,18.4,17.8,39.3,24.5
E01015620,17.1,14.9,39.7,28.4
E01015674,20.5,16.7,43.3,19.5
E01015675,16.7,14.3,44,24.9
E01015676,20.2,16.5,40.8,22.8
E01015683,11.6,9.7,34.6,44.1
E01015686,11.5,10.7,34.7,43.1
E01015607,26.1,18.4,40.9,14.5
E01015609,27.7,23.1,38.3,10.7
E01015656,19,16.5,43.6,20.9
E01015658,25.8,17.4,38.9,17.9
E01015660,19.2,16.1,43.3,21.6
E01035538,29.3,23.2,43.4,4.2
E01035539,28.1,19.6,41.8,10.6
E01015605,23.3,20.1,39.1,17.6
E01015608,24.5,17.1,41.7,16.7
E01015610,27.2,17.6,41.9,13.3
E01015633,21.4,16.3,40.5,21.5
E01015634,27.6,16.9,37.9,17.6
E01015593,24.9,18.3,40,16.7
E01015596,25.4,19.4,39.6,15.8
E01015662,24.3,21.9,40.3,13.6
E01015663,25.6,17.5,40.6,16.3
E01015664,24.1,19.6,43.2,13.1
E01015603,23,23,42,12.1
E01015604,26,25.7,40.3,8.2
E01015632,25.5,19.8,42.4,12.2
E01015661,15.3,23.7,47.9,13
E01015677,20.5,18.2,46.5,14.8
E01015591,16.8,15.2,36.9,31.1
E01015592,22.1,15.5,39.3,23
E01015594,19.7,19.4,44.2,16.8
E01015595,22.1,16.4,41.8,19.7
E01015597,26,18.6,41.6,14
E01015601,24.2,26.1,39,10.7
E01015651,23.7,21.5,38.7,16
E01015652,24.9,25.1,39.8,10.3
E01015653,20.2,22.7,36.4,20.7
E01015654,22.2,25.1,39.2,13.5
E01015606,19.9,16.1,42.4,21.7
E01015613,24.9,17.4,37.2,20.5
E01015614,24.1,18.8,45.2,12
E01015615,22.4,18.8,39.6,19.2
E01015616,26.3,23.8,38,12
E01035540,20.9,17.9,39.6,21.8
E01035541,22.5,21.6,45.3,10.8
E01015599,19.4,25.4,44.7,10.5
E01015600,22.8,22.2,40.2,14.9
E01015612,21.3,21,42,15.8
E01015655,18.2,21.6,44.2,15.8
E01035542,17.9,24.7,46.2,11.3
E01035543,15,29.3,46.6,9.2
E01015598,14.6,12.3,38.2,34.9
E01015687,17.6,15.6,35.6,31.2
E01015689,12.2,12.6,32.4,42.6
E01015690,15.8,14,36.9,33.2
E01015691,21.7,16.8,38.5,22.9
E01015622,19.8,17.8,49.8,12.5
E01015665,25.1,21.3,40.4,13.1
E01015688,20.7,18.5,41.9,18.9
E01015692,25.3,22.2,40.7,11.9
E01033173,26.4,16,49,8.5
E01033182,22.3,20.4,44.3,12.9
E01015623,18.5,17.1,43.9,20.6
E01015624,19,18.2,46.9,15.9
E01015666,15.7,16.6,38.6,29
E01015668,21,20.5,43.7,14.9
E01035544,20,24,48.4,7.6
E01035545,20.1,19.4,46.7,13.6
E01015627,14.5,13.3,38.7,33.7
E01015644,21.6,15,48.3,15.1
E01015645,16,14.5,40.1,29.5
E01015646,11.4,9.7,34.4,44.3
E01015648,12.2,9.1,31.6,46.8
E01015667,18.8,16.2,41.6,23.4
E01015669,19,14.5,37.7,28.7
E01015670,15.9,14.4,39.2,30.5
E01015672,15.9,14.2,41.2,28.8
E01015673,20.1,16.3,41.6,21.9
E01035546,14.2,15.5,40.3,30.1
E01035547,26.6,23.7,43.4,6.4
E01035548,28.7,21.9,46.2,3.2
E01035549,31,19,45.5,4.6
E01015637,25.5,20.2,41.2,13.2
E01015639,22,19.9,41.2,16.7
E01015640,19.7,17.6,43.6,19.1
E01015641,19.3,18.1,39.5,22.9
E01015642,26.7,21,41.8,10.6
E01015647,25.1,20.7,34.7,19.8
E01015638,14.4,13,36.1,36.4
E01015650,15.7,15.9,46.9,21.6
E01033174,24.2,24.6,40.4,10.9
