LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01016907,92.9,3.9,2,0.9,0.3
E01017045,89.9,3.9,4,1.8,0.3
E01017075,88.2,3.9,4.7,3,0.3
E01017220,93.1,3.9,2.4,0.3,0.3
E01030318,94.1,3.9,0.8,0.9,0.3
E01031569,92.5,3.9,2.4,0.9,0.3
E01014570,90.3,3.9,3.4,2.2,0.3
E01015340,93.2,3.9,2,0.6,0.3
E01015390,90.1,3.9,4.1,1.6,0.3
E01020010,92.2,3.9,3,0.7,0.3
E01005831,93.5,3.8,1.8,0.6,0.3
E01006564,91.3,3.8,3.6,1.1,0.3
E01034956,88.7,3.8,4.7,2.5,0.3
E01011734,93.5,3.8,1.6,0.9,0.3
E01013830,89.4,3.8,5,1.5,0.3
E01013972,90.4,3.8,4.2,1.3,0.3
E01027217,93.2,3.8,1.8,0.9,0.3
E01014222,88,3.8,5.8,2.2,0.3
E01031158,93.8,3.8,1.2,0.8,0.3
E01031295,94.1,3.8,1.2,0.6,0.3
E01032397,88.5,3.8,6,1.4,0.3
E01008953,90.6,3.8,3.3,2.1,0.3
E01009687,92.2,3.8,2.2,1.4,0.3
E01010024,91.5,3.8,3,1.4,0.3
E01030127,93.5,3.8,1.8,0.5,0.3
E01000698,94.4,3.8,1.1,0.4,0.3
E01001567,92.9,3.8,2.3,0.8,0.3
E01004068,91.8,3.8,2.3,1.8,0.3
E01004173,93.5,3.8,2,0.3,0.3
E01016573,91,3.8,3.4,1.4,0.3
E01016553,94.2,3.8,1.2,0.5,0.3
E01017245,90.8,3.8,4,1.1,0.3
E01017920,92.2,3.8,2.8,0.9,0.3
E01022640,93,3.8,2.4,0.5,0.3
E01031754,92.8,3.8,2.2,1,0.3
E01014841,89.9,3.8,4.2,1.7,0.3
E01015387,93.3,3.8,1.7,0.9,0.3
E01008319,91.1,3.7,2.4,2.5,0.3
E01035392,92.4,3.7,2.6,1,0.3
E01012635,88.8,3.7,4.6,2.7,0.3
E01006308,87.5,3.7,5.4,3.1,0.3
E01012916,87.8,3.7,4.6,3.7,0.3
E01007886,91.3,3.7,3,1.7,0.3
E01011326,90.6,3.7,3.8,1.6,0.3
E01013866,90.7,3.7,3.6,1.7,0.3
E01013898,93.7,3.7,1.6,0.7,0.3
E01027332,88.3,3.7,5.5,2.2,0.3
E01035406,91.1,3.7,3.5,1.4,0.3
E01025715,91,3.7,3.5,1.4,0.3
E01026353,89.2,3.7,5.1,1.8,0.3
E01028944,92,3.7,3,1.1,0.3
E01031118,91.1,3.7,4.2,0.8,0.3
E01031286,93.7,3.7,1.7,0.6,0.3
E01009232,89.9,3.7,4.2,2,0.3
E01010546,91.3,3.7,2.7,2,0.3
E01010553,92.4,3.7,2.1,1.5,0.3
E01015748,89.8,3.7,3.7,2.4,0.3
E01017493,91.4,3.7,3.5,1.1,0.3
E01034434,93.1,3.7,2.2,0.6,0.3
E01018236,94,3.7,1.5,0.5,0.3
E01021587,95.1,3.7,0.6,0.2,0.3
E01021823,89.2,3.7,5,1.8,0.3
E01023943,93.6,3.7,2,0.5,0.3
E01030108,90.6,3.7,4,1.3,0.3
E01029952,90.4,3.7,4,1.6,0.3
E01000403,90.8,3.7,3.8,1.4,0.3
E01002312,92.4,3.7,2.6,1,0.3
E01004016,92.8,3.7,2,1.2,0.3
E01004353,92.7,3.7,2.3,1,0.3
E01031483,91.6,3.7,3.5,1,0.3
E01025254,93.6,3.6,2.1,0.4,0.3
E01005073,92.7,3.6,2.3,1.2,0.3
E01005677,91.8,3.6,3,1.4,0.3
E01005937,92.3,3.6,2.8,1,0.3
E01006521,91.2,3.6,3,2,0.3
E01012903,91.8,3.6,2.1,2.3,0.3
E01013002,88.2,3.6,5.3,2.5,0.3
E01027680,93,3.6,2.3,0.8,0.3
E01007605,93.2,3.6,1.6,1.3,0.3
E01007765,87.5,3.6,5.5,3.1,0.3
E01007713,92.6,3.6,2.6,0.9,0.3
E01010612,89.5,3.6,5.1,1.5,0.3
E01013512,93.1,3.6,2,1,0.3
E01027220,91.6,3.6,3.1,1.4,0.3
E01035097,93.7,3.6,2.2,0.3,0.3
E01033389,91.5,3.6,2.7,1.9,0.3
E01034323,93.1,3.6,2.2,0.7,0.3
E01009188,92.4,3.6,1.9,1.7,0.3
E01009185,91.7,3.6,2.5,1.9,0.3
E01009037,92.2,3.6,2.3,1.6,0.3
E01009499,92.6,3.6,3,0.5,0.3
E01009162,91.6,3.6,2.1,2.3,0.3
E01009891,86.7,3.6,5.8,3.6,0.3
E01021783,93.3,3.6,1.9,0.9,0.3
E01001078,89.3,3.6,5,1.8,0.3
E01001607,91.9,3.6,3,1.2,0.3
E01002292,93,3.6,2.4,0.7,0.3
E01004083,90,3.6,4.5,1.5,0.3
E01004351,92.3,3.6,2.7,1.1,0.3
E01024163,90.8,3.6,3.9,1.5,0.3
E01024309,91.5,3.6,3.3,1.3,0.3
E01024836,91.5,3.6,3.3,1.3,0.3
E01030538,90.5,3.6,4.2,1.4,0.3
E01014646,92.5,3.6,2.8,0.8,0.3
E01022166,93.7,3.6,2,0.4,0.3
E01022321,92.6,3.6,2.9,0.7,0.3
E01005647,91,3.5,3,2.2,0.3
E01006724,93.8,3.5,1.5,1,0.3
E01012767,91.6,3.5,3.2,1.4,0.3
E01012994,91.6,3.5,2.8,1.7,0.3
E01013283,90.6,3.5,4.3,1.3,0.3
E01013347,90.6,3.5,3.9,1.8,0.3
E01010628,86.6,3.5,6.2,3.3,0.3
E01025667,91.6,3.5,3.5,1,0.3
E01025684,93.2,3.5,2.5,0.6,0.3
E01026003,91.9,3.5,3.1,1.2,0.3
E01009247,90.4,3.5,3.6,2.2,0.3
E01010542,92.4,3.5,2.6,1.2,0.3
E01015660,90,3.5,4.4,1.8,0.3
E01015708,91.9,3.5,3.3,1,0.3
E01034432,92.1,3.5,2.6,1.4,0.3
E01026475,89.6,3.5,3.4,3.2,0.3
E01000436,92.9,3.5,2.3,1,0.3
E01000706,93,3.5,2.3,0.9,0.3
E01000985,91.4,3.5,3.5,1.3,0.3
E01004413,89.2,3.5,3.9,3.1,0.3
E01016137,91.8,3.5,3.3,1.1,0.3
E01016119,92.1,3.5,2.5,1.6,0.3
E01032833,92.8,3.5,2.7,0.7,0.3
E01023154,92.3,3.5,2.4,1.5,0.3
E01024320,94.4,3.5,1.4,0.4,0.3
E01024590,85.5,3.5,7,3.7,0.3
E01030757,94.4,3.5,1.1,0.7,0.3
E01014428,95.1,3.5,0.9,0.2,0.3
E01014461,92.6,3.5,2.8,0.8,0.3
E01015448,93.2,3.5,2.6,0.3,0.3
E01012362,91.1,3.4,3.2,2.1,0.3
E01012634,91.5,3.4,2.8,2,0.3
E01005031,92.3,3.4,2.7,1.3,0.3
E01033979,92,3.4,2.8,1.5,0.3
E01005760,89.3,3.4,4.6,2.5,0.3
E01005784,93.1,3.4,2.2,1,0.3
E01005847,92.8,3.4,2.3,1.2,0.3
E01007546,91.1,3.4,3.3,1.9,0.3
E01007766,90.9,3.4,3.5,1.9,0.3
E01013886,93.6,3.4,1.8,0.9,0.3
E01027203,92,3.4,2.9,1.4,0.3
E01034652,93.5,3.4,2.1,0.6,0.3
E01026039,91.4,3.4,3.3,1.5,0.3
E01034914,89.9,3.4,3.9,2.5,0.3
E01009216,92.9,3.4,2.5,1,0.3
E01010404,90.9,3.4,3.4,2,0.3
E01015689,93.3,3.4,1.9,1.2,0.3
E01023325,92.2,3.4,3.3,0.7,0.3
E01030036,90.8,3.4,3.5,2,0.3
E01000361,93.3,3.4,1.7,1.4,0.3
E01017217,92.4,3.4,2.4,1.6,0.3
E01017748,90.8,3.4,3.5,1.9,0.3
E01030532,94.5,3.4,1.6,0.3,0.3
E01032093,91.8,3.4,3.2,1.3,0.3
E01015449,93.6,3.4,1.9,0.8,0.3
E01020015,93.1,3.4,2.5,0.6,0.3
E01018341,94.8,3.3,1.1,0.6,0.3
E01019327,91.7,3.3,3.3,1.4,0.3
E01004837,93.2,3.3,2.2,1,0.3
E01005090,90.7,3.3,4.2,1.5,0.3
E01005799,92.8,3.3,2.3,1.3,0.3
E01005967,92.4,3.3,2,2,0.3
E01006150,93.3,3.3,2.4,0.8,0.3
E01007856,93.3,3.3,1.8,1.2,0.3
E01007848,88.8,3.3,4.4,3.2,0.3
E01007951,95.3,3.3,0.8,0.3,0.3
E01011033,90.5,3.3,3.8,2,0.3
E01011862,89.3,3.3,5.6,1.5,0.3
E01014062,85.8,3.3,6.5,4.1,0.3
E01014342,92.2,3.3,2.9,1.3,0.3
E01029415,90.7,3.3,4,1.7,0.3
E01009449,93.7,3.3,1.9,0.8,0.3
E01009228,92.4,3.3,2.7,1.3,0.3
E01009132,91.3,3.3,3.3,1.7,0.3
E01008981,92.9,3.3,2.3,1.3,0.3
E01010000,90.2,3.3,2.8,3.3,0.3
E01009922,89,3.3,5.7,1.6,0.3
E01010311,89.1,3.3,4.2,3.1,0.3
E01015935,90.9,3.3,3.6,1.8,0.3
E01018026,92.1,3.3,2.8,1.5,0.3
E01000352,93,3.3,2.6,0.8,0.3
E01032568,92.8,3.3,2.3,1.3,0.3
E01016218,92.2,3.3,3,1.1,0.3
E01016832,93,3.3,2.8,0.7,0.3
E01017084,91.2,3.3,3.2,2.1,0.3
E01017106,91.4,3.3,3.3,1.6,0.3
E01035462,92.6,3.3,3.1,0.7,0.3
E01024593,91,3.3,3.6,1.8,0.3
E01028653,93.3,3.3,1.8,1.4,0.3
E01015170,92.5,3.3,2.8,1.2,0.3
E01035365,91.2,3.2,4.1,1.2,0.3
E01004899,91.9,3.2,3.7,1,0.3
E01005025,89.7,3.2,4.3,2.4,0.3
E01004972,91.3,3.2,3.3,1.9,0.3
E01005169,94.3,3.2,1.5,0.6,0.3
E01005075,92.2,3.2,2.9,1.3,0.3
E01005686,91.7,3.2,3.6,1.3,0.3
E01005890,92.6,3.2,2.7,1.2,0.3
E01005868,92.1,3.2,3.1,1.3,0.3
E01034833,93.1,3.2,2.3,1.1,0.3
E01006753,92.7,3.2,3.3,0.5,0.3
E01034981,90.5,3.2,4,2,0.3
E01007853,92.2,3.2,3.3,0.9,0.3
E01010720,89.5,3.2,5.2,1.9,0.3
E01011137,91.5,3.2,3.2,1.8,0.3
E01011643,93.8,3.2,2,0.8,0.3
E01011618,89.4,3.2,4.7,2.5,0.3
E01027059,92.4,3.2,3,1.1,0.3
E01027201,93.5,3.2,2,0.9,0.3
E01032263,92.8,3.2,2.8,0.9,0.3
E01032330,92.5,3.2,2.7,1.3,0.3
E01009246,92.9,3.2,2.1,1.5,0.3
E01009257,90,3.2,4.1,2.5,0.3
E01015949,93.2,3.2,2.3,1,0.3
E01026693,92.1,3.2,2.9,1.6,0.3
E01029982,91.6,3.2,3.5,1.3,0.3
E01000391,91.3,3.2,3.9,1.2,0.3
E01000339,94.3,3.2,1.7,0.6,0.3
E01000732,94.4,3.2,1.6,0.4,0.3
E01002327,92.1,3.2,2.8,1.5,0.3
E01004120,92.8,3.2,2.4,1.3,0.3
E01016064,91.7,3.2,2.8,2,0.3
E01017019,92.7,3.2,2.8,1,0.3
E01017170,93.7,3.2,2.1,0.7,0.3
E01030947,94.6,3.2,1.3,0.6,0.3
E01014465,94.5,3.2,1.8,0.3,0.3
E01014645,92.5,3.2,2.3,1.8,0.3
E01015542,89.6,3.2,4.1,2.9,0.3
E01032096,91.9,3.2,2.8,1.8,0.3
E01025045,90.7,3.1,4.5,1.5,0.3
E01025139,90.5,3.1,3.7,2.4,0.3
E01005030,89.9,3.1,3.9,2.7,0.3
E01005103,92.6,3.1,2.8,1.3,0.3
E01006031,92.6,3.1,2.2,1.7,0.3
E01006820,92.3,3.1,2.7,1.6,0.3
E01007058,90.6,3.1,4.6,1.4,0.3
E01013314,92,3.1,3.5,1.2,0.3
E01013448,94.4,3.1,1.3,0.9,0.3
E01007332,92.1,3.1,3.5,1,0.3
E01008094,90.5,3.1,4.4,1.7,0.3
E01008153,94.4,3.1,1.3,0.9,0.3
E01011379,90.7,3.1,4.3,1.6,0.3
E01011691,92.4,3.1,2.9,1.3,0.3
E01013850,91.8,3.1,3.3,1.5,0.3
E01014169,91.1,3.1,3.6,1.8,0.3
E01014309,91.4,3.1,3,2.3,0.3
E01009813,93.9,3.1,1.6,1.2,0.3
E01009964,91.8,3.1,3,1.9,0.3
E01009965,89.6,3.1,5.3,1.7,0.3
E01010550,94.1,3.1,1.7,0.9,0.3
E01018106,92.6,3.1,2.8,1.1,0.3
E01023617,94.4,3.1,1.5,0.6,0.3
E01026667,93,3.1,1.9,1.7,0.3
E01029971,92.5,3.1,2.8,1.3,0.3
E01002332,93.1,3.1,2.7,0.8,0.3
E01023972,91.8,3.1,3.3,1.5,0.3
E01035283,93.9,3.1,2.1,0.6,0.3
E01024303,93.8,3.1,2.6,0.2,0.3
E01024307,94.3,3.1,1.7,0.7,0.3
E01031798,92.6,3.1,2.9,1.1,0.3
E01014832,93.8,3.1,2.1,0.7,0.3
E01014807,90.1,3.1,4.7,1.7,0.3
E01034283,93.6,3.1,2.2,0.7,0.3
E01019332,93.5,3,2.6,0.7,0.3
E01004863,92.6,3,2.7,1.4,0.3
E01005853,92.2,3,2.7,1.8,0.3
E01008122,92.8,3,2.8,1.1,0.3
E01007950,94.3,3,1.8,0.7,0.3
E01033695,93.2,3,2,1.4,0.3
E01013906,92.2,3,3.4,1.2,0.3
E01027212,92.7,3,2.2,1.8,0.3
E01025957,90.1,3,4.7,1.9,0.3
E01025998,94.6,3,1.6,0.6,0.3
E01026325,92.7,3,3.2,0.8,0.3
E01031094,93.6,3,2.1,1,0.3
E01032895,93.8,3,1.9,1,0.3
E01009127,90.1,3,3.6,3,0.3
E01034307,91.4,3,4.3,1,0.3
E01018083,92.8,3,2.8,1,0.3
E01016209,92.7,3,2.5,1.4,0.3
E01016908,92.6,3,2.4,1.7,0.3
E01022723,93.6,3,2.4,0.7,0.3
E01024313,91.4,3,3.5,1.8,0.3
E01024695,95.3,3,1.3,0.2,0.3
E01014613,92.7,3,2.5,1.5,0.3
E01029277,93.4,3,2.5,0.8,0.3
E01012020,93.8,2.9,2.3,0.8,0.3
E01005706,92.1,2.9,2.4,2.4,0.3
E01005702,92.9,2.9,2.4,1.5,0.3
E01006003,92.6,2.9,2.7,1.5,0.3
E01006765,91.4,2.9,3.5,1.9,0.3
E01006633,93.7,2.9,2.3,0.8,0.3
E01007009,91,2.9,3.6,2.2,0.3
E01008057,93.1,2.9,2.5,1.2,0.3
E01008048,95.6,2.9,0.8,0.4,0.3
E01007919,92.1,2.9,2.8,1.9,0.3
E01011716,93.5,2.9,2.2,1,0.3
E01011690,96.6,2.9,0.2,0,0.3
E01025716,94.2,2.9,1.6,1,0.3
E01028217,95.1,2.9,1.2,0.6,0.3
E01014070,93.7,2.9,2.5,0.7,0.3
E01008888,92.8,2.9,2.5,1.5,0.3
E01010411,90.9,2.9,4.2,1.7,0.3
E01018141,95,2.9,1,0.8,0.3
E01021825,93.4,2.9,2.4,1,0.3
E01026472,89.9,2.9,5.2,1.8,0.3
E01029998,93.1,2.9,2.3,1.3,0.3
E01003901,94.6,2.9,1.5,0.6,0.3
E01016906,94.9,2.9,1.3,0.6,0.3
E01022847,93.1,2.9,2.2,1.4,0.3
E01023130,95,2.9,1.2,0.7,0.3
E01024240,92.2,2.9,2.9,1.8,0.3
E01024613,91.9,2.9,3.2,1.7,0.3
E01031443,91.1,2.9,4,1.7,0.3
E01015173,94.1,2.9,2,0.7,0.3
E01008336,93.9,2.8,1.9,1,0.3
E01012751,89.8,2.8,5.3,1.9,0.3
E01018584,94.3,2.8,1.6,1.1,0.3
E01025037,92.6,2.8,2.6,1.8,0.3
E01005825,93.8,2.8,1.4,1.8,0.3
E01006687,94.1,2.8,1.6,1.2,0.3
E01011096,91.3,2.8,3.2,2.3,0.3
E01027236,91.9,2.8,3.1,1.8,0.3
E01025756,94.5,2.8,1.7,0.7,0.3
E01026227,92.1,2.8,3.1,1.7,0.3
E01014152,93.9,2.8,2.3,0.6,0.3
E01010031,91.9,2.8,3,1.9,0.3
E01010070,90.6,2.8,3.9,2.3,0.3
E01009940,91.6,2.8,4.3,1,0.3
E01032592,91.9,2.8,3.2,1.8,0.3
E01035535,94.5,2.8,1.5,0.9,0.3
E01023650,93.8,2.8,2.4,0.8,0.3
E01016304,95.2,2.8,1.2,0.5,0.3
E01016661,95.3,2.8,1.1,0.5,0.3
E01022667,93.6,2.8,2.6,0.6,0.3
E01024177,93.6,2.8,2.8,0.6,0.3
E01024297,93.9,2.8,2.4,0.7,0.3
E01024393,92.9,2.8,2.6,1.4,0.3
E01024513,93.5,2.8,2.5,0.9,0.3
E01014720,94.9,2.8,1.5,0.5,0.3
E01015507,92.5,2.8,3.5,0.8,0.3
E01034625,95.2,2.8,1.5,0.3,0.3
E01034497,95.6,2.7,1.4,0,0.3
E01008474,95.7,2.7,0.9,0.4,0.3
E01012460,93.8,2.7,1.9,1.3,0.3
E01012607,92.3,2.7,2.5,2.2,0.3
E01024925,91.7,2.7,3.5,1.8,0.3
E01005325,92,2.7,3.4,1.5,0.3
E01005727,93.5,2.7,2.4,1.1,0.3
E01034832,93.5,2.7,2.4,1.1,0.3
E01034835,94,2.7,1.9,1.2,0.3
E01006763,91.8,2.7,3.3,1.9,0.3
E01006586,93.9,2.7,1.8,1.2,0.3
E01006999,94.9,2.7,1.8,0.4,0.3
E01012874,91.9,2.7,2.9,2.1,0.3
E01013181,91.4,2.7,2.7,2.9,0.3
E01007634,89.8,2.7,5.3,2,0.3
E01008060,92.9,2.7,3,1.1,0.3
E01011029,89.8,2.7,4.4,2.7,0.3
E01011484,90.4,2.7,4.2,2.4,0.3
E01011659,95.3,2.7,1,0.7,0.3
E01011599,93.5,2.7,1.9,1.6,0.3
E01013549,93.7,2.7,2,1.3,0.3
E01013905,92.6,2.7,3.4,1,0.3
E01026163,94.8,2.7,1.3,0.9,0.3
E01028212,96,2.7,0.8,0.3,0.3
E01028319,92.3,2.7,3.1,1.7,0.3
E01029472,93,2.7,2.9,1,0.3
E01009222,93.6,2.7,2.6,0.8,0.3
E01009131,90.1,2.7,4.8,2.2,0.3
E01009187,93.7,2.7,2.3,1.1,0.3
E01010267,93.4,2.7,2.4,1.2,0.3
E01034422,92.7,2.7,2.5,1.7,0.3
E01029969,92,2.7,3.6,1.4,0.3
E01001413,95.2,2.7,1.2,0.6,0.3
E01002360,93.5,2.7,2.8,0.7,0.3
E01016623,95.2,2.7,1.4,0.5,0.3
E01022566,94.7,2.7,1.9,0.4,0.3
E01024562,92.5,2.7,3.6,0.9,0.3
E01004793,93.6,2.6,2.2,1.3,0.3
E01006361,92.5,2.6,3.3,1.3,0.3
E01032505,94.6,2.6,1.4,1.1,0.3
E01007461,94.2,2.6,2.3,0.7,0.3
E01008046,92.1,2.6,3.6,1.4,0.3
E01034263,93.6,2.6,2.3,1.1,0.3
E01013536,91.5,2.6,3.5,2.2,0.3
E01027122,94.8,2.6,1.8,0.4,0.3
E01027085,95.3,2.6,1.7,0.2,0.3
E01013988,95.3,2.6,1.6,0.3,0.3
E01031278,96.1,2.6,0.8,0.2,0.3
E01032449,91.5,2.6,4.3,1.3,0.3
E01009649,93,2.6,3.3,0.8,0.3
E01010179,95.7,2.6,0.7,0.8,0.3
E01017603,94.9,2.6,1.7,0.5,0.3
E01021811,93.4,2.6,2.7,1,0.3
E01026691,95.3,2.6,1.1,0.8,0.3
E01017104,92.1,2.6,2.8,2.3,0.3
E01032810,93.6,2.6,2.4,1.1,0.3
E01024677,94.1,2.6,2.1,0.9,0.3
E01024646,93.1,2.6,2.4,1.6,0.3
E01030547,93.7,2.6,2.4,1,0.3
E01014984,93.2,2.6,2.7,1.2,0.3
E01022340,94.7,2.6,1.8,0.6,0.3
E01008318,92.1,2.5,3,2,0.3
E01035628,95.5,2.5,1.3,0.4,0.3
E01025311,93.2,2.5,2.7,1.3,0.3
E01004932,93.7,2.5,2.4,1,0.3
E01005481,91.2,2.5,4,2.1,0.3
E01005936,94.5,2.5,1.8,0.9,0.3
E01007056,94.6,2.5,2,0.6,0.3
E01027692,93.4,2.5,3,0.8,0.3
E01007466,93.2,2.5,3.2,0.7,0.3
E01007945,92.1,2.5,3.3,1.7,0.3
E01032493,95,2.5,1.6,0.6,0.3
E01013521,94.2,2.5,1.5,1.5,0.3
E01035407,94.8,2.5,1.4,1,0.3
E01028230,91.2,2.5,4.2,1.9,0.3
E01031288,95.7,2.5,1.2,0.3,0.3
E01009220,93.9,2.5,1.9,1.3,0.3
E01010036,92.8,2.5,2.9,1.6,0.3
E01010401,93.4,2.5,2.1,1.7,0.3
E01021719,95.8,2.5,1,0.5,0.3
E01000437,92.8,2.5,3.1,1.4,0.3
E01017263,93.3,2.5,3.2,0.8,0.3
E01017273,94.6,2.5,1.7,0.9,0.3
E01020458,94,2.5,1.9,1.3,0.3
E01020048,90.9,2.5,4.4,1.9,0.3
E01029229,94.6,2.5,1.5,1.1,0.3
E01012027,91.8,2.4,3.7,1.8,0.3
E01008337,93.8,2.4,2.5,0.9,0.3
E01008459,94,2.4,2.2,1.1,0.3
E01012498,95.6,2.4,1.5,0.3,0.3
E01018709,94.4,2.4,2.4,0.5,0.3
E01018736,96.1,2.4,0.9,0.4,0.3
E01019220,96,2.4,0.9,0.5,0.3
E01025110,90.3,2.4,4.7,2.3,0.3
E01025398,91,2.4,3.7,2.6,0.3
E01004944,94.9,2.4,1.4,1,0.3
E01005576,93.2,2.4,2.5,1.6,0.3
E01006283,92.9,2.4,2.5,1.9,0.3
E01006793,94.6,2.4,1.7,1,0.3
E01007013,91.8,2.4,3.5,2.1,0.3
E01012845,92.6,2.4,3,1.7,0.3
E01011104,91.1,2.4,3.6,2.6,0.3
E01011615,93,2.4,3,1.4,0.3
E01026322,94.6,2.4,2.6,0.2,0.3
E01027951,94.6,2.4,1.7,1,0.3
E01014197,94.3,2.4,2.3,0.7,0.3
E01032359,94.7,2.4,1.7,0.9,0.3
E01009770,94.2,2.4,1.9,1.2,0.3
E01009978,93.6,2.4,1.9,1.9,0.3
E01010391,95.5,2.4,1.2,0.6,0.3
E01010495,94.6,2.4,1.7,1,0.3
E01010538,93.1,2.4,2.1,2.2,0.3
E01017565,95.5,2.4,1.5,0.3,0.3
E01018184,94.6,2.4,1.9,0.9,0.3
E01023635,94.5,2.4,1.8,1,0.3
E01026650,95.5,2.4,1.3,0.6,0.3
E01029974,95,2.4,1.3,1,0.3
E01030021,91.9,2.4,4.1,1.3,0.3
E01030162,91.9,2.4,4,1.5,0.3
E01000382,95.3,2.4,1.4,0.6,0.3
E01016174,92.5,2.4,2.9,1.9,0.3
E01016337,95.5,2.4,1.3,0.6,0.3
E01024386,94,2.4,2.4,0.9,0.3
E01024705,93.1,2.4,3.1,1,0.3
E01030405,95.6,2.4,1.4,0.4,0.3
E01015552,94.5,2.4,2.2,0.6,0.3
E01008345,93.6,2.3,2.3,1.5,0.3
E01008536,94.4,2.3,1.7,1.3,0.3
E01005777,94.3,2.3,2.6,0.6,0.3
E01012906,94.9,2.3,1.8,0.8,0.3
E01007946,94.2,2.3,2.5,0.8,0.3
E01008111,94.1,2.3,2.1,1.2,0.3
E01026230,94.6,2.3,1.8,1,0.3
E01026236,93.8,2.3,1.3,2.3,0.3
E01026326,94.3,2.3,2.5,0.6,0.3
E01031165,93.6,2.3,3.2,0.6,0.3
E01009301,92.9,2.3,3.2,1.4,0.3
E01009495,94,2.3,1.9,1.4,0.3
E01008950,96,2.3,1.2,0.2,0.3
E01009218,94.9,2.3,1.5,0.9,0.3
E01030017,92.2,2.3,3,2.2,0.3
E01002324,93.9,2.3,2.6,1,0.3
E01021016,95.2,2.3,1.2,1.1,0.3
E01034067,94.2,2.3,2.3,1,0.3
E01023182,95.7,2.3,1.3,0.3,0.3
E01030652,94.7,2.3,2.4,0.3,0.3
E01011974,92.7,2.2,2.6,2.2,0.3
E01018501,93.2,2.2,3.2,1.2,0.3
E01025117,89.1,2.2,4.5,4,0.3
E01025240,96.1,2.2,0.9,0.6,0.3
E01005593,94.1,2.2,2.2,1.2,0.3
E01006412,94.7,2.2,1.7,1.1,0.3
E01012836,95,2.2,1.6,1,0.3
E01007369,93.9,2.2,2.6,1.1,0.3
E01007450,94.2,2.2,2.2,1,0.3
E01007516,95.5,2.2,1.6,0.4,0.3
E01008117,93.8,2.2,2.4,1.3,0.3
E01011234,94,2.2,2.1,1.4,0.3
E01011083,92.6,2.2,3,1.8,0.3
E01028094,95.2,2.2,1.7,0.5,0.3
E01014102,94.5,2.2,1.7,1.3,0.3
E01029672,95.4,2.2,1.4,0.7,0.3
E01031287,95.9,2.2,1.4,0.2,0.3
E01009177,92.7,2.2,2.8,2,0.3
E01009868,93,2.2,3,1.5,0.3
E01010223,95.8,2.2,0.8,0.9,0.3
E01010459,92.6,2.2,3.8,1.1,0.3
E01015963,93.9,2.2,2.7,1,0.3
E01026530,93.1,2.2,3.2,1.2,0.3
E01023687,96,2.2,1.1,0.5,0.3
E01020925,94.2,2.2,2.1,1.1,0.3
E01023189,94.8,2.2,2,0.6,0.3
E01024511,96.1,2.2,1.1,0.2,0.3
E01030357,95.7,2.2,1.4,0.4,0.3
E01031712,95.9,2.2,1.4,0.3,0.3
E01015042,95.3,2.2,1.4,0.9,0.3
E01008201,91.5,2.1,4.1,1.9,0.3
E01004906,94.1,2.1,1.7,1.8,0.3
E01005102,92.9,2.1,2.8,1.9,0.3
E01005869,94.5,2.1,2.2,1,0.3
E01005928,94.9,2.1,1.7,1,0.3
E01006448,94.3,2.1,2,1.2,0.3
E01006624,93.2,2.1,1.4,3,0.3
E01006796,95.9,2.1,1.1,0.6,0.3
E01027721,96.6,2.1,0.6,0.4,0.3
E01007790,95.6,2.1,1.1,0.9,0.3
E01008103,92.2,2.1,3.4,2,0.3
E01011462,94.8,2.1,2.1,0.6,0.3
E01011812,95.5,2.1,0.9,1.2,0.3
E01035409,95.5,2.1,1.9,0.3,0.3
E01028229,93.7,2.1,2.5,1.4,0.3
E01028973,94.8,2.1,2,0.8,0.3
E01031093,95.9,2.1,1.4,0.2,0.3
E01009466,96.5,2.1,0.6,0.5,0.3
E01010440,95,2.1,1.4,1.2,0.3
E01018173,93.8,2.1,2.4,1.4,0.3
E01023816,97,2.1,0.4,0.2,0.3
E01026631,95.9,2.1,1.1,0.6,0.3
E01026932,94,2.1,2.5,1,0.3
E01030028,92.8,2.1,3.2,1.5,0.3
E01032832,96.2,2.1,0.9,0.5,0.3
E01020986,96.2,2.1,1.3,0.1,0.3
E01014845,95.4,2.1,1.6,0.5,0.3
E01015527,94.7,2.1,1.6,1.2,0.3
E01015482,95.8,2.1,1.2,0.7,0.3
E01029041,96.1,2.1,1.1,0.4,0.3
E01008432,95.6,2,1.6,0.5,0.3
E01008221,94.9,2,1.8,1,0.3
E01018345,95.3,2,1.6,0.7,0.3
E01018539,95.1,2,1.5,1.2,0.3
E01025013,92.5,2,3.3,1.9,0.3
E01005492,95,2,2.1,0.7,0.3
E01005696,95.5,2,1.4,0.8,0.3
E01005921,95.3,2,1.4,1.1,0.3
E01006335,94.5,2,2.2,1,0.3
E01034841,96.8,2,0.7,0.2,0.3
E01034974,94.9,2,1.9,0.9,0.3
E01007482,92.4,2,3.2,2.1,0.3
E01011746,93.6,2,2.8,1.3,0.3
E01013911,94.6,2,2.1,0.9,0.3
E01014158,94.8,2,2.3,0.7,0.3
E01032349,92.8,2,2.4,2.5,0.3
E01009462,95.7,2,1.2,0.8,0.3
E01009695,96.6,2,0.8,0.3,0.3
