LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01010078,94.8,2,1.6,1.3,0.3
E01010393,93.2,2,2.6,1.8,0.3
E01010501,93.5,2,2.9,1.3,0.3
E01015832,94.9,2,2.1,0.6,0.3
E01034088,96.8,2,0.8,0.1,0.3
E01021854,95.2,2,2.1,0.4,0.3
E01020972,94.9,2,2.6,0.2,0.3
E01022660,95.6,2,1.3,0.8,0.3
E01024671,94.3,2,2.4,1.1,0.3
E01030884,94.9,2,2.5,0.4,0.3
E01014968,95.1,2,1.9,0.7,0.3
E01019947,94.6,2,2.3,0.7,0.3
E01020055,92.8,2,2.7,2.1,0.3
E01022379,93.5,2,3.1,1.2,0.3
E01008524,95,1.9,1.7,1.1,0.3
E01024986,95,1.9,1.6,1.3,0.3
E01025092,93.8,1.9,2.9,1,0.3
E01025209,92.6,1.9,3.2,1.9,0.3
E01025533,93.1,1.9,2.8,2,0.3
E01004874,95.1,1.9,1.7,1,0.3
E01005335,96.2,1.9,0.8,0.7,0.3
E01005915,96,1.9,1.3,0.5,0.3
E01006354,95.5,1.9,1.9,0.5,0.3
E01006712,93.9,1.9,2.6,1.4,0.3
E01012772,94.9,1.9,1.9,1.1,0.3
E01033105,95.9,1.9,1.3,0.5,0.3
E01007734,93.8,1.9,2.8,1.3,0.3
E01011249,95.4,1.9,1.3,1.2,0.3
E01011665,95.1,1.9,2.2,0.4,0.3
E01019402,95,1.9,2.3,0.5,0.3
E01026252,92.9,1.9,2,2.8,0.3
E01028255,96.9,1.9,0.8,0,0.3
E01029548,94,1.9,2.8,1,0.3
E01008920,96.1,1.9,1.2,0.5,0.3
E01009685,96.4,1.9,0.8,0.6,0.3
E01009871,95.1,1.9,1.6,1,0.3
E01015922,93.8,1.9,2.9,1.2,0.3
E01023499,95.5,1.9,1.5,0.8,0.3
E01017008,96.1,1.9,1.1,0.5,0.3
E01028787,96.1,1.9,1.3,0.4,0.3
E01030695,97.2,1.9,0.6,0.1,0.3
E01031342,96.2,1.9,1,0.6,0.3
E01014609,94.8,1.9,1.9,1.1,0.3
E01029174,95.8,1.9,1.6,0.4,0.3
E01008210,95.3,1.8,1.4,1.2,0.3
E01012648,94.9,1.8,1.8,1.2,0.3
E01024951,92.6,1.8,3.7,1.7,0.3
E01025171,93.4,1.8,3,1.4,0.3
E01025401,95.5,1.8,1.1,1.3,0.3
E01004864,94.1,1.8,2.5,1.3,0.3
E01005421,94.6,1.8,1.7,1.6,0.3
E01005780,96.4,1.8,0.9,0.6,0.3
E01005783,95.7,1.8,1.4,0.9,0.3
E01006329,96.6,1.8,0.6,0.7,0.3
E01006863,94.9,1.8,1.8,1.3,0.3
E01007006,94.4,1.8,2.3,1.2,0.3
E01013138,88.1,1.8,5.7,4,0.3
E01027811,94.5,1.8,2,1.3,0.3
E01007936,96.7,1.8,0.9,0.4,0.3
E01010603,95.7,1.8,1.4,0.8,0.3
E01010746,94.2,1.8,2.8,0.9,0.3
E01010942,95.3,1.8,1.9,0.7,0.3
E01011103,94.1,1.8,2,1.8,0.3
E01011639,96.6,1.8,1.1,0.2,0.3
E01027069,94.8,1.8,1.8,1.3,0.3
E01035416,94.6,1.8,2.3,1,0.3
E01014028,95.8,1.8,1.2,0.9,0.3
E01031091,95.6,1.8,1.7,0.6,0.3
E01009307,93.1,1.8,3.2,1.6,0.3
E01010042,95.1,1.8,1.6,1.2,0.3
E01010489,95.3,1.8,1.6,1,0.3
E01010531,92.5,1.8,3.3,2.1,0.3
E01018079,95,1.8,1.9,1,0.3
E01030258,93.9,1.8,2.6,1.3,0.3
E01017049,96.3,1.8,1.2,0.3,0.3
E01008584,96.3,1.7,0.8,0.9,0.3
E01008738,95.7,1.7,1.7,0.7,0.3
E01004772,94.9,1.7,1.9,1.2,0.3
E01005533,96.4,1.7,1.5,0.1,0.3
E01005826,94.5,1.7,2.6,0.9,0.3
E01005796,97.4,1.7,0.4,0.2,0.3
E01006455,95.2,1.7,1.9,1,0.3
E01034836,93.5,1.7,2.2,2.4,0.3
E01012843,94.6,1.7,1.9,1.4,0.3
E01007828,95.4,1.7,1.5,1.1,0.3
E01010725,95,1.7,1.7,1.2,0.3
E01010717,95.4,1.7,1.9,0.8,0.3
E01010847,94.8,1.7,2,1.2,0.3
E01011148,95.8,1.7,1.4,0.8,0.3
E01019515,95.6,1.7,1.6,0.8,0.3
E01028891,94.3,1.7,2,1.7,0.3
E01028873,93.8,1.7,3.1,1.1,0.3
E01032422,95.4,1.7,1.9,0.7,0.3
E01009886,95.1,1.7,2.4,0.6,0.3
E01009753,95,1.7,1.8,1.3,0.3
E01010148,95.7,1.7,1.6,0.7,0.3
E01010286,94.4,1.7,2.1,1.5,0.3
E01010515,95.5,1.7,1.3,1.1,0.3
E01018100,94.4,1.7,2.1,1.5,0.3
E01018186,95.5,1.7,1.8,0.7,0.3
E01021315,94.8,1.7,2.3,0.9,0.3
E01029981,95.5,1.7,1.4,1.1,0.3
E01030247,93.5,1.7,2.8,1.6,0.3
E01020942,97.4,1.7,0.4,0.3,0.3
E01024496,95.8,1.7,1.8,0.4,0.3
E01024685,96.6,1.7,1,0.3,0.3
E01031396,96.5,1.7,0.9,0.6,0.3
E01031433,95.4,1.7,1.8,0.7,0.3
E01034170,95.9,1.7,1.8,0.2,0.3
E01018839,97.3,1.7,0.5,0.1,0.3
E01011975,95.2,1.6,0.8,2.1,0.3
E01012352,94.2,1.6,3,0.9,0.3
E01027468,97.6,1.6,0.4,0.2,0.3
E01019141,94.5,1.6,2.3,1.4,0.3
E01019215,95.8,1.6,1.5,0.8,0.3
E01025058,94.1,1.6,2.1,1.9,0.3
E01004770,94.7,1.6,2.6,0.9,0.3
E01004931,95.7,1.6,1.5,0.9,0.3
E01004988,96,1.6,1.5,0.7,0.3
E01006005,95.1,1.6,1.7,1.3,0.3
E01006082,95.9,1.6,1.7,0.5,0.3
E01006670,95.8,1.6,1.3,1,0.3
E01006639,95.5,1.6,2.2,0.5,0.3
E01012766,95.2,1.6,1.6,1.2,0.3
E01013280,93.9,1.6,3.2,1,0.3
E01007626,95.5,1.6,1.3,1.3,0.3
E01007998,95.9,1.6,1.6,0.6,0.3
E01008007,95,1.6,2.2,0.9,0.3
E01011013,96.6,1.6,1.2,0.3,0.3
E01011220,95.4,1.6,1.9,0.8,0.3
E01011012,96.5,1.6,1.2,0.3,0.3
E01011524,97,1.6,0.8,0.3,0.3
E01011786,95.8,1.6,1.8,0.5,0.3
E01035502,95.9,1.6,1.2,1,0.3
E01019569,95.1,1.6,1.8,1.3,0.3
E01019554,96.1,1.6,1.3,0.7,0.3
E01025851,96.3,1.6,1.1,0.8,0.3
E01026159,96.6,1.6,1,0.5,0.3
E01027958,95.8,1.6,1.6,0.6,0.3
E01027928,96.7,1.6,0.9,0.6,0.3
E01014045,94.9,1.6,2.6,0.6,0.3
E01014153,95.3,1.6,2.3,0.6,0.3
E01028989,96.8,1.6,0.9,0.5,0.3
E01029566,94.9,1.6,2.3,0.9,0.3
E01009768,95.4,1.6,1.9,0.7,0.3
E01010398,96.3,1.6,1.5,0.4,0.3
E01018115,95,1.6,2.3,0.9,0.3
E01017304,97.1,1.6,0.7,0.3,0.3
E01024244,96.9,1.6,0.7,0.5,0.3
E01024410,95.8,1.6,1.5,0.9,0.3
E01030889,95.9,1.6,1.8,0.4,0.3
E01030867,97,1.6,0.9,0.1,0.3
E01034541,95.6,1.6,1.8,0.7,0.3
E01008600,96.3,1.5,0.9,0.9,0.3
E01005820,96.8,1.5,0.9,0.4,0.3
E01006951,95,1.5,2.2,1.1,0.3
E01007160,96.9,1.5,0.6,0.8,0.3
E01007967,96.2,1.5,1.5,0.5,0.3
E01010783,96.8,1.5,0.9,0.5,0.3
E01010997,96.1,1.5,1.2,0.8,0.3
E01013505,96.7,1.5,0.9,0.6,0.3
E01035400,95.6,1.5,1.5,1.1,0.3
E01014157,94.9,1.5,2.7,0.7,0.3
E01009423,96.4,1.5,1.1,0.7,0.3
E01010121,96.4,1.5,1.4,0.5,0.3
E01010298,96.2,1.5,1.4,0.6,0.3
E01017566,96.5,1.5,0.9,0.8,0.3
E01021416,94.2,1.5,2.7,1.4,0.3
E01022094,97.2,1.5,0.7,0.3,0.3
E01030248,97,1.5,0.7,0.5,0.3
E01016128,96.1,1.5,1.7,0.5,0.3
E01016091,97.8,1.5,0.5,0,0.3
E01021136,97.2,1.5,0.8,0.2,0.3
E01021216,97.6,1.5,0.3,0.3,0.3
E01023046,95.7,1.5,1.4,1,0.3
E01024645,96.1,1.5,1.4,0.8,0.3
E01024750,96.9,1.5,0.7,0.5,0.3
E01015241,96.8,1.5,1.2,0.2,0.3
E01020114,98,1.5,0.1,0.1,0.3
E01022285,95.5,1.5,1.8,1,0.3
E01029200,95.9,1.5,1.7,0.6,0.3
E01012009,96.5,1.4,1.3,0.5,0.3
E01012542,97.7,1.4,0.4,0.1,0.3
E01018546,96.7,1.4,1,0.6,0.3
E01025062,91.5,1.4,3.2,3.5,0.3
E01025149,96.9,1.4,1.1,0.3,0.3
E01005589,93.2,1.4,3.1,1.9,0.3
E01005754,95.4,1.4,1.7,1.2,0.3
E01005954,95.5,1.4,1.3,1.5,0.3
E01006260,95.7,1.4,1.4,1.2,0.3
E01006788,96.7,1.4,1.1,0.5,0.3
E01006936,96.8,1.4,0.8,0.6,0.3
E01013201,92.8,1.4,3.4,2.1,0.3
E01026251,95.7,1.4,1.8,0.8,0.3
E01014044,95.5,1.4,1.8,1,0.3
E01014278,94.9,1.4,2.3,1.1,0.3
E01030250,93.9,1.4,3.3,1.1,0.3
E01029947,96.1,1.4,1.6,0.6,0.3
E01016082,97.1,1.4,0.8,0.3,0.3
E01024584,96.3,1.4,1.7,0.2,0.3
E01028809,95.9,1.4,1.6,0.8,0.3
E01014796,97.5,1.4,0.6,0.2,0.3
E01008561,97.2,1.3,0.8,0.4,0.3
E01008542,96.1,1.3,0.8,1.6,0.3
E01012381,95.9,1.3,1.8,0.7,0.3
E01018338,97.2,1.3,0.9,0.3,0.3
E01005642,95.8,1.3,1.4,1.2,0.3
E01006008,96,1.3,1.5,0.9,0.3
E01006235,96.9,1.3,1.1,0.4,0.3
E01007270,96.2,1.3,1.8,0.4,0.3
E01012777,96.3,1.3,1.2,1,0.3
E01012959,97.2,1.3,0.8,0.4,0.3
E01027645,95.6,1.3,1.7,1.3,0.3
E01027862,95.4,1.3,1.8,1.2,0.3
E01007520,96.4,1.3,1.2,0.8,0.3
E01007850,94.2,1.3,2.6,1.6,0.3
E01011817,97.2,1.3,1.1,0.1,0.3
E01011947,96.9,1.3,0.9,0.7,0.3
E01013507,97.2,1.3,0.8,0.3,0.3
E01019404,96.4,1.3,1.1,0.9,0.3
E01029673,97.5,1.3,0.4,0.5,0.3
E01010392,96.6,1.3,1.3,0.3,0.3
E01021504,94,1.3,2.8,1.5,0.3
E01016284,97.3,1.3,0.9,0.1,0.3
E01024696,96.3,1.3,1.6,0.5,0.3
E01024647,97.4,1.3,0.9,0.1,0.3
E01024764,96.1,1.3,1.2,1.1,0.3
E01028813,97.1,1.3,1,0.2,0.3
E01029116,96.8,1.3,1,0.6,0.3
E01029306,96.5,1.3,1.4,0.6,0.3
E01008709,96.5,1.2,1.7,0.3,0.3
E01012741,97.3,1.2,0.8,0.5,0.3
E01025526,97.1,1.2,0.9,0.5,0.3
E01005591,95.9,1.2,1.5,1.2,0.3
E01013274,97.4,1.2,0.6,0.5,0.3
E01027564,97.9,1.2,0.5,0.2,0.3
E01007726,97,1.2,1.2,0.3,0.3
E01011129,94.2,1.2,2.8,1.4,0.3
E01027047,96.5,1.2,1.4,0.7,0.3
E01034646,93.7,1.2,3.1,1.7,0.3
E01014184,97.1,1.2,0.9,0.5,0.3
E01028938,97.1,1.2,1.1,0.3,0.3
E01031203,97.8,1.2,0.6,0.2,0.3
E01009101,96.5,1.2,1.4,0.7,0.3
E01009213,96,1.2,2,0.5,0.3
E01010271,96.1,1.2,1.7,0.8,0.3
E01010487,95.3,1.2,1.9,1.2,0.3
E01026713,97,1.2,1,0.5,0.3
E01024111,96.7,1.2,1.3,0.6,0.3
E01024708,97.6,1.2,0.5,0.4,0.3
E01015208,97.8,1.2,0.4,0.3,0.3
E01011949,97.3,1.1,0.7,0.5,0.3
E01012251,96.6,1.1,1.2,0.8,0.3
E01020814,97.5,1.1,0.7,0.4,0.3
E01020886,96.8,1.1,1.5,0.3,0.3
E01027500,97.8,1.1,0.8,0.1,0.3
E01008658,97.4,1.1,0.6,0.7,0.3
E01008231,98,1.1,0.3,0.3,0.3
E01012538,97.6,1.1,0.8,0.1,0.3
E01024911,97,1.1,1,0.7,0.3
E01025373,97,1.1,0.9,0.6,0.3
E01005345,97,1.1,1.1,0.6,0.3
E01005588,96.3,1.1,1.6,0.7,0.3
E01012791,97.1,1.1,1.1,0.5,0.3
E01007317,96.2,1.1,1.8,0.6,0.3
E01007488,98.6,1.1,0.1,0,0.3
E01007593,96.6,1.1,1.5,0.5,0.3
E01007706,97.5,1.1,0.8,0.3,0.3
E01011158,95.8,1.1,1.6,1.3,0.3
E01011868,95.6,1.1,1.7,1.4,0.3
E01014239,96.5,1.1,1.3,0.8,0.3
E01015629,98,1.1,0.5,0.2,0.3
E01015814,98.1,1.1,0.2,0.3,0.3
E01015978,97.8,1.1,0.7,0.1,0.3
E01021794,95,1.1,1.9,1.8,0.3
E01017063,96.5,1.1,1.5,0.6,0.3
E01014780,97.4,1.1,0.9,0.4,0.3
E01015580,96.6,1.1,1.4,0.5,0.3
E01008211,97.2,1,1,0.4,0.3
E01012594,96.7,1,1.6,0.4,0.3
E01005626,97.2,1,0.9,0.6,0.3
E01006794,97.4,1,0.8,0.4,0.3
E01006838,96.5,1,2,0.2,0.3
E01012765,96.2,1,1.1,1.4,0.3
E01013227,96.9,1,1.6,0.3,0.3
E01028131,97.2,1,1.1,0.4,0.3
E01028969,97.9,1,0.7,0.2,0.3
E01028939,97.8,1,0.6,0.3,0.3
E01010119,97.6,1,0.9,0.2,0.3
E01026456,96.8,1,1.3,0.7,0.3
E01016161,97.7,1,0.6,0.5,0.3
E01022611,98.3,1,0.4,0.1,0.3
E01022698,98.3,1,0.4,0.1,0.3
E01031445,92.1,1,3.2,3.4,0.3
E01022267,95.9,1,2,0.8,0.3
E01008549,98.5,0.9,0.3,0.1,0.3
E01008730,97.9,0.9,0.5,0.4,0.3
E01008260,96.7,0.9,1.5,0.5,0.3
E01019246,98.5,0.9,0.3,0.1,0.3
E01025356,94,0.9,2.4,2.3,0.3
E01025525,96.9,0.9,1.5,0.5,0.3
E01005594,97,0.9,1.2,0.6,0.3
E01005499,96.7,0.9,1.5,0.6,0.3
E01005728,96.8,0.9,1.1,0.9,0.3
E01006466,97.8,0.9,0.6,0.4,0.3
E01006477,98.6,0.9,0.2,0.1,0.3
E01006651,98.2,0.9,0.3,0.3,0.3
E01007292,95.9,0.9,1.6,1.2,0.3
E01012886,96.2,0.9,1.9,0.7,0.3
E01034962,98.7,0.9,0.1,0,0.3
E01027612,95.3,0.9,2.4,1.1,0.3
E01007368,96.9,0.9,1.3,0.7,0.3
E01007830,98,0.9,0.6,0.2,0.3
E01028258,97.7,0.9,0.7,0.4,0.3
E01035058,97.5,0.9,0.6,0.7,0.3
E01032194,96.9,0.9,1.2,0.7,0.3
E01018085,97.3,0.9,1.1,0.5,0.3
E01021506,96.7,0.9,1.5,0.7,0.3
E01026768,97,0.9,1.2,0.5,0.3
E01035300,97,0.9,1.2,0.6,0.3
E01028776,97.3,0.9,1,0.6,0.3
E01031466,97.8,0.9,0.4,0.6,0.3
E01014765,98.3,0.9,0.4,0.1,0.3
E01014912,97.8,0.9,0.8,0.3,0.3
E01025009,96.1,0.8,1.3,1.5,0.3
E01005358,97.3,0.8,1,0.6,0.3
E01032559,97.7,0.8,0.7,0.6,0.3
E01034834,97.9,0.8,0.5,0.5,0.3
E01013038,97.2,0.8,1,0.7,0.3
E01013197,96.4,0.8,1.1,1.5,0.3
E01034972,96.4,0.8,1.1,1.4,0.3
E01007544,96.9,0.8,1.5,0.5,0.3
E01011122,96.7,0.8,1.6,0.6,0.3
E01011408,97.7,0.8,0.8,0.4,0.3
E01011754,97.5,0.8,0.7,0.7,0.3
E01019882,98.4,0.8,0.4,0.2,0.3
E01028029,97.2,0.8,1,0.6,0.3
E01010120,97.8,0.8,0.6,0.4,0.3
E01017372,98.4,0.8,0.5,0.1,0.3
E01021880,98.3,0.8,0.4,0.2,0.3
E01024546,98.8,0.8,0.1,0,0.3
E01024712,97.8,0.8,0.8,0.3,0.3
E01020488,98.2,0.8,0.3,0.3,0.3
E01012439,98.2,0.7,0.4,0.4,0.3
E01005995,96.7,0.7,1,1.3,0.3
E01006106,97,0.7,1.2,0.8,0.3
E01006849,97.7,0.7,0.7,0.6,0.3
E01007218,98,0.7,0.5,0.5,0.3
E01007764,97.2,0.7,1.2,0.6,0.3
E01008079,98.4,0.7,0.4,0.3,0.3
E01008027,98.1,0.7,0.6,0.3,0.3
E01010709,96.9,0.7,1.1,1,0.3
E01019796,98.7,0.7,0.4,0,0.3
E01026200,98.3,0.7,0.4,0.3,0.3
E01029676,98.9,0.7,0.2,0,0.3
E01018059,98,0.7,0.7,0.3,0.3
E01023748,98.5,0.7,0.6,0,0.3
E01031426,98.7,0.7,0.2,0.2,0.3
E01015026,97.2,0.7,1.2,0.7,0.3
E01020576,98.3,0.7,0.3,0.4,0.3
E01012101,97.5,0.6,1.2,0.5,0.3
E01020820,98.5,0.6,0.3,0.3,0.3
E01027378,97.2,0.6,1,0.9,0.3
E01008382,98.1,0.6,0.4,0.5,0.3
E01008481,98.3,0.6,0.6,0.3,0.3
E01008813,97.8,0.6,1.1,0.1,0.3
E01006888,98,0.6,0.9,0.3,0.3
E01012952,97.9,0.6,0.6,0.6,0.3
E01027765,98.8,0.6,0.1,0.2,0.3
E01007378,97,0.6,1.4,0.8,0.3
E01007463,97.5,0.6,0.9,0.6,0.3
E01033279,98.2,0.6,0.8,0.2,0.3
E01019689,97.2,0.6,1.4,0.5,0.3
E01032259,98.3,0.6,0.4,0.4,0.3
E01009958,97.9,0.6,0.9,0.4,0.3
E01018097,97.9,0.6,0.8,0.5,0.3
E01030034,98.2,0.6,0.6,0.3,0.3
E01017338,98.5,0.6,0.4,0.2,0.3
E01017354,99,0.6,0.2,0,0.3
E01023185,99,0.6,0.2,0,0.3
E01031383,98.6,0.6,0.4,0.2,0.3
E01018765,98.8,0.6,0.1,0.1,0.3
E01022364,98.2,0.6,0.8,0.1,0.3
E01008444,98.2,0.5,0.6,0.4,0.3
E01008238,98.7,0.5,0.4,0.1,0.3
E01019175,98.8,0.5,0.4,0,0.3
E01005964,97.8,0.5,1,0.5,0.3
E01013463,98.4,0.5,0.4,0.3,0.3
E01019860,98.7,0.5,0.4,0.1,0.3
E01014179,96.7,0.5,1.7,0.8,0.3
E01029495,98.9,0.5,0.3,0.1,0.3
E01009819,97.7,0.5,0.8,0.8,0.3
E01022797,98.4,0.5,0.6,0.3,0.3
E01015083,98.3,0.5,0.5,0.5,0.3
E01012002,97.9,0.4,0.5,0.9,0.3
E01018349,99.1,0.4,0.1,0.1,0.3
E01018527,98.8,0.4,0.3,0.2,0.3
E01006234,98.7,0.4,0.4,0.3,0.3
E01007212,98.5,0.4,0.5,0.3,0.3
E01007587,98.7,0.4,0.5,0.2,0.3
E01010951,97.2,0.4,1.1,1,0.3
E01012259,98.6,0.3,0.5,0.3,0.3
E01027444,98.1,0.3,0.7,0.6,0.3
E01008695,98.5,0.3,0.8,0.1,0.3
E01025211,98.7,0.3,0.4,0.3,0.3
E01005418,99.1,0.3,0.1,0.2,0.3
E01006393,98.7,0.3,0.4,0.2,0.3
E01013009,98.6,0.3,0.4,0.4,0.3
E01008028,99.1,0.3,0.2,0.1,0.3
E01010694,99.1,0.3,0.2,0,0.3
E01019798,98.7,0.3,0.4,0.4,0.3
E01029728,98.3,0.3,0.9,0.3,0.3
E01008814,99.1,0.2,0.4,0,0.3
E01015016,99,0.2,0.3,0.3,0.3
E01007686,99.4,0.1,0,0.2,0.3
E01019822,99.5,0.1,0.1,0,0.3
E01033594,60.9,27.4,7.7,3.8,0.2
E01035698,65,24.3,8.7,1.9,0.2
E01004682,64.7,23.7,9.8,1.7,0.2
E01035595,62.1,23.6,11.6,2.6,0.2
E01000937,67.1,23.6,6.9,2.3,0.2
E01004765,70.1,22.4,4.5,2.8,0.2
E01034220,70,22.1,6.5,1.2,0.2
E01002834,69.5,21.8,7,1.5,0.2
E01004661,67.5,21.6,7.2,3.5,0.2
E01004695,63.2,21.3,13.6,1.7,0.2
E01002836,72.7,21.2,5.2,0.7,0.2
E01034026,65.6,21,10.8,2.4,0.2
E01032767,70.9,20.9,6.4,1.7,0.2
E01002861,69.1,20.8,6,3.9,0.2
E01034744,62.8,20.5,14.4,2.2,0.2
E01004731,70.5,20.4,6.5,2.5,0.2
E01004727,66,20.3,9.9,3.5,0.2
E01004059,74.3,20.2,4,1.3,0.2
E01004032,73.3,20.1,4.2,2.2,0.2
E01034194,73.4,19.8,5.2,1.4,0.2
E01033706,73,19.7,5.4,1.7,0.2
E01035518,70.9,19.6,7.8,1.5,0.2
E01032637,77.1,19.6,2.7,0.4,0.2
E01002896,74.3,19.5,4.9,1.1,0.2
E01033132,72.6,19.4,6,1.8,0.2
E01033736,74.8,19.1,4.5,1.4,0.2
E01033285,60.5,19.1,15.8,4.5,0.2
E01002884,70.6,18.9,7.8,2.5,0.2
E01033677,73.4,18.8,6.1,1.5,0.2
E01033874,69.8,18.7,9.3,2,0.2
E01034949,65.1,18.6,12.1,4,0.2
E01034196,74.9,18.2,5.4,1.3,0.2
E01004276,74.2,18.2,5.9,1.6,0.2
E01002711,72.1,18.1,7,2.6,0.2
E01004714,74.1,18.1,6.6,1,0.2
E01035591,67.8,18,11.8,2.3,0.2
E01001914,72.1,18,7.3,2.4,0.2
E01034210,69.9,18,9,2.9,0.2
E01028537,73.8,17.9,6.8,1.2,0.2
E01004029,75.8,17.7,4.9,1.5,0.2
E01035644,77.4,17.3,3.4,1.8,0.2
E01034223,74.7,17.3,6.2,1.6,0.2
E01033545,69.1,17.2,10.3,3.1,0.2
E01004724,75.4,17,5.5,1.9,0.2
E01033876,72.8,16.9,7.6,2.5,0.2
E01004716,78.6,16.8,4.3,0.1,0.2
E01033839,72.7,16.8,8.2,2.1,0.2
E01000947,73.9,16.7,6.3,2.9,0.2
E01001855,75.3,16.7,5.3,2.4,0.2
E01004293,78.1,16.7,3.2,1.9,0.2
E01004756,74.9,16.7,4.6,3.6,0.2
E01033570,75.6,16.5,5.6,2.1,0.2
E01034292,70.1,16.5,10.1,3.2,0.2
E01002827,78.9,16.4,3.2,1.3,0.2
E01003503,68.8,16.3,10,4.7,0.2
E01004663,77.2,16.2,4,2.4,0.2
E01004683,70.9,16.1,11.2,1.5,0.2
E01033264,66,15.9,15,2.9,0.2
E01002889,71.1,15.9,8.4,4.4,0.2
E01004687,78.7,15.9,4.4,0.8,0.2
E01034603,77.3,15.6,5.5,1.4,0.2
E01033728,77.6,15.5,5.1,1.7,0.2
E01034188,76.8,15.4,5.9,1.7,0.2
E01033100,74.4,15.3,6.9,3.2,0.2
E01004709,71.6,15.3,8.2,4.6,0.2
E01004680,77.5,15.3,5.2,1.9,0.2
E01004749,76.9,15.3,5.3,2.3,0.2
E01033499,68.3,15.3,12.5,3.8,0.2
E01034178,78.3,15.2,5.3,1,0.2
E01002824,76.4,15.2,6.4,1.8,0.2
E01004726,75.4,15.2,6,3.1,0.2
E01034132,71.7,15.1,11.3,1.8,0.2
E01002692,75.8,15.1,6.5,2.4,0.2
E01004742,78.1,15.1,5.8,0.8,0.2
E01000957,77.1,15,4.7,3.1,0.2
E01002762,79.2,15,4.2,1.4,0.2
E01032738,72.1,15,10.1,2.5,0.2
E01000540,72.6,14.9,9.5,2.8,0.2
E01002825,78.2,14.7,5.9,1.1,0.2
E01034216,77.7,14.7,6,1.4,0.2
E01000964,79.1,14.6,5.2,0.9,0.2
E01001044,75.8,14.6,6.6,2.7,0.2
E01003408,70.7,14.6,10.3,4.2,0.2
E01034229,74.6,14.6,8.9,1.7,0.2
E01000968,80.7,14.5,2.8,1.8,0.2
E01000942,74.9,14.5,7.7,2.6,0.2
E01035486,76.8,14.5,6.4,2.1,0.2
E01002817,76.9,14.5,7.4,1.1,0.2
E01034217,73.9,14.4,9.6,2,0.2
E01034195,77.8,14.3,5.9,1.8,0.2
E01001853,79.3,14.2,4.6,1.8,0.2
E01033329,73.4,14.2,9.7,2.5,0.2
E01001946,75,14.1,8.5,2.2,0.2
E01001937,80.4,14.1,3.8,1.5,0.2
E01002813,80.6,14.1,3.7,1.4,0.2
E01033867,78.2,14.1,5.5,2,0.2
E01034457,76,14.1,8,1.7,0.2
E01033902,80.8,14.1,3.9,1,0.2
E01032802,79.6,13.9,4.5,1.8,0.2
E01000879,78.4,13.9,5.6,1.7,0.2
E01001952,79.8,13.9,5.2,0.8,0.2
E01002153,72,13.9,10.1,3.7,0.2
E01034602,75.1,13.9,8.7,2.1,0.2
E01002797,80,13.9,3.8,2,0.2
E01034276,64.1,13.9,15.5,6.3,0.2
E01017998,69.4,13.8,15.2,1.5,0.2
E01035652,76.5,13.8,6.3,3.2,0.2
E01002910,75.5,13.8,5.7,4.8,0.2
E01009548,73.6,13.6,9.8,2.8,0.2
E01004506,80.7,13.6,3.9,1.6,0.2
E01002723,77.8,13.5,5.8,2.7,0.2
E01004150,74,13.5,9.2,3.1,0.2
E01004735,75.9,13.5,7.9,2.5,0.2
E01001234,77.1,13.4,6.9,2.4,0.2
E01001923,81.2,13.4,3.7,1.6,0.2
E01002414,79.5,13.4,5.6,1.4,0.2
E01002874,82.6,13.4,2.9,1,0.2
E01002866,76.7,13.4,6.9,2.9,0.2
E01035489,81.2,13.4,4.2,1.1,0.2
E01023902,71.4,13.2,11.4,3.8,0.2
E01032748,77.9,13.2,6.5,2.2,0.2
E01008397,67.1,13.1,16.7,2.9,0.2
E01014191,73.6,13.1,9.8,3.2,0.2
E01023934,70.8,13.1,11.8,4,0.2
E01000876,77.5,13.1,6,3.2,0.2
E01004137,73.4,13.1,9.4,3.8,0.2
E01004162,75.1,13.1,9.2,2.3,0.2
E01033359,78.4,13.1,6.7,1.6,0.2
E01002823,78.7,13,7,1.1,0.2
E01002899,80.6,13,4.2,1.9,0.2
E01034716,80.6,13,4.7,1.4,0.2
E01033256,83.4,12.9,2.9,0.6,0.2
E01003404,80.5,12.9,4.8,1.6,0.2
E01004628,78,12.9,6.4,2.5,0.2
E01017995,83.3,12.8,2.9,0.8,0.2
E01001902,80.6,12.8,4.6,1.8,0.2
E01002911,83.8,12.8,2.6,0.6,0.2
E01034950,82.4,12.7,3.5,1.1,0.2
E01032792,81.8,12.7,3.9,1.4,0.2
E01017955,81.2,12.7,4.8,1.2,0.2
E01034483,75.6,12.7,8.3,3.2,0.2
E01017978,74.3,12.6,10.4,2.6,0.2
E01017949,80.2,12.6,5.2,1.9,0.2
E01017945,79.8,12.6,5.4,2,0.2
E01001951,82.4,12.6,3,1.8,0.2
E01035511,81.5,12.5,4.8,1,0.2
E01002763,77.6,12.5,6.6,3.2,0.2
E01033996,78.3,12.4,6.3,2.8,0.2
E01034256,79.3,12.4,5.9,2.3,0.2
E01000861,79.3,12.4,5.8,2.2,0.2
E01001953,78.7,12.4,6.5,2.1,0.2
E01002706,80.3,12.4,5.4,1.8,0.2
E01002858,77.9,12.4,6.4,3.1,0.2
