LSOA,Female,Male
E01016097,51.3,48.7
E01016124,51.3,48.7
E01016090,51.3,48.7
E01016083,51.3,48.7
E01016104,51.3,48.7
E01016121,51.3,48.7
E01016173,51.3,48.7
E01016187,51.3,48.7
E01016218,51.3,48.7
E01016330,51.3,48.7
E01016443,51.3,48.7
E01016532,51.3,48.7
E01016579,51.3,48.7
E01016529,51.3,48.7
E01016534,51.3,48.7
E01016543,51.3,48.7
E01016566,51.3,48.7
E01016664,51.3,48.7
E01016672,51.3,48.7
E01016611,51.3,48.7
E01035268,51.3,48.7
E01016706,51.3,48.7
E01016734,51.3,48.7
E01016757,51.3,48.7
E01016737,51.3,48.7
E01033519,51.3,48.7
E01034457,51.3,48.7
E01034465,51.3,48.7
E01016917,51.3,48.7
E01017005,51.3,48.7
E01016932,51.3,48.7
E01016933,51.3,48.7
E01016935,51.3,48.7
E01016890,51.3,48.7
E01016966,51.3,48.7
E01016946,51.3,48.7
E01016995,51.3,48.7
E01016959,51.3,48.7
E01017107,51.3,48.7
E01017016,51.3,48.7
E01017066,51.3,48.7
E01017248,51.3,48.7
E01017324,51.3,48.7
E01017696,51.3,48.7
E01017714,51.3,48.7
E01017738,51.3,48.7
E01017702,51.3,48.7
E01033960,51.3,48.7
E01033964,51.3,48.7
E01017723,51.3,48.7
E01033966,51.3,48.7
E01017800,51.3,48.7
E01017818,51.3,48.7
E01017814,51.3,48.7
E01017886,51.3,48.7
E01017878,51.3,48.7
E01017936,51.3,48.7
E01017896,51.3,48.7
E01017783,51.3,48.7
E01021102,51.3,48.7
E01021172,51.3,48.7
E01021161,51.3,48.7
E01021164,51.3,48.7
E01021200,51.3,48.7
E01022619,51.3,48.7
E01022600,51.3,48.7
E01022685,51.3,48.7
E01022693,51.3,48.7
E01022651,51.3,48.7
E01022758,51.3,48.7
E01022774,51.3,48.7
E01022733,51.3,48.7
E01022742,51.3,48.7
E01022804,51.3,48.7
E01022820,51.3,48.7
E01022818,51.3,48.7
E01022875,51.3,48.7
E01034724,51.3,48.7
E01022850,51.3,48.7
E01022853,51.3,48.7
E01022869,51.3,48.7
E01022909,51.3,48.7
E01023012,51.3,48.7
E01023080,51.3,48.7
E01023084,51.3,48.7
E01023013,51.3,48.7
E01023027,51.3,48.7
E01022988,51.3,48.7
E01023156,51.3,48.7
E01032870,51.3,48.7
E01035452,51.3,48.7
E01023173,51.3,48.7
E01023280,51.3,48.7
E01023256,51.3,48.7
E01023265,51.3,48.7
E01023271,51.3,48.7
E01024033,51.3,48.7
E01023999,51.3,48.7
E01024005,51.3,48.7
E01024016,51.3,48.7
E01024057,51.3,48.7
E01024055,51.3,48.7
E01035274,51.3,48.7
E01024167,51.3,48.7
E01024134,51.3,48.7
E01024245,51.3,48.7
E01024223,51.3,48.7
E01024235,51.3,48.7
E01024193,51.3,48.7
E01024261,51.3,48.7
E01024296,51.3,48.7
E01024312,51.3,48.7
E01024302,51.3,48.7
E01024322,51.3,48.7
E01034994,51.3,48.7
E01024375,51.3,48.7
E01024342,51.3,48.7
E01024463,51.3,48.7
E01024464,51.3,48.7
E01024545,51.3,48.7
E01024516,51.3,48.7
E01033215,51.3,48.7
E01024596,51.3,48.7
E01024576,51.3,48.7
E01024625,51.3,48.7
E01024623,51.3,48.7
E01024715,51.3,48.7
E01024635,51.3,48.7
E01024651,51.3,48.7
E01032830,51.3,48.7
E01024747,51.3,48.7
E01024779,51.3,48.7
E01028429,51.3,48.7
E01028502,51.3,48.7
E01028587,51.3,48.7
E01028575,51.3,48.7
E01028677,51.3,48.7
E01028662,51.3,48.7
E01028689,51.3,48.7
E01028737,51.3,48.7
E01028754,51.3,48.7
E01035757,51.3,48.7
E01028798,51.3,48.7
E01028825,51.3,48.7
E01035762,51.3,48.7
E01028820,51.3,48.7
E01028808,51.3,48.7
E01030363,51.3,48.7
E01030360,51.3,48.7
E01030307,51.3,48.7
E01030408,51.3,48.7
E01030476,51.3,48.7
E01030442,51.3,48.7
E01030489,51.3,48.7
E01030516,51.3,48.7
E01030569,51.3,48.7
E01030599,51.3,48.7
E01030618,51.3,48.7
E01030594,51.3,48.7
E01030570,51.3,48.7
E01030756,51.3,48.7
E01030767,51.3,48.7
E01030769,51.3,48.7
E01030847,51.3,48.7
E01030839,51.3,48.7
E01030812,51.3,48.7
E01030890,51.3,48.7
E01030902,51.3,48.7
E01030894,51.3,48.7
E01030864,51.3,48.7
E01030869,51.3,48.7
E01031362,51.3,48.7
E01031378,51.3,48.7
E01031387,51.3,48.7
E01031426,51.3,48.7
E01031471,51.3,48.7
E01031402,51.3,48.7
E01031514,51.3,48.7
E01031480,51.3,48.7
E01031505,51.3,48.7
E01031489,51.3,48.7
E01031600,51.3,48.7
E01031673,51.3,48.7
E01031652,51.3,48.7
E01035336,51.3,48.7
E01031640,51.3,48.7
E01031660,51.3,48.7
E01031678,51.3,48.7
E01031680,51.3,48.7
E01031712,51.3,48.7
E01014602,51.3,48.7
E01014709,51.3,48.7
E01014513,51.3,48.7
E01014549,51.3,48.7
E01014787,51.3,48.7
E01014738,51.3,48.7
E01014988,51.3,48.7
E01014914,51.3,48.7
E01014983,51.3,48.7
E01014972,51.3,48.7
E01015197,51.3,48.7
E01015200,51.3,48.7
E01015189,51.3,48.7
E01015520,51.3,48.7
E01015555,51.3,48.7
E01015553,51.3,48.7
E01015564,51.3,48.7
E01032703,51.3,48.7
E01018849,51.3,48.7
E01018864,51.3,48.7
E01018881,51.3,48.7
E01034847,51.3,48.7
E01018986,51.3,48.7
E01018998,51.3,48.7
E01019015,51.3,48.7
E01031876,51.3,48.7
E01031847,51.3,48.7
E01031958,51.3,48.7
E01031918,51.3,48.7
E01031982,51.3,48.7
E01032042,51.3,48.7
E01015320,51.3,48.7
E01015325,51.3,48.7
E01015336,51.3,48.7
E01015355,51.3,48.7
E01015272,51.3,48.7
E01020407,51.3,48.7
E01034372,51.3,48.7
E01020440,51.3,48.7
E01020450,51.3,48.7
E01020432,51.3,48.7
E01020472,51.3,48.7
E01020517,51.3,48.7
E01020520,51.3,48.7
E01020525,51.3,48.7
E01020551,51.3,48.7
E01020571,51.3,48.7
E01019924,51.3,48.7
E01020074,51.3,48.7
E01020081,51.3,48.7
E01020072,51.3,48.7
E01020155,51.3,48.7
E01020190,51.3,48.7
E01020273,51.3,48.7
E01020256,51.3,48.7
E01020249,51.3,48.7
E01020295,51.3,48.7
E01022213,51.3,48.7
E01034794,51.3,48.7
E01022338,51.3,48.7
E01022402,51.3,48.7
E01022428,51.3,48.7
E01022432,51.3,48.7
E01029060,51.3,48.7
E01029018,51.3,48.7
E01029040,51.3,48.7
E01035113,51.3,48.7
E01029101,51.3,48.7
E01029238,51.3,48.7
E01029192,51.3,48.7
E01029172,51.3,48.7
E01029170,51.3,48.7
E01029306,51.3,48.7
E01011980,51.2,48.8
E01011961,51.2,48.8
E01012012,51.2,48.8
E01012067,51.2,48.8
E01033471,51.2,48.8
E01012165,51.2,48.8
E01012124,51.2,48.8
E01012182,51.2,48.8
E01012296,51.2,48.8
E01012256,51.2,48.8
E01012268,51.2,48.8
E01012253,51.2,48.8
E01012309,51.2,48.8
E01012338,51.2,48.8
E01020611,51.2,48.8
E01020719,51.2,48.8
E01020726,51.2,48.8
E01020683,51.2,48.8
E01020723,51.2,48.8
E01020694,51.2,48.8
E01020743,51.2,48.8
E01020828,51.2,48.8
E01020906,51.2,48.8
E01027379,51.2,48.8
E01027431,51.2,48.8
E01027434,51.2,48.8
E01027449,51.2,48.8
E01027544,51.2,48.8
E01008346,51.2,48.8
E01008347,51.2,48.8
E01008517,51.2,48.8
E01008487,51.2,48.8
E01008466,51.2,48.8
E01008483,51.2,48.8
E01008571,51.2,48.8
E01008669,51.2,48.8
E01008645,51.2,48.8
E01008784,51.2,48.8
E01008861,51.2,48.8
E01008803,51.2,48.8
E01008246,51.2,48.8
E01008178,51.2,48.8
E01008179,51.2,48.8
E01008175,51.2,48.8
E01012377,51.2,48.8
E01012384,51.2,48.8
E01035383,51.2,48.8
E01012534,51.2,48.8
E01012511,51.2,48.8
E01012503,51.2,48.8
E01012634,51.2,48.8
E01012577,51.2,48.8
E01012642,51.2,48.8
E01012610,51.2,48.8
E01012601,51.2,48.8
E01012620,51.2,48.8
E01012590,51.2,48.8
E01012615,51.2,48.8
E01012592,51.2,48.8
E01018424,51.2,48.8
E01018422,51.2,48.8
E01018401,51.2,48.8
E01018410,51.2,48.8
E01018429,51.2,48.8
E01018460,51.2,48.8
E01018484,51.2,48.8
E01018585,51.2,48.8
E01018577,51.2,48.8
E01018336,51.2,48.8
E01018379,51.2,48.8
E01018370,51.2,48.8
E01018372,51.2,48.8
E01018570,51.2,48.8
E01018544,51.2,48.8
E01018690,51.2,48.8
E01018705,51.2,48.8
E01018728,51.2,48.8
E01018680,51.2,48.8
E01018723,51.2,48.8
E01019255,51.2,48.8
E01019224,51.2,48.8
E01019296,51.2,48.8
E01019321,51.2,48.8
E01019346,51.2,48.8
E01019368,51.2,48.8
E01034079,51.2,48.8
E01019385,51.2,48.8
E01019377,51.2,48.8
E01019378,51.2,48.8
E01019391,51.2,48.8
E01024897,51.2,48.8
E01024911,51.2,48.8
E01024873,51.2,48.8
E01024921,51.2,48.8
E01024931,51.2,48.8
E01024944,51.2,48.8
E01025064,51.2,48.8
E01025085,51.2,48.8
E01025108,51.2,48.8
E01025128,51.2,48.8
E01025114,51.2,48.8
E01025146,51.2,48.8
E01025205,51.2,48.8
E01025206,51.2,48.8
E01025208,51.2,48.8
E01025311,51.2,48.8
E01025298,51.2,48.8
E01025358,51.2,48.8
E01025384,51.2,48.8
E01025400,51.2,48.8
E01025437,51.2,48.8
E01025469,51.2,48.8
E01025525,51.2,48.8
E01025580,51.2,48.8
E01025548,51.2,48.8
E01025572,51.2,48.8
E01025550,51.2,48.8
E01025596,51.2,48.8
E01004785,51.2,48.8
E01004883,51.2,48.8
E01004922,51.2,48.8
E01004822,51.2,48.8
E01004839,51.2,48.8
E01004896,51.2,48.8
E01005017,51.2,48.8
E01005048,51.2,48.8
E01004949,51.2,48.8
E01004992,51.2,48.8
E01004995,51.2,48.8
E01004975,51.2,48.8
E01005207,51.2,48.8
E01005227,51.2,48.8
E01034117,51.2,48.8
E01005187,51.2,48.8
E01005244,51.2,48.8
E01034128,51.2,48.8
E01005154,51.2,48.8
E01005120,51.2,48.8
E01005216,51.2,48.8
E01005171,51.2,48.8
E01005112,51.2,48.8
E01005291,51.2,48.8
E01005199,51.2,48.8
E01005358,51.2,48.8
E01005441,51.2,48.8
E01005400,51.2,48.8
E01005518,51.2,48.8
E01005493,51.2,48.8
E01005573,51.2,48.8
E01005480,51.2,48.8
E01005510,51.2,48.8
E01005701,51.2,48.8
E01005621,51.2,48.8
E01005861,51.2,48.8
E01005788,51.2,48.8
E01005845,51.2,48.8
E01005907,51.2,48.8
E01005847,51.2,48.8
E01006055,51.2,48.8
E01006062,51.2,48.8
E01005960,51.2,48.8
E01006067,51.2,48.8
E01006004,51.2,48.8
E01006012,51.2,48.8
E01006033,51.2,48.8
E01005986,51.2,48.8
E01006115,51.2,48.8
E01006123,51.2,48.8
E01006120,51.2,48.8
E01006171,51.2,48.8
E01006205,51.2,48.8
E01006089,51.2,48.8
E01006255,51.2,48.8
E01006372,51.2,48.8
E01006361,51.2,48.8
E01006276,51.2,48.8
E01006365,51.2,48.8
E01006505,51.2,48.8
E01006729,51.2,48.8
E01006609,51.2,48.8
E01006570,51.2,48.8
E01006691,51.2,48.8
E01006794,51.2,48.8
E01006917,51.2,48.8
E01006822,51.2,48.8
E01006864,51.2,48.8
E01007030,51.2,48.8
E01006947,51.2,48.8
E01006925,51.2,48.8
E01006922,51.2,48.8
E01006959,51.2,48.8
E01007234,51.2,48.8
E01007314,51.2,48.8
E01007277,51.2,48.8
E01007121,51.2,48.8
E01007224,51.2,48.8
E01007239,51.2,48.8
E01007115,51.2,48.8
E01007183,51.2,48.8
E01012900,51.2,48.8
E01034754,51.2,48.8
E01012956,51.2,48.8
E01013008,51.2,48.8
E01013106,51.2,48.8
E01013150,51.2,48.8
E01013128,51.2,48.8
E01013152,51.2,48.8
E01013247,51.2,48.8
E01013299,51.2,48.8
E01035481,51.2,48.8
E01013261,51.2,48.8
E01033297,51.2,48.8
E01013413,51.2,48.8
E01013342,51.2,48.8
E01027579,51.2,48.8
E01027582,51.2,48.8
E01027612,51.2,48.8
E01027713,51.2,48.8
E01027641,51.2,48.8
E01027738,51.2,48.8
E01027741,51.2,48.8
E01027740,51.2,48.8
E01027680,51.2,48.8
E01027717,51.2,48.8
E01027769,51.2,48.8
E01027745,51.2,48.8
E01027836,51.2,48.8
E01027843,51.2,48.8
E01027819,51.2,48.8
E01027815,51.2,48.8
E01027833,51.2,48.8
E01027920,51.2,48.8
E01034981,51.2,48.8
E01027893,51.2,48.8
E01007387,51.2,48.8
E01007419,51.2,48.8
E01007423,51.2,48.8
E01007424,51.2,48.8
E01007506,51.2,48.8
E01007566,51.2,48.8
E01007573,51.2,48.8
E01007574,51.2,48.8
E01007798,51.2,48.8
E01007780,51.2,48.8
E01007781,51.2,48.8
E01007737,51.2,48.8
E01007738,51.2,48.8
E01007668,51.2,48.8
E01007687,51.2,48.8
E01008149,51.2,48.8
E01007854,51.2,48.8
E01008130,51.2,48.8
E01007864,51.2,48.8
E01007936,51.2,48.8
E01007966,51.2,48.8
E01007975,51.2,48.8
E01008099,51.2,48.8
E01007933,51.2,48.8
E01008080,51.2,48.8
E01007922,51.2,48.8
E01010582,51.2,48.8
E01010590,51.2,48.8
E01010801,51.2,48.8
E01010618,51.2,48.8
E01010815,51.2,48.8
E01010851,51.2,48.8
E01010865,51.2,48.8
E01010910,51.2,48.8
E01010969,51.2,48.8
E01010990,51.2,48.8
E01010984,51.2,48.8
E01011161,51.2,48.8
E01011156,51.2,48.8
E01011134,51.2,48.8
E01011214,51.2,48.8
E01011231,51.2,48.8
E01011072,51.2,48.8
E01011198,51.2,48.8
E01011264,51.2,48.8
E01011278,51.2,48.8
E01032502,51.2,48.8
E01011416,51.2,48.8
E01011621,51.2,48.8
E01011729,51.2,48.8
E01011732,51.2,48.8
E01032497,51.2,48.8
E01011690,51.2,48.8
E01011879,51.2,48.8
E01011891,51.2,48.8
E01011909,51.2,48.8
E01011765,51.2,48.8
E01011939,51.2,48.8
E01011948,51.2,48.8
E01013574,51.2,48.8
E01013454,51.2,48.8
E01013471,51.2,48.8
E01013519,51.2,48.8
E01013728,51.2,48.8
E01013663,51.2,48.8
E01013643,51.2,48.8
E01013609,51.2,48.8
E01013809,51.2,48.8
E01026970,51.2,48.8
E01027050,51.2,48.8
E01035408,51.2,48.8
E01027051,51.2,48.8
E01027072,51.2,48.8
E01027083,51.2,48.8
E01032966,51.2,48.8
E01035399,51.2,48.8
E01026989,51.2,48.8
E01027013,51.2,48.8
E01027025,51.2,48.8
E01027179,51.2,48.8
E01027203,51.2,48.8
E01032982,51.2,48.8
E01032985,51.2,48.8
E01027303,51.2,48.8
E01027298,51.2,48.8
E01027299,51.2,48.8
E01035426,51.2,48.8
E01019485,51.2,48.8
E01019565,51.2,48.8
E01019549,51.2,48.8
E01019551,51.2,48.8
E01019539,51.2,48.8
E01019587,51.2,48.8
E01019594,51.2,48.8
E01019671,51.2,48.8
E01019695,51.2,48.8
E01019709,51.2,48.8
E01019743,51.2,48.8
E01019770,51.2,48.8
E01019808,51.2,48.8
E01025611,51.2,48.8
E01025616,51.2,48.8
E01025664,51.2,48.8
E01025697,51.2,48.8
E01025715,51.2,48.8
E01025732,51.2,48.8
E01025759,51.2,48.8
E01025766,51.2,48.8
E01025772,51.2,48.8
E01025876,51.2,48.8
E01025840,51.2,48.8
E01025841,51.2,48.8
E01025831,51.2,48.8
E01025888,51.2,48.8
E01025966,51.2,48.8
E01026010,51.2,48.8
E01026061,51.2,48.8
E01026108,51.2,48.8
E01026081,51.2,48.8
E01026064,51.2,48.8
E01026195,51.2,48.8
E01026266,51.2,48.8
E01026269,51.2,48.8
E01026239,51.2,48.8
E01026314,51.2,48.8
E01026310,51.2,48.8
E01026319,51.2,48.8
E01026334,51.2,48.8
E01026415,51.2,48.8
E01027994,51.2,48.8
E01027936,51.2,48.8
E01027999,51.2,48.8
E01028023,51.2,48.8
E01028029,51.2,48.8
E01028115,51.2,48.8
E01028134,51.2,48.8
E01028076,51.2,48.8
E01028078,51.2,48.8
E01028096,51.2,48.8
E01028167,51.2,48.8
E01028215,51.2,48.8
E01028195,51.2,48.8
E01028172,51.2,48.8
E01028169,51.2,48.8
E01028191,51.2,48.8
E01028252,51.2,48.8
E01028262,51.2,48.8
E01028307,51.2,48.8
E01028289,51.2,48.8
E01028395,51.2,48.8
E01028415,51.2,48.8
E01014055,51.2,48.8
E01014039,51.2,48.8
E01014172,51.2,48.8
E01014181,51.2,48.8
E01014157,51.2,48.8
E01035078,51.2,48.8
E01035079,51.2,48.8
E01014262,51.2,48.8
E01014311,51.2,48.8
E01028856,51.2,48.8
E01028886,51.2,48.8
E01028971,51.2,48.8
E01028953,51.2,48.8
E01028954,51.2,48.8
E01029370,51.2,48.8
E01029402,51.2,48.8
E01029345,51.2,48.8
E01029354,51.2,48.8
E01029393,51.2,48.8
E01029376,51.2,48.8
E01029367,51.2,48.8
E01029462,51.2,48.8
E01029412,51.2,48.8
E01029440,51.2,48.8
E01029509,51.2,48.8
E01029493,51.2,48.8
E01029587,51.2,48.8
E01029542,51.2,48.8
E01029543,51.2,48.8
E01029558,51.2,48.8
E01029568,51.2,48.8
E01029553,51.2,48.8
E01029571,51.2,48.8
E01029658,51.2,48.8
E01029815,51.2,48.8
E01029786,51.2,48.8
E01029851,51.2,48.8
E01031012,51.2,48.8
E01031034,51.2,48.8
E01031005,51.2,48.8
E01031057,51.2,48.8
E01031152,51.2,48.8
E01031228,51.2,48.8
E01035034,51.2,48.8
E01031280,51.2,48.8
E01031288,51.2,48.8
E01031312,51.2,48.8
E01031331,51.2,48.8
E01032188,51.2,48.8
E01032203,51.2,48.8
E01032279,51.2,48.8
E01032301,51.2,48.8
E01032333,51.2,48.8
E01032323,51.2,48.8
E01032345,51.2,48.8
E01009424,51.2,48.8
E01009438,51.2,48.8
E01009227,51.2,48.8
E01009228,51.2,48.8
E01009096,51.2,48.8
E01009252,51.2,48.8
E01009072,51.2,48.8
E01009253,51.2,48.8
E01009288,51.2,48.8
E01009496,51.2,48.8
E01008938,51.2,48.8
E01009208,51.2,48.8
E01009108,51.2,48.8
E01009118,51.2,48.8
E01009564,51.2,48.8
E01009659,51.2,48.8
E01009648,51.2,48.8
E01009758,51.2,48.8
E01009900,51.2,48.8
E01009876,51.2,48.8
E01009914,51.2,48.8
E01009744,51.2,48.8
E01009864,51.2,48.8
E01009793,51.2,48.8
E01009848,51.2,48.8
E01009849,51.2,48.8
E01010099,51.2,48.8
E01010043,51.2,48.8
E01010051,51.2,48.8
E01009923,51.2,48.8
E01010001,51.2,48.8
E01009949,51.2,48.8
E01032592,51.2,48.8
E01010124,51.2,48.8
E01010141,51.2,48.8
E01010205,51.2,48.8
E01010168,51.2,48.8
E01010220,51.2,48.8
E01010304,51.2,48.8
E01010353,51.2,48.8
E01032888,51.2,48.8
E01010378,51.2,48.8
E01010262,51.2,48.8
E01010434,51.2,48.8
E01010498,51.2,48.8
E01010560,51.2,48.8
E01010479,51.2,48.8
E01010510,51.2,48.8
E01010417,51.2,48.8
E01010449,51.2,48.8
E01010536,51.2,48.8
E01015636,51.2,48.8
E01015617,51.2,48.8
E01015863,51.2,48.8
E01015866,51.2,48.8
E01015890,51.2,48.8
E01016000,51.2,48.8
E01015964,51.2,48.8
E01017457,51.2,48.8
E01017553,51.2,48.8
E01017426,51.2,48.8
E01017427,51.2,48.8
E01033810,51.2,48.8
E01017421,51.2,48.8
E01033190,51.2,48.8
E01017407,51.2,48.8
E01017952,51.2,48.8
E01035527,51.2,48.8
E01018039,51.2,48.8
E01032611,51.2,48.8
E01018097,51.2,48.8
E01018065,51.2,48.8
E01018217,51.2,48.8
E01018156,51.2,48.8
E01018192,51.2,48.8
E01018207,51.2,48.8
E01018173,51.2,48.8
E01018307,51.2,48.8
E01033120,51.2,48.8
E01018231,51.2,48.8
E01018265,51.2,48.8
E01035561,51.2,48.8
E01021256,51.2,48.8
E01021277,51.2,48.8
E01021366,51.2,48.8
E01021377,51.2,48.8
E01021396,51.2,48.8
E01034359,51.2,48.8
E01021519,51.2,48.8
E01021492,51.2,48.8
E01021499,51.2,48.8
E01021545,51.2,48.8
E01021566,51.2,48.8
E01021698,51.2,48.8
E01021675,51.2,48.8
E01021739,51.2,48.8
E01021723,51.2,48.8
E01021754,51.2,48.8
E01021760,51.2,48.8
E01021812,51.2,48.8
E01021766,51.2,48.8
E01021854,51.2,48.8
E01021821,51.2,48.8
E01021964,51.2,48.8
E01033056,51.2,48.8
E01023331,51.2,48.8
E01023344,51.2,48.8
E01023352,51.2,48.8
E01023564,51.2,48.8
E01023565,51.2,48.8
E01023601,51.2,48.8
E01023609,51.2,48.8
E01023854,51.2,48.8
E01023815,51.2,48.8
E01023870,51.2,48.8
E01023883,51.2,48.8
E01026483,51.2,48.8
E01035134,51.2,48.8
E01026566,51.2,48.8
E01026526,51.2,48.8
E01026554,51.2,48.8
E01026558,51.2,48.8
E01026571,51.2,48.8
E01026573,51.2,48.8
E01026605,51.2,48.8
E01026637,51.2,48.8
E01026634,51.2,48.8
E01026582,51.2,48.8
E01026630,51.2,48.8
E01026683,51.2,48.8
E01026647,51.2,48.8
E01026664,51.2,48.8
E01026722,51.2,48.8
E01026733,51.2,48.8
E01026784,51.2,48.8
E01026794,51.2,48.8
E01026908,51.2,48.8
E01026875,51.2,48.8
E01035147,51.2,48.8
E01035148,51.2,48.8
E01034570,51.2,48.8
E01030045,51.2,48.8
E01023674,51.2,48.8
E01023966,51.2,48.8
E01023959,51.2,48.8
E01023929,51.2,48.8
E01023442,51.2,48.8
E01023497,51.2,48.8
E01023516,51.2,48.8
E01023476,51.2,48.8
E01023477,51.2,48.8
E01023792,51.2,48.8
E01023794,51.2,48.8
E01030154,51.2,48.8
E01030180,51.2,48.8
E01030265,51.2,48.8
E01030269,51.2,48.8
E01030238,51.2,48.8
E01034565,51.2,48.8
E01030104,51.2,48.8
E01029949,51.2,48.8
E01000101,51.2,48.8
E01000084,51.2,48.8
E01000103,51.2,48.8
E01032580,51.2,48.8
E01000291,51.2,48.8
E01000171,51.2,48.8
E01033923,51.2,48.8
E01000443,51.2,48.8
E01000339,51.2,48.8
E01000382,51.2,48.8
E01000592,51.2,48.8
E01000511,51.2,48.8
E01000534,51.2,48.8
E01000645,51.2,48.8
E01000702,51.2,48.8
E01000797,51.2,48.8
E01000809,51.2,48.8
E01000811,51.2,48.8
E01000815,51.2,48.8
E01000766,51.2,48.8
E01000841,51.2,48.8
E01000894,51.2,48.8
E01000888,51.2,48.8
E01000867,51.2,48.8
E01001006,51.2,48.8
E01001125,51.2,48.8
E01001119,51.2,48.8
E01001022,51.2,48.8
E01001326,51.2,48.8
E01001328,51.2,48.8
E01001331,51.2,48.8
E01001264,51.2,48.8
E01001227,51.2,48.8
E01001235,51.2,48.8
E01033744,51.2,48.8
E01001700,51.2,48.8
E01001704,51.2,48.8
E01001588,51.2,48.8
E01001602,51.2,48.8
E01001847,51.2,48.8
E01001751,51.2,48.8
E01002031,51.2,48.8
E01002085,51.2,48.8
E01002140,51.2,48.8
E01002179,51.2,48.8
E01002162,51.2,48.8
E01002191,51.2,48.8
E01002194,51.2,48.8
E01002210,51.2,48.8
E01002309,51.2,48.8
E01002251,51.2,48.8
E01002253,51.2,48.8
E01002386,51.2,48.8
E01002474,51.2,48.8
E01002535,51.2,48.8
E01002514,51.2,48.8
E01002424,51.2,48.8
E01002392,51.2,48.8
E01002505,51.2,48.8
E01002570,51.2,48.8
E01002686,51.2,48.8
E01002603,51.2,48.8
E01002610,51.2,48.8
E01002811,51.2,48.8
E01002788,51.2,48.8
E01002801,51.2,48.8
E01002959,51.2,48.8
E01002961,51.2,48.8
E01002981,51.2,48.8
E01002976,51.2,48.8
E01003019,51.2,48.8
E01003030,51.2,48.8
E01003178,51.2,48.8
E01003162,51.2,48.8
E01003169,51.2,48.8
E01003305,51.2,48.8
E01003339,51.2,48.8
E01003292,51.2,48.8
E01003360,51.2,48.8
E01003435,51.2,48.8
E01003438,51.2,48.8
E01003630,51.2,48.8
E01003512,51.2,48.8
E01003515,51.2,48.8
E01003722,51.2,48.8
E01003654,51.2,48.8
E01003648,51.2,48.8
E01003770,51.2,48.8
E01003738,51.2,48.8
E01003798,51.2,48.8
E01003875,51.2,48.8
E01003896,51.2,48.8
E01003958,51.2,48.8
E01004082,51.2,48.8
E01004315,51.2,48.8
E01004237,51.2,48.8
E01032786,51.2,48.8
E01035678,51.2,48.8
E01004357,51.2,48.8
E01004347,51.2,48.8
E01004426,51.2,48.8
E01004512,51.2,48.8
E01004573,51.2,48.8
E01016133,51.2,48.8
E01016117,51.2,48.8
E01016127,51.2,48.8
E01016085,51.2,48.8
E01016058,51.2,48.8
E01016190,51.2,48.8
E01016191,51.2,48.8
E01016198,51.2,48.8
E01016259,51.2,48.8
E01016337,51.2,48.8
E01016410,51.2,48.8
E01016375,51.2,48.8
E01016373,51.2,48.8
E01016391,51.2,48.8
E01016452,51.2,48.8
E01016444,51.2,48.8
E01032732,51.2,48.8
E01016615,51.2,48.8
E01016628,51.2,48.8
E01016644,51.2,48.8
E01035264,51.2,48.8
E01035267,51.2,48.8
E01016640,51.2,48.8
E01016799,51.2,48.8
E01016759,51.2,48.8
E01034446,51.2,48.8
E01016838,51.2,48.8
E01034450,51.2,48.8
E01016846,51.2,48.8
E01016844,51.2,48.8
E01034452,51.2,48.8
E01016753,51.2,48.8
E01034466,51.2,48.8
E01016996,51.2,48.8
E01017007,51.2,48.8
E01017050,51.2,48.8
E01017020,51.2,48.8
E01017078,51.2,48.8
E01017265,51.2,48.8
E01017272,51.2,48.8
E01017252,51.2,48.8
E01017204,51.2,48.8
E01017206,51.2,48.8
E01017221,51.2,48.8
E01033958,51.2,48.8
E01017701,51.2,48.8
E01032962,51.2,48.8
E01017635,51.2,48.8
E01017760,51.2,48.8
E01017756,51.2,48.8
E01017833,51.2,48.8
E01017930,51.2,48.8
E01017888,51.2,48.8
E01033970,51.2,48.8
E01017901,51.2,48.8
E01017845,51.2,48.8
E01017864,51.2,48.8
E01017849,51.2,48.8
E01021034,51.2,48.8
E01021028,51.2,48.8
E01021049,51.2,48.8
E01021138,51.2,48.8
E01021154,51.2,48.8
E01021170,51.2,48.8
E01022570,51.2,48.8
E01022550,51.2,48.8
E01022478,51.2,48.8
E01022479,51.2,48.8
E01022535,51.2,48.8
E01022597,51.2,48.8
E01022613,51.2,48.8
E01022662,51.2,48.8
E01022670,51.2,48.8
E01022763,51.2,48.8
E01022833,51.2,48.8
E01022874,51.2,48.8
E01022922,51.2,48.8
E01022973,51.2,48.8
E01022949,51.2,48.8
E01022956,51.2,48.8
E01023009,51.2,48.8
E01023026,51.2,48.8
E01023060,51.2,48.8
E01023106,51.2,48.8
E01023132,51.2,48.8
E01034729,51.2,48.8
E01023160,51.2,48.8
E01023242,51.2,48.8
E01023235,51.2,48.8
E01032815,51.2,48.8
E01024022,51.2,48.8
E01024064,51.2,48.8
E01024067,51.2,48.8
E01024127,51.2,48.8
E01035270,51.2,48.8
E01035278,51.2,48.8
E01035281,51.2,48.8
E01024172,51.2,48.8
E01024248,51.2,48.8
E01024300,51.2,48.8
E01024330,51.2,48.8
E01024336,51.2,48.8
E01024331,51.2,48.8
E01024402,51.2,48.8
E01024391,51.2,48.8
E01024376,51.2,48.8
E01024380,51.2,48.8
E01024407,51.2,48.8
E01024474,51.2,48.8
