LSOA code,1 car or van in household,2 cars or vans in household,3 or more cars or vans in household,No cars or vans in household
E01014808,43.80305603,33.10696095,13.07300509,10.01697793
E01014809,45.65217391,25.51487414,6.979405034,21.85354691
E01014811,41.76100629,21.13207547,9.685534591,27.42138365
E01014812,45.52129222,28.63436123,9.104258443,16.74008811
E01014813,39.7574124,31.53638814,13.07277628,15.63342318
E01014815,40.90909091,26.76767677,9.764309764,22.55892256
E01014816,37.83359498,34.22291994,14.28571429,13.6577708
E01014817,41.95804196,28.25174825,13.00699301,16.78321678
E01014818,36.96808511,36.83510638,19.41489362,6.781914894
E01014819,43.97260274,31.78082192,12.60273973,11.64383562
E01014820,43.31034483,21.37931034,8,27.31034483
E01014821,46.95121951,33.53658537,10.97560976,8.536585366
E01014822,32.45778612,45.40337711,16.88555347,5.253283302
E01014823,30.04032258,45.76612903,14.31451613,9.879032258
E01014824,39.37007874,36.69291339,13.54330709,10.39370079
E01014825,36.90721649,39.3814433,14.84536082,8.865979381
E01014826,46.03174603,33.01587302,12.85714286,8.095238095
E01014827,46.6442953,25,8.389261745,19.96644295
E01014828,42.85714286,21.26245847,6.312292359,29.56810631
E01014829,45.50561798,18.87640449,5.056179775,30.56179775
E01014830,48.18731118,21.60120846,7.099697885,23.11178248
E01014831,35.44093178,13.81031614,3.327787022,47.42096506
E01014832,37.73006135,16.56441718,6.595092025,39.11042945
E01014833,39.23664122,13.58778626,6.259541985,40.91603053
E01014834,46.25407166,21.00977199,7.491856678,25.24429967
E01014835,44.84240688,19.05444126,6.017191977,30.08595989
E01014836,43.35877863,26.10687023,7.786259542,22.7480916
E01014838,46.07679466,31.21869783,11.51919866,11.18530885
E01014839,42.76827372,35.45878694,10.41990669,11.35303266
E01014840,49.09688013,25.45155993,8.538587849,16.91297209
E01014841,52.22437137,18.37524178,4.352030948,25.0483559
E01014842,47.70642202,15.02293578,4.587155963,32.68348624
E01014843,48.30769231,23.84615385,9.692307692,18.15384615
E01014844,38.73978996,12.48541424,2.567094516,46.20770128
E01014845,46.23115578,30.48576214,11.39028476,11.89279732
E01014846,47.10365854,25.6097561,10.51829268,16.76829268
E01014847,27.65957447,40.9929078,26.38297872,4.964539007
E01014848,29.28571429,42.14285714,23.92857143,4.642857143
E01014849,39.36305732,41.14649682,13.50318471,5.987261146
E01014850,34.11488863,43.61078546,13.71629543,8.558030481
E01014851,45.61243144,34.55210238,8.500914077,11.3345521
E01014852,24.92063492,46.50793651,22.6984127,5.873015873
E01014853,39.13043478,37.41765481,14.75625823,8.695652174
E01014854,31.04631218,36.53516295,27.44425386,4.974271012
E01014855,34.94176373,40.76539101,17.80366057,6.489184692
E01014856,33.37104072,42.87330317,13.57466063,10.18099548
E01014857,44.44444444,30.27375201,14.49275362,10.78904992
E01014858,40.43715847,35.24590164,19.26229508,5.054644809
E01014859,42.08144796,32.12669683,13.42383107,12.36802413
E01014860,41.53605016,31.50470219,13.32288401,13.63636364
E01014861,37.53910323,35.34932221,18.45672576,8.654848801
E01014862,30.52064632,44.07540395,20.82585278,4.578096948
E01014863,38.27534039,36.91376702,14.06959153,10.74130106
E01014864,34.19452888,41.18541033,17.62917933,6.990881459
E01014865,38.08988764,35.73033708,17.19101124,8.988764045
E01014866,32.60869565,45.34161491,14.9068323,7.142857143
E01014867,38.96103896,30.6122449,19.10946197,11.31725417
E01014869,39.35860058,37.31778426,16.90962099,6.413994169
E01014870,28.74806801,38.17619784,26.73879444,6.336939722
E01014871,33.58925144,36.66026871,18.61804223,11.13243762
E01014872,49.05385735,31.73216885,9.024745269,10.18922853
E01014873,38.66906475,40.64748201,16.54676259,4.136690647
E01014874,42.04355109,35.34338358,12.39530988,10.21775544
E01014875,49.93597951,28.80921895,7.042253521,14.21254802
E01014876,49.93197279,31.83673469,9.115646259,9.115646259
E01014877,38.75838926,42.95302013,11.91275168,6.375838926
E01014878,43.36075206,37.01527615,12.10340776,7.520564042
E01014879,46.15384615,30.37135279,12.20159151,11.27320955
E01014880,44.12903226,33.93548387,9.935483871,12
E01014881,38.89674682,39.88684583,14.14427157,7.072135785
E01014882,47.16981132,30.54245283,7.193396226,15.09433962
E01014883,46.72897196,33.8317757,11.02803738,8.411214953
E01014884,30.35714286,39.93506494,25.48701299,4.220779221
E01014885,29.25764192,47.81659389,18.88646288,4.03930131
E01014886,41.49577805,26.65862485,12.06272618,19.78287093
E01014887,36.8852459,41.80327869,14.91803279,6.393442623
E01014888,40.39580908,32.47962747,12.10710128,15.01746217
E01014889,42.68707483,35.71428571,14.45578231,7.142857143
E01014890,26.48774796,45.74095683,22.63710618,5.134189032
E01014891,31.75287356,37.35632184,24.56896552,6.32183908
E01014892,39.86577181,32.61744966,9.127516779,18.38926174
E01014893,42.72,37.76,10.72,8.8
E01014894,44.05737705,35.6557377,14.13934426,6.147540984
E01014895,39.58333333,39.20454545,13.06818182,8.143939394
E01014896,36.61087866,40.79497908,16.10878661,6.485355649
E01014897,32.1192053,40.23178808,18.37748344,9.271523179
E01014898,39.0438247,32.80212483,12.48339973,15.67065073
E01014899,43.00791557,28.36411609,7.915567282,20.71240106
E01014900,40.81632653,28.4144427,11.61695447,19.1522763
E01014901,35.11450382,44.88549618,14.35114504,5.648854962
E01014902,34.65160075,40.86629002,17.13747646,7.344632768
E01014903,40.18838305,34.22291994,15.07064364,10.51805338
E01014904,42.54658385,24.53416149,8.850931677,24.06832298
E01014905,41.66666667,28.7202381,13.0952381,16.51785714
E01014906,38.86075949,17.08860759,6.582278481,37.46835443
E01014907,43.07228916,21.8373494,10.54216867,24.54819277
E01014908,42.65486726,30.97345133,14.33628319,12.03539823
E01014909,43.42762063,24.12645591,12.14642263,20.29950083
E01014910,43.39908953,25.64491654,10.47040971,20.48558422
E01014911,29.51388889,43.22916667,21.70138889,5.555555556
E01014912,29.55465587,44.80431849,18.48852901,7.152496626
E01014913,33.63499246,44.49472097,16.89291101,4.977375566
E01014914,40.42303173,34.43008226,14.57109283,10.57579318
E01014915,39.88603989,26.92307692,12.39316239,20.7977208
E01014916,40.48991354,30.69164265,10.23054755,18.58789625
E01014917,39.50073421,34.94860499,13.21585903,12.33480176
E01014918,40.33742331,31.44171779,15.95092025,12.26993865
E01014919,37.03703704,36.85185185,14.25925926,11.85185185
E01014920,34.32574431,38.70402802,16.11208406,10.85814361
E01014921,38.03418803,34.9002849,17.09401709,9.971509972
E01014922,38.47549909,36.84210526,15.24500907,9.43738657
E01014923,47.12460064,25.71884984,8.785942492,18.37060703
E01014924,50.24752475,21.41089109,7.425742574,20.91584158
E01014925,39.25686591,32.47172859,12.27786753,15.99353796
E01014926,39.79591837,23.90670554,12.09912536,24.19825073
E01014927,48.71220605,20.04479283,6.830907055,24.41209406
E01014928,44.97607656,25.03987241,11.48325359,18.50079745
E01014929,30.6768559,36.02620087,27.72925764,5.56768559
E01014930,28.97657213,43.77311961,23.05795314,4.192355117
E01014931,39.33054393,32.91492329,13.94700139,13.80753138
E01014932,43.76693767,34.14634146,10.8401084,11.24661247
E01014933,41.63934426,34.75409836,15.90163934,7.704918033
E01014934,35.53398058,40.38834951,17.08737864,6.990291262
E01014935,45.96273292,32.45341615,10.2484472,11.33540373
E01014936,37.52244165,39.85637343,14.54219031,8.078994614
E01014937,41.5896488,35.67467652,14.04805915,8.687615527
E01014938,36.16692427,38.17619784,15.91962906,9.737248841
E01014939,45.2,31.2,11.8,11.8
E01014940,35.40856031,38.91050584,20.62256809,5.058365759
E01014941,40.55299539,28.87864823,11.05990783,19.50844854
E01014942,42.1630094,25.86206897,12.85266458,19.12225705
E01014943,47.6010101,35.35353535,10.98484848,6.060606061
E01014944,36.02305476,41.21037464,17.72334294,5.043227666
E01014945,39.36781609,35.05747126,13.64942529,11.92528736
E01014946,39.22829582,30.7073955,10.93247588,19.1318328
E01014947,41.21405751,31.78913738,15.49520767,11.50159744
E01014948,45.7106274,19.46222791,5.121638924,29.70550576
E01014950,43.17460317,29.52380952,13.17460317,14.12698413
E01014951,45.93698176,26.3681592,6.633499171,21.06135987
E01014953,31.03448276,40.02463054,22.78325123,6.157635468
E01014954,47.81341108,30.02915452,12.97376093,9.183673469
E01014955,36.39575972,42.04946996,13.42756184,8.127208481
E01014956,39.78159126,34.94539782,13.41653666,11.85647426
E01014957,44.28857715,33.66733467,13.0260521,9.018036072
E01014958,43.66197183,26.35814889,10.46277666,19.51710262
E01014959,36.80297398,37.73234201,14.31226766,11.15241636
E01014960,39.80028531,30.2425107,13.98002853,15.97717546
E01014961,37.51937984,29.76744186,12.09302326,20.62015504
E01014962,25.69343066,38.83211679,31.67883212,3.795620438
E01014963,30.35714286,41.58163265,21.93877551,6.12244898
E01014964,34.86646884,44.21364985,14.09495549,6.824925816
E01014965,36.15635179,36.97068404,17.1009772,9.771986971
E01014967,40.58679707,39.24205379,14.05867971,6.112469438
E01014968,41.94373402,25.57544757,8.184143223,24.29667519
E01014969,38.30455259,38.14756672,15.54160126,8.006279435
E01014972,35.43417367,33.7535014,19.74789916,11.06442577
E01014973,45.76271186,25.42372881,9.244992296,19.56856703
E01014974,42.78215223,27.69028871,8.398950131,21.12860892
E01014975,47.70408163,22.70408163,6.760204082,22.83163265
E01014976,45.34313725,23.65196078,7.107843137,23.89705882
E01014977,45.64606742,13.20224719,3.370786517,37.78089888
E01014978,41.4507772,38.51468048,12.26252159,7.772020725
E01014979,47.03196347,30.2891933,9.741248097,12.93759513
E01014980,40.78740157,38.58267717,13.07086614,7.559055118
E01014982,48.32535885,30.3030303,9.250398724,12.12121212
E01014983,48.4423676,25.70093458,8.878504673,16.97819315
E01014984,40.25974026,32.30519481,14.44805195,12.98701299
E01014985,43.82911392,36.39240506,11.07594937,8.702531646
E01014986,39.60948396,30.12552301,12.27336123,17.9916318
E01014987,37.98530955,45.96012592,10.38824764,5.666316894
E01014988,37.90087464,40.81632653,14.57725948,6.705539359
E01014989,30.59895833,46.35416667,17.44791667,5.598958333
E01014990,40.37267081,36.95652174,12.57763975,10.0931677
E01014991,41.86952288,23.17429406,8.47127556,26.4849075
E01014992,38.03786575,40.27538726,13.94148021,7.745266781
E01014993,31.75572519,41.22137405,22.29007634,4.732824427
E01014994,35.86550436,33.25031133,21.41967621,9.464508095
E01014995,34.00286944,41.60688666,16.64275466,7.74748924
E01014996,38.81401617,40.29649596,11.85983827,9.029649596
E01014998,41.43302181,31.77570093,12.30529595,14.48598131
E01014999,33.99390244,37.5,20.88414634,7.62195122
E01015000,35.24096386,34.18674699,18.8253012,11.74698795
E01015001,34.6875,40,16.71875,8.59375
E01015002,41.78628389,34.76874003,11.32376396,12.12121212
E01015003,38.44984802,37.38601824,13.2218845,10.94224924
E01015004,40.17094017,36.18233618,11.68091168,11.96581197
E01015005,46.49746193,26.80203046,7.918781726,18.78172589
E01015006,38.30104322,33.68107303,11.92250373,16.09538003
E01015007,45.45454545,24.1301908,7.744107744,22.671156
E01015008,38.20549928,33.42981187,14.03762663,14.32706223
E01015009,45.12820513,27.86324786,12.82051282,14.18803419
E01015010,44.5045045,32.79279279,10.63063063,12.07207207
E01015011,43.95318596,24.83745124,10.92327698,20.28608583
E01015012,46.41460235,28.55280313,10.29986962,14.7327249
E01015013,41.91033138,35.28265107,14.42495127,8.382066277
E01015014,34.22370618,44.32387312,14.69115192,6.761268781
E01015015,40.37558685,39.59311424,13.61502347,6.41627543
E01015016,33.11111111,40.88888889,20,6
E01015017,40.50847458,32.03389831,11.69491525,15.76271186
E01015018,32.04903678,39.57968476,17.16287215,11.2084063
E01015019,45.56616644,27.5579809,10.64120055,16.23465211
E01015020,44.75743349,25.82159624,10.48513302,18.93583725
E01015021,38.41368585,36.85847589,16.17418351,8.553654743
E01015022,44.60431655,32.37410072,10.21582734,12.8057554
E01015023,45.56451613,24.05913978,6.182795699,24.19354839
E01015024,49.61360124,25.6568779,9.891808346,14.83771252
E01015025,37.19599428,41.7739628,13.59084406,7.439198856
E01015026,47.75132275,17.06349206,3.306878307,31.87830688
E01015027,37.80487805,37.95731707,12.34756098,11.8902439
E01015028,42.69819193,16.68984701,4.450625869,36.16133519
E01015029,47.631242,31.8822023,6.274007682,14.21254802
E01015030,40.0520156,15.34460338,4.421326398,40.18205462
E01015031,46.6966967,19.96996997,7.057057057,26.27627628
E01015032,35.77749684,12.01011378,4.804045512,47.40834387
E01015033,37.57961783,37.2611465,14.01273885,11.14649682
E01015034,37.38317757,35.70093458,15.70093458,11.21495327
E01015035,45.44,34.56,8.8,11.2
E01015036,41.35338346,30.22556391,9.323308271,19.09774436
E01015037,42.66666667,29.66666667,6.833333333,20.83333333
E01015038,43.47222222,33.19444444,9.861111111,13.47222222
E01015039,48.94514768,17.93248945,4.008438819,29.11392405
E01015040,45.86092715,19.0397351,5.463576159,29.63576159
E01015041,49.32533733,20.3898051,2.99850075,27.28635682
E01015042,50.99236641,18.6259542,3.664122137,26.71755725
E01015043,36.1516035,10.34985423,2.623906706,50.87463557
E01015044,44.60227273,18.46590909,3.693181818,33.23863636
E01015045,46.43835616,9.726027397,1.506849315,42.32876712
E01015046,37.33183857,11.09865471,2.35426009,49.21524664
E01015047,45.75725027,18.04511278,3.329752954,32.867884
E01015048,43.73309288,16.14066727,2.705139766,37.42110009
E01015049,48.69109948,19.37172775,9.07504363,22.86212914
E01015050,36.26865672,11.04477612,7.910447761,44.7761194
E01015051,37.890625,21.875,7.421875,32.8125
E01015052,37.65432099,11.48148148,4.814814815,46.04938272
E01015053,28.7414966,10.37414966,5.782312925,55.10204082
E01015054,28.54578097,10.77199282,6.463195691,54.21903052
E01015055,40.90909091,25.58922559,7.239057239,26.26262626
E01015056,45.05076142,24.49238579,7.614213198,22.84263959
E01015057,42.77929155,18.66485014,3.542234332,35.01362398
E01015058,46.38844302,22.63242376,5.617977528,25.3611557
E01015059,48.76923077,24.92307692,6.769230769,19.53846154
E01015060,44.20401855,22.7202473,6.027820711,27.04791345
E01015061,41.22137405,18.77862595,4.27480916,35.72519084
E01015062,40,19.84251969,6.456692913,33.7007874
E01015063,50.2994012,22.45508982,3.443113772,23.80239521
E01015064,44.01114206,31.33704735,12.25626741,12.39554318
E01015065,40.12944984,29.28802589,6.148867314,24.43365696
E01015066,44.46308725,35.40268456,8.389261745,11.74496644
E01015067,42.22585925,33.38788871,13.42062193,10.96563011
E01015068,42.2829582,38.10289389,11.09324759,8.520900322
E01015069,45.01510574,25.3776435,5.891238671,23.71601208
E01015070,45.69256757,29.22297297,7.85472973,17.22972973
E01015071,43.57142857,25.28571429,7.714285714,23.42857143
E01015072,42.30769231,21.61172161,6.043956044,30.03663004
E01015073,46.58385093,21.27329193,5.590062112,26.55279503
E01015074,46.64679583,18.62891207,4.470938897,30.2533532
E01015075,44.8951049,20.6993007,3.636363636,30.76923077
E01015076,49.28684628,28.05071315,7.606973059,15.05546751
E01015077,43.5282838,29.33844679,6.423777565,20.70949185
E01015078,40.75286416,21.44026187,3.600654664,34.20621931
E01015079,41.5942029,31.44927536,9.565217391,17.39130435
E01015080,50.17793594,22.95373665,5.871886121,20.99644128
E01015081,45.04373178,24.78134111,5.247813411,24.9271137
E01015082,43.56846473,20.33195021,5.255878285,30.84370678
E01015083,42.73972603,18.90410959,4.383561644,33.97260274
E01015084,46.0443038,24.52531646,8.544303797,20.88607595
E01015085,46.20689655,29.51724138,6.344827586,17.93103448
E01015086,45.60862866,19.72265023,3.081664099,31.58705701
E01015087,39.36731107,27.59226714,6.854130053,26.18629174
E01015088,39.74151858,15.67043619,4.36187399,40.22617124
E01015089,48.81693649,23.78580324,4.234122042,23.16313823
E01015090,49.30555556,32.46527778,7.8125,10.41666667
E01015091,42.90375204,29.36378467,13.05057096,14.68189233
E01015092,48.52791878,29.34010152,5.989847716,16.14213198
E01015093,50,20.7278481,3.481012658,25.79113924
E01015094,47.66917293,21.95488722,7.067669173,23.30827068
E01015095,49.52076677,23.96166134,4.632587859,21.88498403
E01015096,44.53642384,23.17880795,5.960264901,26.32450331
E01015097,53.77446412,27.21342032,7.548928239,11.46318733
E01015098,44.0652819,29.6735905,5.489614243,20.77151335
E01015099,50.69337442,25.26964561,5.855161787,18.18181818
E01015100,47.60383387,25.23961661,7.50798722,19.6485623
E01015101,39.64401294,37.70226537,11.48867314,11.16504854
E01015102,53.45744681,23.67021277,5.319148936,17.55319149
E01015103,47.3015873,30.47619048,6.666666667,15.55555556
E01015104,46.90721649,35.56701031,7.388316151,10.13745704
E01015105,47.80564263,30.87774295,8.307210031,13.00940439
E01015106,43.57005758,28.98272553,9.788867562,17.65834933
E01015107,38.07588076,40.24390244,10.8401084,10.8401084
E01015108,46.92810458,35.29411765,9.411764706,8.366013072
E01015109,44.35736677,31.19122257,11.44200627,13.00940439
E01015110,41.44736842,39.63815789,12.17105263,6.743421053
E01015111,43.00932091,35.68575233,9.587217044,11.71770972
E01015112,42.7480916,37.09923664,8.549618321,11.60305344
E01015113,41.77419355,38.22580645,11.12903226,8.870967742
E01015114,39.11671924,34.85804416,11.35646688,14.66876972
E01015115,34.54810496,20.40816327,6.705539359,38.33819242
E01015116,41.11842105,33.88157895,12.33552632,12.66447368
E01015117,40.30612245,36.39455782,10.88435374,12.41496599
E01015118,44.2503639,33.04221252,9.752547307,12.95487627
E01015119,35.68075117,43.34898279,15.02347418,5.946791862
E01015120,38.10289389,37.94212219,13.98713826,9.967845659
E01015121,39.62264151,35.06289308,12.57861635,12.73584906
E01015122,40.24767802,36.84210526,11.60990712,11.3003096
E01015123,44.42988204,23.98427261,11.79554391,19.79030144
E01015124,40.58823529,32.5,10.73529412,16.17647059
E01015125,41.30781499,36.523126,12.12121212,10.04784689
E01015126,36.43292683,35.51829268,13.1097561,14.93902439
E01015127,39.93506494,31.16883117,13.96103896,14.93506494
E01015128,46.33821571,30.49267643,9.454061252,13.7150466
E01015129,51.65662651,27.25903614,6.475903614,14.60843373
E01015130,40.20618557,38.48797251,15.80756014,5.498281787
E01015131,39.1,38.7,13.1,9.1
E01015132,38.6996904,33.74613003,8.513931889,19.04024768
E01015133,40.55727554,34.36532508,12.69349845,12.38390093
E01015134,44.19970631,26.28487518,9.251101322,20.26431718
E01015136,37.89808917,32.6433121,11.78343949,17.67515924
E01015137,37.36111111,37.08333333,14.58333333,10.97222222
E01015138,45.41284404,33.94495413,9.633027523,11.00917431
E01015139,44.58804523,25.68659128,12.11631664,17.60904685
E01015140,46.70750383,29.70903522,9.341500766,14.24196018
E01015141,36.46112601,35.5227882,13.13672922,14.87935657
E01015142,47.37654321,25.30864198,6.481481481,20.83333333
E01015143,49.51456311,21.5210356,6.148867314,22.81553398
E01015144,48.21150855,20.0622084,4.510108865,27.21617418
E01015145,43.6440678,22.24576271,4.661016949,29.44915254
E01015146,47.23756906,20.71823204,6.491712707,25.55248619
E01015147,43.22709163,27.09163347,10.9561753,18.7250996
E01015148,48.41628959,25.03770739,5.731523379,20.81447964
E01015149,42.69480519,17.53246753,3.733766234,36.03896104
E01015150,42.37288136,23.57473035,8.936825886,25.1155624
E01015151,35.27357392,8.498253783,3.259604191,52.9685681
E01015152,30.95238095,6.060606061,1.406926407,61.58008658
E01015153,36.85279188,8.121827411,1.319796954,53.70558376
E01015155,31.97492163,8.359456635,1.567398119,58.09822362
E01015156,39.6882494,7.553956835,2.158273381,50.59952038
E01015159,45.93908629,22.20812183,5.076142132,26.77664975
E01015160,40.15625,37.65625,10.3125,11.875
E01015161,48.88888889,22.63888889,5.555555556,22.91666667
E01015162,49.9222395,20.21772939,4.043545879,25.81648523
E01015163,42.6448737,30.16344725,9.806835067,17.38484398
E01015164,46.40434193,29.03663501,10.44776119,14.11126187
E01015165,42.79141104,36.80981595,11.34969325,9.049079755
E01015166,44.7905478,21.05263158,5.37056928,28.78625134
E01015167,46.28330996,23.28190743,4.488078541,25.94670407
E01015168,48.54819977,17.30545877,4.761904762,29.3844367
E01015169,44,20.59259259,6.666666667,28.74074074
E01015170,43.65821095,16.28838451,3.604806409,36.44859813
E01015171,47.64705882,16.70588235,4.470588235,31.17647059
E01015172,48.0952381,17.26190476,4.642857143,30
E01015173,47.22598106,25.30446549,7.848443843,19.62110961
E01015174,51.56695157,24.64387464,7.122507123,16.66666667
E01015175,44.39461883,22.122571,7.025411061,26.4573991
E01015176,43.1703204,22.09106239,7.082630691,27.65598651
E01015177,48.22404372,24.72677596,7.240437158,19.80874317
E01015178,47.68856448,18.49148418,5.231143552,28.58880779
E01015179,43.04347826,16.95652174,6.52173913,33.47826087
E01015180,39.95535714,13.83928571,2.678571429,43.52678571
E01015181,46.22093023,16.18217054,3.003875969,34.59302326
E01015182,44.87750557,18.70824053,3.563474388,32.85077951
E01015183,42.54966887,26.49006623,11.58940397,19.37086093
E01015184,48.13614263,27.55267423,9.238249595,15.07293355
E01015185,44.85714286,18.28571429,7.285714286,29.57142857
E01015186,46.32352941,14.55882353,3.529411765,35.58823529
E01015187,45.45454545,28.58851675,9.330143541,16.62679426
E01015188,48.4804631,25.47033285,9.84081042,16.20839363
E01015189,48.34307992,20.46783626,7.797270955,23.39181287
E01015190,47.13603819,27.20763723,12.52983294,13.12649165
E01015191,43.08823529,34.11764706,12.94117647,9.852941176
E01015192,43.41463415,29.43089431,8.943089431,18.21138211
E01015193,43.18181818,30.94405594,9.79020979,16.08391608
E01015194,45.46952224,24.87644152,7.413509061,22.24052718
E01015196,42.51497006,20.50898204,7.634730539,29.34131737
E01015197,40.60031596,33.80726698,14.53396524,11.05845182
E01015198,44.03794038,28.59078591,11.24661247,16.12466125
E01015199,42.72,32.8,15.36,9.12
E01015200,39.77777778,30.44444444,12.66666667,17.11111111
E01015201,45.221843,32.93515358,12.11604096,9.726962457
E01015202,42.21105528,31.49078727,13.73534338,12.56281407
E01015203,37.10575139,39.51762523,14.6567718,8.719851577
E01015204,41.24809741,24.50532725,10.80669711,23.43987823
E01015205,46.5625,30.78125,9.0625,13.59375
E01015206,46.875,22.5,7.03125,23.59375
E01015207,42.87878788,30.3030303,12.87878788,13.93939394
E01015208,41.01995565,34.14634146,14.74501109,10.0886918
E01015209,41.48351648,21.97802198,10.43956044,26.0989011
E01015210,50.21770682,19.30333817,5.805515239,24.67343977
E01015211,41.5282392,35.71428571,12.95681063,9.800664452
E01015212,46.67721519,28.16455696,6.803797468,18.35443038
E01015213,43.42560554,30.96885813,10.89965398,14.70588235
E01015214,41.63027656,17.90393013,8.296943231,32.16885007
E01015215,45.45454545,29.38311688,8.279220779,16.88311688
E01015216,44.27710843,22.28915663,5.271084337,28.1626506
E01015217,38.41676368,12.92200233,3.02677532,45.63445867
E01015218,42.99516908,25.60386473,8.85668277,22.54428341
E01015219,38.89674682,18.24611033,6.789250354,36.0678925
E01015220,46.0443038,32.59493671,9.493670886,11.86708861
E01015221,43.12056738,24.11347518,8.085106383,24.68085106
E01015222,47.54768392,29.15531335,9.128065395,14.16893733
E01015223,38.5518591,38.35616438,14.87279843,8.219178082
E01015224,39.00293255,31.52492669,14.36950147,15.1026393
E01015225,43.11774461,27.03150912,12.60364842,17.24709784
E01015226,40.29363785,37.19412724,15.00815661,7.504078303
E01015227,32.43670886,38.92405063,16.4556962,12.1835443
E01015228,44.32717678,17.15039578,7.519788918,31.00263852
E01015229,44.04069767,15.98837209,7.994186047,31.97674419
E01015230,39.81042654,35.07109005,15.32385466,9.794628752
E01015231,29.54070981,9.081419624,3.235908142,58.14196242
E01015232,40.91778203,13.19311663,3.154875717,42.73422562
E01015233,37.40458015,13.1043257,4.198473282,45.29262087
E01015234,45.54621849,18.99159664,4.201680672,31.2605042
E01015235,50.21231423,16.02972399,5.307855626,28.45010616
E01015236,41.06628242,28.8184438,13.54466859,16.57060519
E01015237,46.28571429,29.52380952,9.714285714,14.47619048
E01015238,47.04944179,24.40191388,6.698564593,21.85007974
E01015239,40.25229358,12.1559633,4.243119266,43.34862385
E01015240,46.41975309,14.32098765,4.814814815,34.44444444
E01015241,44.97126437,22.27011494,7.614942529,25.14367816
E01015242,40.41745731,22.77039848,7.400379507,29.41176471
E01015243,46.23287671,28.59589041,7.876712329,17.29452055
E01015244,40.9375,29.0625,15.46875,14.53125
E01015245,45.74829932,29.42176871,9.183673469,15.6462585
E01015246,43.1372549,26.96078431,13.7254902,16.17647059
E01015247,46.06598985,29.44162437,8.756345178,15.73604061
E01015248,43.23922734,20.20802377,6.092124814,30.46062407
E01015249,42.56,23.68,10.72,23.04
E01015250,46.8118196,32.65940902,11.19751166,9.33125972
E01015251,33.95833333,34.58333333,15.20833333,16.25
E01015253,43.33748443,37.85803238,9.339975093,9.464508095
E01015254,39.4184168,30.04846527,15.83198708,14.70113086
E01015255,32.71221532,10.55900621,3.726708075,53.00207039
E01015256,43.48607367,7.81671159,2.51572327,46.18149146
E01015257,43.45047923,14.69648562,5.910543131,35.94249201
E01015258,45.47390841,22.15122471,9.797657082,22.5772098
E01015259,47.85276074,23.1595092,7.36196319,21.62576687
E01015260,43.3451119,13.78091873,5.771495878,37.1024735
E01015261,43.97649363,16.55239961,5.288932419,34.18217434
E01015262,39.23809524,26.85714286,11.80952381,22.0952381
E01015263,42.85714286,18.57142857,6.349206349,32.22222222
E01015264,44.14125201,32.42375602,9.470304976,13.964687
E01015265,47.80564263,26.17554859,9.247648903,16.77115987
E01015266,43.80032206,19.00161031,8.85668277,28.34138486
E01015267,49.88986784,14.75770925,4.955947137,30.39647577
E01015268,51.72043011,19.89247312,6.451612903,21.93548387
E01015269,44.79041916,23.23353293,6.586826347,25.38922156
E01015270,50.43010753,17.74193548,5.806451613,26.02150538
E01015271,43.67346939,30.47619048,12.78911565,13.06122449
E01015272,45.64958284,27.05601907,12.03814064,15.25625745
E01015273,45.47244094,17.12598425,5.118110236,32.28346457
E01015274,47.66050054,21.76278564,8.052230686,22.52448313
E01015275,42.77854195,23.79642366,7.840440165,25.58459422
E01015276,47.27793696,25.21489971,4.871060172,22.63610315
E01015277,46.04651163,19.18604651,3.953488372,30.81395349
E01015279,49.65585054,11.70108161,2.163225172,36.47984267
E01015280,48.8258317,12.52446184,2.152641879,36.49706458
E01015281,38.28125,15.40178571,3.236607143,43.08035714
E01015286,52.49554367,17.11229947,4.278074866,26.114082
E01015288,44.9044586,10.40339703,3.184713376,41.507431
E01015289,49.71209213,15.25911708,2.591170825,32.43761996
E01015290,45.84615385,10.87179487,2.564102564,40.71794872
E01015291,54.32692308,15.57692308,2.115384615,27.98076923
E01015292,45.38361508,21.0663199,7.542262679,26.00780234
E01015293,49.32330827,19.69924812,4.962406015,26.01503759
E01015294,47.39819005,18.21266968,5.090497738,29.29864253
E01015295,40.42553191,36.62613982,14.1337386,8.814589666
E01015296,53.35221907,19.64117092,3.493862134,23.51274788
E01015297,46.81697613,22.67904509,6.233421751,24.27055703
E01015298,47.63157895,33.55263158,9.078947368,9.736842105
E01015299,41.31513648,31.14143921,10.54590571,16.99751861
E01015300,40.51204819,37.04819277,12.95180723,9.487951807
E01015301,38.59649123,33.1871345,13.01169591,15.20467836
E01015302,42.43498818,29.90543735,10.52009456,17.13947991
E01015303,42.49649369,28.19074334,12.76297335,16.54978962
E01015304,40.20486556,25.35211268,10.88348271,23.55953905
E01015305,45.49763033,27.01421801,11.05845182,16.42969984
E01015306,45.5922865,27.82369146,10.46831956,16.11570248
E01015307,38.53989813,23.25976231,12.39388795,25.80645161
E01015308,40,34,11.06666667,14.93333333
E01015309,39.7260274,25.17123288,7.534246575,27.56849315
E01015310,38.90675241,31.35048232,10.93247588,18.81028939
E01015311,42.15827338,31.65467626,13.23741007,12.94964029
E01015312,40.33898305,26.10169492,9.830508475,23.72881356
E01015313,40.61895551,23.01740812,11.21856867,25.1450677
E01015314,37.33974359,32.8525641,17.62820513,12.17948718
E01015315,36.01637108,45.97544338,14.18826739,3.819918145
E01015316,42.21902017,32.5648415,12.68011527,12.53602305
