LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01016172,47.6,34.5,14.5,2.9,0.5
E01016482,49.7,36.6,10.3,2.9,0.5
E01016808,49.6,36.6,10.4,2.9,0.5
E01016852,51,35.7,9.9,2.9,0.5
E01017703,51,34.7,10.9,2.9,0.5
E01022615,48.7,34.9,13,2.9,0.5
E01022735,47.6,36.7,12.3,2.9,0.5
E01023174,47.6,37.6,11.5,2.9,0.5
E01033091,51.1,34.6,10.9,2.9,0.5
E01028810,49.7,35.8,11,2.9,0.5
E01030654,53.4,32.3,10.8,2.9,0.5
E01030698,51.9,35.2,9.5,2.9,0.5
E01014825,49.4,34,13.2,2.9,0.5
E01032668,53.9,33.2,9.5,2.9,0.5
E01015110,49.4,36.2,11.1,2.9,0.5
E01032013,52.3,33.9,10.4,2.9,0.5
E01019939,53.9,32.5,10.1,2.9,0.5
E01034807,48.9,35.5,12.2,2.9,0.5
E01029321,51.9,33.2,11.5,2.9,0.5
E01020721,49.5,35.2,12.1,2.8,0.5
E01018334,51,33.7,12,2.8,0.5
E01019212,52.1,33.1,11.4,2.8,0.5
E01019322,51.7,34.2,10.8,2.8,0.5
E01025346,53.5,31.8,11.3,2.8,0.5
E01025553,53.1,33.3,10.3,2.8,0.5
E01005214,55.1,32.9,8.7,2.8,0.5
E01005281,51.1,37.8,7.9,2.8,0.5
E01005837,51.4,33.2,12.1,2.8,0.5
E01006116,54.3,31.3,11.1,2.8,0.5
E01034397,57.7,30.4,8.5,2.8,0.5
E01027890,49.4,34.9,12.3,2.8,0.5
E01008108,49.7,36.3,10.7,2.8,0.5
E01010694,56.1,30.5,10.1,2.8,0.5
E01010589,46.8,37.2,12.7,2.8,0.5
E01011062,51.5,35.2,10,2.8,0.5
E01011021,48.4,35.9,12.4,2.8,0.5
E01011513,59.2,28.2,9.3,2.8,0.5
E01011306,50.5,34.8,11.4,2.8,0.5
E01013777,51.2,34.1,11.4,2.8,0.5
E01034021,52.1,35,9.6,2.8,0.5
E01027225,47.6,39,10.3,2.8,0.5
E01025678,47.2,38.4,11.1,2.8,0.5
E01026177,50.3,36.3,10.1,2.8,0.5
E01029518,54.6,32.6,9.6,2.8,0.5
E01029685,49.6,34.5,12.7,2.8,0.5
E01031224,53.3,33.5,10,2.8,0.5
E01031246,54,32.6,10,2.8,0.5
E01032324,51.5,35.1,10,2.8,0.5
E01017498,46.8,38.4,11.6,2.8,0.5
E01017388,55.9,31.2,9.5,2.8,0.5
E01018164,49.6,36.7,10.5,2.8,0.5
E01021371,46.3,35.5,14.8,2.8,0.5
E01021469,47.6,37.2,11.8,2.8,0.5
E01021452,52.3,32.2,12.2,2.8,0.5
E01021558,48,36.5,12.2,2.8,0.5
E01022074,52.8,33.8,10.2,2.8,0.5
E01023433,50.8,33.5,12.4,2.8,0.5
E01023346,56.7,30.3,9.6,2.8,0.5
E01026536,47.4,37.3,12,2.8,0.5
E01026875,48.2,37.4,11,2.8,0.5
E01023448,56.9,31.7,8,2.8,0.5
E01000037,48.4,36.4,11.9,2.8,0.5
E01000338,47.4,38.4,10.9,2.8,0.5
E01000346,53.3,34.2,9.2,2.8,0.5
E01033936,51.9,35.1,9.6,2.8,0.5
E01000768,53,32.6,11.1,2.8,0.5
E01032563,51.3,34,11.4,2.8,0.5
E01002196,54.7,32.8,9.2,2.8,0.5
E01002571,57.5,31.8,7.4,2.8,0.5
E01003147,55.2,32.2,9.3,2.8,0.5
E01003262,56.6,31.5,8.6,2.8,0.5
E01003422,50.5,32.9,13.4,2.8,0.5
E01003800,56.8,28.5,11.4,2.8,0.5
E01016582,55.5,31.4,9.8,2.8,0.5
E01016836,49.5,36.4,10.8,2.8,0.5
E01016827,52.4,33.6,10.7,2.8,0.5
E01016912,52.2,34.6,9.9,2.8,0.5
E01017129,49.1,37,10.6,2.8,0.5
E01017923,50.6,35.8,10.4,2.8,0.5
E01021223,47.6,38.5,10.6,2.8,0.5
E01024811,48.8,35.4,12.5,2.8,0.5
E01028542,55.1,32.1,9.5,2.8,0.5
E01030414,52.4,34.8,9.5,2.8,0.5
E01030911,50.6,35,11.1,2.8,0.5
E01030961,53.3,32.5,10.9,2.8,0.5
E01014762,51.9,32.3,12.5,2.8,0.5
E01014773,54.8,32.4,9.5,2.8,0.5
E01014883,52,33.5,11.1,2.8,0.5
E01014978,56,30.5,10.2,2.8,0.5
E01015574,49.1,35.3,12.3,2.8,0.5
E01034540,48.1,36.4,12.3,2.8,0.5
E01015463,54.7,31.9,10,2.8,0.5
E01029059,50.8,33.5,12.4,2.8,0.5
E01012009,51.9,34.7,10.2,2.7,0.5
E01020635,49.6,34.7,12.4,2.7,0.5
E01034663,58.4,31,7.5,2.7,0.5
E01018683,53.5,31.1,12.2,2.7,0.5
E01018724,54.8,31.3,10.7,2.7,0.5
E01019250,53.5,33.1,10.2,2.7,0.5
E01024957,54.5,31.1,11.2,2.7,0.5
E01025378,54.2,32.8,9.8,2.7,0.5
E01005150,51.9,34.6,10.3,2.7,0.5
E01005169,58.9,29.5,8.4,2.7,0.5
E01005335,51.8,32.3,12.7,2.7,0.5
E01005577,54.1,31.3,11.3,2.7,0.5
E01005768,56.2,30.5,10.1,2.7,0.5
E01006152,56.4,30.2,10.2,2.7,0.5
E01027613,51.5,33.9,11.4,2.7,0.5
E01027671,50,33.9,12.9,2.7,0.5
E01027697,56.2,31.5,9,2.7,0.5
E01008069,59.5,30.2,7,2.7,0.5
E01011573,47.2,36.9,12.7,2.7,0.5
E01011401,48.7,36.2,11.9,2.7,0.5
E01011847,48.8,35.5,12.5,2.7,0.5
E01027192,51.4,34.7,10.8,2.7,0.5
E01035426,55.3,31.3,10.2,2.7,0.5
E01034657,53.2,34.6,9,2.7,0.5
E01025672,50.6,35.3,10.9,2.7,0.5
E01026215,44,37.2,15.6,2.7,0.5
E01026342,52.1,33.9,10.7,2.7,0.5
E01027992,53.4,33.5,9.9,2.7,0.5
E01014172,48.5,37.1,11.2,2.7,0.5
E01028860,53.7,31.7,11.3,2.7,0.5
E01029817,47.4,35.7,13.8,2.7,0.5
E01031121,48.3,37,11.4,2.7,0.5
E01031228,49.1,35.3,12.3,2.7,0.5
E01009976,50.5,34.6,11.7,2.7,0.5
E01017969,59.4,27.3,10,2.7,0.5
E01021375,47.3,36.1,13.5,2.7,0.5
E01034088,57,31.4,8.4,2.7,0.5
E01035164,53.5,32.7,10.6,2.7,0.5
E01023435,53.9,33.5,9.4,2.7,0.5
E01026563,52.1,34.7,10,2.7,0.5
E01026883,53.3,32.3,11.1,2.7,0.5
E01035143,50.4,33.4,12.9,2.7,0.5
E01023492,56.7,30.3,9.8,2.7,0.5
E01023485,54.2,31.9,10.6,2.7,0.5
E01000112,52.4,34.8,9.6,2.7,0.5
E01000212,60.1,28.5,8.2,2.7,0.5
E01000694,59,29.1,8.8,2.7,0.5
E01000770,55.1,30.4,11.3,2.7,0.5
E01000987,47.7,37.6,11.5,2.7,0.5
E01000993,53.6,33.6,9.6,2.7,0.5
E01001541,55.5,31.9,9.4,2.7,0.5
E01003186,58.9,30.7,7.3,2.7,0.5
E01003023,58.7,30,8.1,2.7,0.5
E01003200,57.7,31.3,7.8,2.7,0.5
E01004175,52.8,34.9,9.2,2.7,0.5
E01004636,56.9,31.2,8.5,2.7,0.5
E01016214,45.9,39.5,11.3,2.7,0.5
E01016432,47.3,36.5,13.1,2.7,0.5
E01016755,55.1,33.6,8.1,2.7,0.5
E01016928,54.1,32.2,10.6,2.7,0.5
E01017026,48,36.8,12,2.7,0.5
E01017232,56.7,31.3,8.8,2.7,0.5
E01017302,48.1,36.1,12.6,2.7,0.5
E01017670,56.4,31.5,8.9,2.7,0.5
E01017673,53.6,33.4,9.8,2.7,0.5
E01017776,56.7,30.6,9.5,2.7,0.5
E01017882,52.9,31.8,12.2,2.7,0.5
E01021172,54.4,31.8,10.6,2.7,0.5
E01021151,50.2,36.1,10.4,2.7,0.5
E01021153,47.2,37.8,11.8,2.7,0.5
E01022709,54,32.6,10.2,2.7,0.5
E01022789,51.8,33.7,11.3,2.7,0.5
E01022871,52.6,33,11.2,2.7,0.5
E01035314,58.4,30.8,7.6,2.7,0.5
E01030648,53.1,33.6,10.1,2.7,0.5
E01030693,55.4,32.9,8.5,2.7,0.5
E01030903,54.1,33,9.7,2.7,0.5
E01031466,50.9,35.7,10.2,2.7,0.5
E01031503,54.9,29.8,12.1,2.7,0.5
E01031608,51.4,34.5,10.8,2.7,0.5
E01031672,48.6,37.7,10.5,2.7,0.5
E01015119,53,34.5,9.4,2.7,0.5
E01031958,55.8,32.1,9,2.7,0.5
E01020370,49.9,34.7,12.3,2.7,0.5
E01020436,50.5,35.2,11.1,2.7,0.5
E01034789,56.9,32.8,7.1,2.7,0.5
E01008412,53.4,36.2,7.4,2.6,0.5
E01008517,54.5,32.6,9.8,2.6,0.5
E01008586,53.1,31.4,12.3,2.6,0.5
E01024966,56.4,31.4,9.1,2.6,0.5
E01025349,55.1,31.3,10.5,2.6,0.5
E01004768,57.6,31.2,8.2,2.6,0.5
E01006136,61.1,27.2,8.5,2.6,0.5
E01006583,57.9,30.7,8.3,2.6,0.5
E01006932,53.9,32.8,10.2,2.6,0.5
E01007617,49.4,34.1,13.3,2.6,0.5
E01008043,58.8,29.8,8.4,2.6,0.5
E01011449,48.9,37,11,2.6,0.5
E01013551,46.9,39.4,10.7,2.6,0.5
E01027117,50.7,32.9,13.4,2.6,0.5
E01033103,53.4,34.1,9.3,2.6,0.5
E01025942,51.4,34.8,10.7,2.6,0.5
E01035079,58.8,30,8.1,2.6,0.5
E01014350,47.5,38.7,10.8,2.6,0.5
E01029743,52.1,33.5,11.3,2.6,0.5
E01031017,52.2,34.6,10,2.6,0.5
E01032338,55.6,33.5,7.8,2.6,0.5
E01009470,53.5,33.4,10,2.6,0.5
E01009723,46.4,38.8,11.6,2.6,0.5
E01010136,51.7,36.2,9,2.6,0.5
E01015998,48.5,36.9,11.5,2.6,0.5
E01015948,55.9,31.7,9.3,2.6,0.5
E01017451,54.7,33.3,8.9,2.6,0.5
E01017603,46.3,38.9,11.7,2.6,0.5
E01017565,49.6,33.7,13.6,2.6,0.5
E01021660,50.6,34.9,11.4,2.6,0.5
E01021824,56,32.3,8.7,2.6,0.5
E01033056,52.1,35.1,9.7,2.6,0.5
E01023878,56.1,32.2,8.7,2.6,0.5
E01026831,47,37.5,12.4,2.6,0.5
E01026941,49.2,34.9,12.8,2.6,0.5
E01000649,59.4,30,7.6,2.6,0.5
E01000835,54.2,32.8,10,2.6,0.5
E01000862,62.7,27,7.2,2.6,0.5
E01001129,48.7,37.8,10.4,2.6,0.5
E01001927,63.3,27,6.7,2.6,0.5
E01002181,51.8,36.5,8.6,2.6,0.5
E01002329,50.4,33.9,12.5,2.6,0.5
E01002386,49.3,37.6,9.9,2.6,0.5
E01003080,58.2,29.7,8.9,2.6,0.5
E01003140,51.3,34.6,11.1,2.6,0.5
E01003210,59.2,29.8,7.8,2.6,0.5
E01003875,63.6,25.5,7.8,2.6,0.5
E01004091,48.8,38.8,9.4,2.6,0.5
E01004108,55.1,32,9.8,2.6,0.5
E01035704,55.2,34.9,6.8,2.6,0.5
E01016026,49.1,35.1,12.6,2.6,0.5
E01033856,53.1,33,10.8,2.6,0.5
E01017668,50.1,35.1,11.7,2.6,0.5
E01017745,54.9,32,10,2.6,0.5
E01017798,60.1,29.1,7.6,2.6,0.5
E01017831,54.3,34,8.6,2.6,0.5
E01034716,54.3,35.7,7,2.6,0.5
E01022618,51.2,32.9,12.9,2.6,0.5
E01022620,52,32.9,12,2.6,0.5
E01022675,47.6,36.7,12.6,2.6,0.5
E01022689,51.6,36.8,8.6,2.6,0.5
E01022776,48.9,36,11.9,2.6,0.5
E01022853,52.9,34.2,9.8,2.6,0.5
E01024314,51.4,32.2,13.3,2.6,0.5
E01024302,53.2,31.7,12,2.6,0.5
E01028622,52.1,35,9.8,2.6,0.5
E01028798,53.4,32.8,10.7,2.6,0.5
E01028816,47.9,37.6,11.5,2.6,0.5
E01030561,45,35.1,16.8,2.6,0.5
E01030677,53.8,31.8,11.2,2.6,0.5
E01030646,51,35.4,10.5,2.6,0.5
E01030909,61.1,27,8.8,2.6,0.5
E01030976,53.3,32.9,10.7,2.6,0.5
E01031529,51.2,33.7,12,2.6,0.5
E01031683,50.4,36,10.5,2.6,0.5
E01031816,51.5,36.1,9.3,2.6,0.5
E01031803,48.8,35.3,12.8,2.6,0.5
E01014444,55,32.4,9.4,2.6,0.5
E01014818,49.9,35.5,11.6,2.6,0.5
E01014897,58,27.6,11.3,2.6,0.5
E01014935,47.8,35.2,13.9,2.6,0.5
E01015499,51.2,35.6,10.1,2.6,0.5
E01031941,54.5,31.4,11,2.6,0.5
E01015295,49.8,34.5,12.6,2.6,0.5
E01020004,53.6,33.1,10.2,2.6,0.5
E01022413,53.6,32.1,11.1,2.6,0.5
E01022433,50.7,34.3,11.9,2.6,0.5
E01029094,47.2,37.4,12.3,2.6,0.5
E01035185,55.6,31.7,9.8,2.5,0.5
E01035630,57.9,29.4,9.6,2.5,0.5
E01027458,54.3,31.5,11.3,2.5,0.5
E01018669,52.9,33.2,10.9,2.5,0.5
E01019380,52.6,33.1,11.3,2.5,0.5
E01025434,44,37.6,15.4,2.5,0.5
E01034128,53.2,33.5,10.1,2.5,0.5
E01032914,52.5,35.4,9.1,2.5,0.5
E01006081,60.9,28.2,7.9,2.5,0.5
E01006251,49.9,36.4,10.8,2.5,0.5
E01033496,55.2,32,9.7,2.5,0.5
E01027693,53.8,32.5,10.7,2.5,0.5
E01008132,53.7,33.8,9.5,2.5,0.5
E01007954,57.4,30.6,9.1,2.5,0.5
E01007958,55.1,33,8.9,2.5,0.5
E01007928,58.1,29.9,8.9,2.5,0.5
E01011151,51.6,35.4,10,2.5,0.5
E01011190,52.1,34.4,10.5,2.5,0.5
E01011381,51.3,34.9,10.9,2.5,0.5
E01011692,56.3,31.5,9.2,2.5,0.5
E01027028,48.3,37.5,11.1,2.5,0.5
E01019830,50.1,35.5,11.4,2.5,0.5
E01025998,54.2,33.9,9,2.5,0.5
E01026145,48.7,38.3,10.1,2.5,0.5
E01028292,52.4,33.6,11,2.5,0.5
E01014284,42.2,43.9,10.9,2.5,0.5
E01032223,53.5,33.3,10.1,2.5,0.5
E01034745,59.8,29,8.2,2.5,0.5
E01010210,48.1,35.1,13.9,2.5,0.5
E01034313,51.1,38.6,7.3,2.5,0.5
E01034415,56.9,31.6,8.6,2.5,0.5
E01017483,47.8,38.2,11.1,2.5,0.5
E01017428,49.4,36.1,11.5,2.5,0.5
E01033821,59.2,30.8,7,2.5,0.5
E01017556,52.1,35,9.8,2.5,0.5
E01017582,46.7,37,13.3,2.5,0.5
E01034442,57.3,31.8,7.9,2.5,0.5
E01021244,54.5,32.6,10,2.5,0.5
E01021655,50.5,34,12.5,2.5,0.5
E01021795,51.3,37.4,8.4,2.5,0.5
E01021744,53.2,36.2,7.7,2.5,0.5
E01034362,56,32.2,8.9,2.5,0.5
E01023655,51.5,35,10.5,2.5,0.5
E01023888,55,31.4,10.6,2.5,0.5
E01035148,50.4,33.7,12.9,2.5,0.5
E01030005,52.3,33.8,11,2.5,0.5
E01033317,51,34.5,11.5,2.5,0.5
E01023440,53.2,35,8.9,2.5,0.5
E01023767,54.4,33.2,9.3,2.5,0.5
E01030135,52.4,34.5,10.1,2.5,0.5
E01000114,55.6,31.4,10,2.5,0.5
E01002198,49.3,37.3,10.4,2.5,0.5
E01002339,53.7,32.8,10.5,2.5,0.5
E01002328,52.1,35.1,9.8,2.5,0.5
E01002253,53,34.5,9.5,2.5,0.5
E01002362,52.3,34.8,10,2.5,0.5
E01002471,52.7,35,9.4,2.5,0.5
E01002415,52.1,35.2,9.7,2.5,0.5
E01002675,57.3,32,7.7,2.5,0.5
E01002680,53.4,33.3,10.3,2.5,0.5
E01002611,48.9,36.4,11.8,2.5,0.5
E01003185,57.3,31.2,8.4,2.5,0.5
E01003033,66.6,24.8,5.6,2.5,0.5
E01003442,59.9,28.5,8.6,2.5,0.5
E01003466,54.1,33.4,9.5,2.5,0.5
E01003673,57,31.7,8.3,2.5,0.5
E01003640,53.3,32,11.8,2.5,0.5
E01003644,48.2,38.3,10.6,2.5,0.5
E01004377,51.7,33.5,11.7,2.5,0.5
E01004749,62.1,28.7,6.1,2.5,0.5
E01016194,52.9,33.3,10.8,2.5,0.5
E01016339,50.8,36,10.2,2.5,0.5
E01017126,49,36.1,11.9,2.5,0.5
E01017638,50.1,34.6,12.3,2.5,0.5
E01017887,55.6,31.5,10,2.5,0.5
E01017914,51.6,34.1,11.2,2.5,0.5
E01022497,48.8,38.1,10.1,2.5,0.5
E01035441,53.3,31.8,11.8,2.5,0.5
E01022766,50.9,33.9,12.2,2.5,0.5
E01022874,44.3,40.3,12.3,2.5,0.5
E01022872,52.8,33.7,10.6,2.5,0.5
E01023125,47.8,38.7,10.6,2.5,0.5
E01023240,52.6,33.5,10.7,2.5,0.5
E01024259,51,35.5,10.5,2.5,0.5
E01024449,56.9,31.6,8.6,2.5,0.5
E01024760,59.8,30.1,7,2.5,0.5
E01024837,55.9,32.6,8.6,2.5,0.5
E01028668,51.8,34.6,10.5,2.5,0.5
E01028674,54.5,31.6,10.8,2.5,0.5
E01028686,54.1,32.9,9.9,2.5,0.5
E01028765,50.4,35,11.5,2.5,0.5
E01035324,53.6,34,9.4,2.5,0.5
E01031635,50.5,35.5,11.1,2.5,0.5
E01031741,53.7,32.9,10.3,2.5,0.5
E01031727,57,29.7,10.4,2.5,0.5
E01014479,56.9,29.8,10.3,2.5,0.5
E01014460,47.4,36.7,12.8,2.5,0.5
E01014992,51,36.2,9.8,2.5,0.5
E01015111,54,33.5,9.4,2.5,0.5
E01032706,53.7,33,10.3,2.5,0.5
E01031976,54,34.4,8.7,2.5,0.5
E01022281,52.5,34.5,9.9,2.5,0.5
E01029125,49.4,35.8,11.7,2.5,0.5
E01035115,55.4,33.3,8.3,2.5,0.5
E01027399,50.3,33.3,13.6,2.4,0.5
E01008589,56.8,31.3,8.9,2.4,0.5
E01035611,58.3,31.8,7,2.4,0.5
E01012446,55.4,33.8,7.8,2.4,0.5
E01018653,57.3,30.7,9.1,2.4,0.5
E01024968,59.3,28.9,8.9,2.4,0.5
E01025491,49.4,37.1,10.6,2.4,0.5
E01005044,67.2,22.5,7.3,2.4,0.5
E01005301,54.4,32,10.7,2.4,0.5
E01006319,61.1,28.6,7.4,2.4,0.5
E01033105,55.2,31.5,10.3,2.4,0.5
E01012970,53.8,32,11.2,2.4,0.5
E01013157,51.6,33.9,11.6,2.4,0.5
E01013451,55,33.5,8.7,2.4,0.5
E01033273,49.3,37.4,10.3,2.4,0.5
E01011440,54.9,33.9,8.3,2.4,0.5
E01011596,50.4,36.7,10,2.4,0.5
E01034267,55.8,32.8,8.6,2.4,0.5
E01013807,48,37.9,11.1,2.4,0.5
E01033244,48.9,38.6,9.6,2.4,0.5
E01027027,54.8,33.2,9.1,2.4,0.5
E01035403,51.8,35.5,9.9,2.4,0.5
E01027212,50,36.8,10.4,2.4,0.5
E01027262,52.7,33,11.4,2.4,0.5
E01027253,51.8,33.9,11.3,2.4,0.5
E01019749,53.1,32.9,11,2.4,0.5
E01026132,45.3,39.7,12,2.4,0.5
E01035029,62.7,28,6.5,2.4,0.5
E01031239,48.2,35.1,13.8,2.4,0.5
E01034327,54.8,33.4,8.9,2.4,0.5
E01018152,51.5,35.3,10.3,2.4,0.5
E01018265,53.1,33,11.1,2.4,0.5
E01021390,49.3,35.5,12.3,2.4,0.5
E01021591,56.3,30.7,10.1,2.4,0.5
E01021652,55.2,32.7,9.2,2.4,0.5
E01023365,54.2,31.9,10.8,2.4,0.5
E01023642,50.1,35.4,11.6,2.4,0.5
E01023826,57.1,31.2,8.8,2.4,0.5
E01023871,56.5,31.7,8.8,2.4,0.5
E01029875,51,34.3,11.7,2.4,0.5
E01029964,47.7,38,11.4,2.4,0.5
E01033028,51.9,32.5,12.8,2.4,0.5
E01035607,54.2,33.5,9.4,2.4,0.5
E01023949,54.5,33.5,9.1,2.4,0.5
E01023442,57.7,30.4,8.9,2.4,0.5
E01000246,54.8,33.2,9.1,2.4,0.5
E01000360,49.7,33.4,14,2.4,0.5
E01000676,54.3,32.3,10.5,2.4,0.5
E01001017,53.5,34.5,9.2,2.4,0.5
E01001524,54.7,31.2,11.2,2.4,0.5
E01001680,52.7,33.5,10.9,2.4,0.5
E01001641,58.9,30.1,8.1,2.4,0.5
E01002509,52.1,36,9,2.4,0.5
E01002971,57.5,30.7,8.9,2.4,0.5
E01003034,61.6,26.7,8.8,2.4,0.5
E01003029,59.4,30.9,6.8,2.4,0.5
E01003270,50.8,36,10.3,2.4,0.5
E01003396,51.7,35.1,10.3,2.4,0.5
E01004190,53.1,33,11,2.4,0.5
E01004347,57.3,31.6,8.2,2.4,0.5
E01004579,62.4,27,7.7,2.4,0.5
E01004700,61.4,29.3,6.3,2.4,0.5
E01016600,58.3,30.2,8.6,2.4,0.5
E01016983,60.6,27.5,9,2.4,0.5
E01017025,51.7,36,9.5,2.4,0.5
E01017027,48,38.2,10.9,2.4,0.5
E01032962,55.8,34,7.3,2.4,0.5
E01017752,56.1,31,9.9,2.4,0.5
E01017760,58.8,29.3,8.9,2.4,0.5
E01017829,55.3,32.4,9.3,2.4,0.5
E01017838,47.1,40,9.9,2.4,0.5
E01017889,54.4,31.4,11.3,2.4,0.5
E01017773,52.3,32.4,12.4,2.4,0.5
E01022547,52.6,34.2,10.3,2.4,0.5
E01022606,55.2,33.2,8.7,2.4,0.5
E01035724,55.4,33.1,8.6,2.4,0.5
E01035729,50,34.6,12.6,2.4,0.5
E01028617,58.2,29.8,9.1,2.4,0.5
E01033305,48.9,35.7,12.6,2.4,0.5
E01030628,52.3,33.3,11.5,2.4,0.5
E01030735,55.7,31.9,9.5,2.4,0.5
E01030953,51.5,36,9.7,2.4,0.5
E01030975,52.9,34.3,10,2.4,0.5
E01031767,60,29.1,8,2.4,0.5
E01031744,55.9,33.2,8.1,2.4,0.5
E01014943,49.6,37.4,10.1,2.4,0.5
E01031847,54.5,32.9,9.7,2.4,0.5
E01031951,57.1,31.9,8.2,2.4,0.5
E01022297,52.4,33.8,10.9,2.4,0.5
E01035201,53.9,33,10.3,2.3,0.5
E01034668,55.3,32.5,9.4,2.3,0.5
E01019085,54.8,32.3,10.3,2.3,0.5
E01005860,60.5,28.4,8.3,2.3,0.5
E01012815,47,36.6,13.6,2.3,0.5
E01012924,48,36.4,12.8,2.3,0.5
E01013387,52.4,32.8,12,2.3,0.5
E01027667,56,32.7,8.4,2.3,0.5
E01034964,57.3,34.2,5.7,2.3,0.5
E01027747,54.7,33.9,8.6,2.3,0.5
E01032926,60.3,29.5,7.5,2.3,0.5
E01011280,54.5,32.4,10.3,2.3,0.5
E01011382,50.7,36,10.5,2.3,0.5
E01011605,53.8,31.8,11.7,2.3,0.5
E01011734,53.3,34.4,9.5,2.3,0.5
E01011496,58.3,30.8,8.1,2.3,0.5
E01034013,50.2,37.3,9.7,2.3,0.5
E01013982,55.5,32.7,9,2.3,0.5
E01032969,57.2,31.1,8.9,2.3,0.5
E01027280,55.5,33.2,8.4,2.3,0.5
E01019427,58.9,30,8.4,2.3,0.5
E01025784,54.1,31.9,11.2,2.3,0.5
E01025926,53.3,33.9,10.1,2.3,0.5
E01026233,51.6,34.7,10.8,2.3,0.5
E01034707,47.9,39.1,10.2,2.3,0.5
E01028059,55.9,33,8.3,2.3,0.5
E01028139,51.4,35.3,10.6,2.3,0.5
E01028347,49,37.3,10.8,2.3,0.5
E01028410,54.8,32.3,10.1,2.3,0.5
E01029395,51.6,36.5,9.1,2.3,0.5
E01031268,57.8,30.9,8.6,2.3,0.5
E01009415,55.1,31.5,10.6,2.3,0.5
E01010385,52.1,35.2,9.8,2.3,0.5
E01033180,56.4,31.9,8.9,2.3,0.5
E01017624,50.4,35.2,11.5,2.3,0.5
E01018293,56.2,32.1,8.8,2.3,0.5
E01021547,51.3,36.2,9.6,2.3,0.5
E01021533,50.7,35.9,10.7,2.3,0.5
E01021784,54.2,32.8,10.2,2.3,0.5
E01023647,53,33.3,11,2.3,0.5
E01023884,54.8,33.8,8.6,2.3,0.5
E01026815,51.7,34.2,11.3,2.3,0.5
E01030084,47.8,39.5,9.9,2.3,0.5
E01023742,58.3,30.2,8.6,2.3,0.5
E01023946,54.7,34.6,7.8,2.3,0.5
E01023451,51.3,35.4,10.6,2.3,0.5
E01023471,59,30.4,7.8,2.3,0.5
E01023490,58,31.3,7.8,2.3,0.5
E01034472,57.7,33.1,6.4,2.3,0.5
E01000293,56.4,31.9,9,2.3,0.5
E01000477,54.5,33.1,9.6,2.3,0.5
E01000784,56.1,31.7,9.3,2.3,0.5
E01000809,53.3,34.4,9.5,2.3,0.5
E01000659,53.7,34.9,8.5,2.3,0.5
E01000886,60.8,28,8.4,2.3,0.5
E01001100,53.5,34.9,8.8,2.3,0.5
E01001804,72.7,19.8,4.7,2.3,0.5
E01002265,51.3,34.8,11.1,2.3,0.5
E01002482,50.8,37.2,9,2.3,0.5
E01002468,54.4,34.1,8.8,2.3,0.5
E01034617,53.7,33.4,10.2,2.3,0.5
E01002659,51.6,35.2,10.3,2.3,0.5
E01002849,65.4,26.2,5.6,2.3,0.5
E01002985,51.4,36.2,9.6,2.3,0.5
E01002983,54.9,32.1,10.2,2.3,0.5
E01002996,58.4,31.1,7.7,2.3,0.5
E01003255,55.6,33.2,8.4,2.3,0.5
E01003427,53.7,33.4,10.1,2.3,0.5
E01003418,51.4,34.4,11.4,2.3,0.5
E01003668,51.5,35.1,10.5,2.3,0.5
E01003939,61.6,30,5.6,2.3,0.5
E01004536,57.5,30.6,9.2,2.3,0.5
E01004492,60.5,27.6,9.1,2.3,0.5
E01016364,56.6,31.7,8.8,2.3,0.5
E01016476,56.3,32.7,8.3,2.3,0.5
E01016794,53.7,32.8,10.7,2.3,0.5
E01016979,59.9,29.7,7.5,2.3,0.5
E01017057,50.8,34.1,12.3,2.3,0.5
E01017636,47.6,38.1,11.6,2.3,0.5
E01017639,55.4,30.8,11.1,2.3,0.5
E01017872,53.3,33.3,10.5,2.3,0.5
E01021219,49.3,36.4,11.5,2.3,0.5
E01022659,51.8,35.5,10,2.3,0.5
E01022729,52.1,34.8,10.3,2.3,0.5
E01022862,49.8,36,11.4,2.3,0.5
E01023267,60.3,29.9,7.1,2.3,0.5
E01024819,53.7,33.4,10.2,2.3,0.5
E01035726,48.3,38.3,10.6,2.3,0.5
E01031592,55.1,33,9.1,2.3,0.5
E01014634,51.6,35.7,10,2.3,0.5
E01014560,60.9,29.3,7,2.3,0.5
E01014505,57.9,31.7,7.6,2.3,0.5
E01014855,51.5,34.3,11.4,2.3,0.5
E01035225,59.2,29.7,8.3,2.3,0.5
E01034860,59.8,27.3,10.2,2.3,0.5
E01031902,50,36.1,11.1,2.3,0.5
E01031999,52.9,33.1,11.2,2.3,0.5
E01034529,58.4,31.6,7.2,2.3,0.5
E01015422,51.1,34.8,11.2,2.3,0.5
E01020382,48.7,37,11.5,2.3,0.5
E01019905,51.9,33.7,11.6,2.3,0.5
E01034621,61.7,28.4,7.1,2.3,0.5
E01020019,58.8,29.7,8.6,2.3,0.5
E01035111,52.8,36.6,7.7,2.3,0.5
E01029128,50.7,35.9,10.6,2.3,0.5
E01027456,50.6,35.7,11.1,2.2,0.5
E01027403,47.8,38.6,10.9,2.2,0.5
E01012494,57.9,31,8.3,2.2,0.5
E01035391,59.9,28.6,8.8,2.2,0.5
E01032931,53.7,32.5,11,2.2,0.5
E01018569,53.9,33,10.5,2.2,0.5
E01018692,54.5,32.6,10.3,2.2,0.5
