LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01025381,45.4,32.8,15.5,4.5,1.8
E01005065,51.4,30.7,11.6,4.5,1.8
E01005999,46.2,33.2,14.3,4.5,1.8
E01006627,49.8,30.1,13.7,4.5,1.8
E01007588,45.3,35.8,12.5,4.5,1.8
E01013748,48.9,30.2,14.5,4.5,1.8
E01027025,44.9,35.7,13.2,4.5,1.8
E01019436,42.8,35.4,15.5,4.5,1.8
E01028380,40.6,35.8,17.3,4.5,1.8
E01028830,40.8,34.5,18.4,4.5,1.8
E01032275,41.5,37.2,14.9,4.5,1.8
E01033643,46.7,34.3,12.6,4.5,1.8
E01017482,48.6,29.7,15.5,4.5,1.8
E01021486,45.7,33.7,14.2,4.5,1.8
E01021812,41.6,35.7,16.4,4.5,1.8
E01026646,39.5,38.9,15.3,4.5,1.8
E01026701,35.5,39,19.2,4.5,1.8
E01023796,43.5,34.5,15.7,4.5,1.8
E01000028,52.3,29,12.4,4.5,1.8
E01001486,49,32.2,12.6,4.5,1.8
E01001430,50.5,32.1,11.2,4.5,1.8
E01002782,52.7,29,12,4.5,1.8
E01003576,46,34.3,13.4,4.5,1.8
E01003516,48,34.7,11,4.5,1.8
E01035721,54.6,28.3,10.9,4.5,1.8
E01035288,49.1,32.6,11.9,4.5,1.8
E01016987,51.2,31.1,11.5,4.5,1.8
E01031528,43,35.5,15.3,4.5,1.8
E01031547,45,36.6,12.1,4.5,1.8
E01014464,45.3,34.1,14.3,4.5,1.8
E01031853,40.8,37.2,15.6,4.5,1.8
E01027389,42.1,35.5,16.3,4.4,1.8
E01024904,45.6,33.5,14.7,4.4,1.8
E01025026,50.2,30.6,12.9,4.4,1.8
E01007554,46.4,34.2,13.3,4.4,1.8
E01010804,45.2,36.6,12.1,4.4,1.8
E01010838,48,35.6,10.2,4.4,1.8
E01010738,48.4,32.5,13,4.4,1.8
E01011463,43.8,33.9,16.1,4.4,1.8
E01021849,46.2,34.3,13.3,4.4,1.8
E01029996,43.8,34.3,15.7,4.4,1.8
E01001418,49.3,29.9,14.7,4.4,1.8
E01002802,60.3,23.6,9.9,4.4,1.8
E01031341,40,38.3,15.6,4.4,1.8
E01018784,45.2,35.1,13.5,4.4,1.8
E01012007,45.4,34.6,14,4.3,1.8
E01025198,48.5,32.3,13.1,4.3,1.8
E01006904,47,31,16,4.3,1.8
E01028938,43.9,34.9,15.1,4.3,1.8
E01009053,52,29.1,12.7,4.3,1.8
E01034927,51.7,30.9,11.4,4.3,1.8
E01009820,42.4,35.7,15.8,4.3,1.8
E01009995,44.1,34.7,15,4.3,1.8
E01000061,48.7,33.2,11.9,4.3,1.8
E01000336,49.6,31.4,12.9,4.3,1.8
E01000689,53.5,29.4,10.9,4.3,1.8
E01033863,50.3,30.9,12.6,4.3,1.8
E01003073,55.8,28.7,9.4,4.3,1.8
E01035495,52.5,30.3,11.1,4.3,1.8
E01031936,40.9,39,13.9,4.3,1.8
E01015380,40.9,36.7,16.4,4.3,1.8
E01007174,48.7,34.2,11.2,4.2,1.8
E01021422,40.4,39.1,14.4,4.2,1.8
E01021437,48.7,32.1,13.2,4.2,1.8
E01026814,45.1,34.5,14.4,4.2,1.8
E01033146,51.1,31.4,11.5,4.2,1.8
E01001791,50.3,33,10.6,4.2,1.8
E01001753,51.4,32.3,10.3,4.2,1.8
E01002325,44.3,35.7,14,4.2,1.8
E01003041,52,29.1,12.8,4.2,1.8
E01004266,48.1,33.2,12.7,4.2,1.8
E01024546,45.6,35.5,12.8,4.2,1.8
E01014574,48.3,31.8,14,4.2,1.8
E01018822,45.3,35.6,13.1,4.2,1.8
E01032044,49.8,31.8,12.5,4.2,1.8
E01019298,43.7,34.4,16,4.1,1.8
E01025580,43,36.6,14.5,4.1,1.8
E01005911,44.6,33.5,16.1,4.1,1.8
E01006925,50.9,29,14.1,4.1,1.8
E01011164,47.8,31.3,15,4.1,1.8
E01034584,46.5,33.8,13.9,4.1,1.8
E01013753,48,33.4,12.7,4.1,1.8
E01026369,39.7,38.1,16.4,4.1,1.8
E01031286,47.1,34,13,4.1,1.8
E01015816,41.3,34.5,18.3,4.1,1.8
E01015818,42.9,36.2,15,4.1,1.8
E01001267,44.6,36.9,12.5,4.1,1.8
E01002131,51.7,30.7,11.6,4.1,1.8
E01034208,46.3,33.7,14.1,4.1,1.8
E01020225,44.5,34.7,14.9,4.1,1.8
E01008179,43.1,36.3,14.9,4,1.8
E01006994,49.1,32.9,12.2,4,1.8
E01034982,47.1,34.3,12.9,4,1.8
E01011366,46.2,34.4,13.6,4,1.8
E01027350,40.6,35.5,18.2,4,1.8
E01025953,45.6,34.2,14.5,4,1.8
E01031208,47.1,34.8,12.3,4,1.8
E01003331,49.4,30.8,13.9,4,1.8
E01004323,49.8,33.7,10.7,4,1.8
E01016065,42.6,38.5,13.1,4,1.8
E01022778,46,33.6,14.6,4,1.8
E01031465,49,33.9,11.3,4,1.8
E01027445,43.2,34.8,16.2,3.9,1.8
E01035382,50,32.4,11.8,3.9,1.8
E01019657,43.8,33.7,16.8,3.9,1.8
E01028847,46.6,35.9,11.9,3.9,1.8
E01033630,49.3,32.4,12.6,3.9,1.8
E01009390,46,34.6,13.7,3.9,1.8
E01009033,47,33.7,13.6,3.9,1.8
E01018120,45.1,35.9,13.3,3.9,1.8
E01018294,46,34.3,13.9,3.9,1.8
E01000604,50.6,28.8,15,3.9,1.8
E01001436,50.1,32.2,12.1,3.9,1.8
E01001740,47.8,33.7,12.8,3.9,1.8
E01001822,59.3,25.9,9.1,3.9,1.8
E01003206,52.3,32.8,9.2,3.9,1.8
E01004109,48.6,34.5,11.3,3.9,1.8
E01016121,42.3,38.8,13.1,3.9,1.8
E01015317,49.8,32.7,11.9,3.9,1.8
E01015371,46.2,34.8,13.3,3.9,1.8
E01005505,48.2,33,13.2,3.8,1.8
E01006623,48.8,32.3,13.2,3.8,1.8
E01012774,45.6,34.7,14.1,3.8,1.8
E01033035,58.6,26.2,9.6,3.8,1.8
E01025838,47,34.5,13,3.8,1.8
E01010322,43.1,36,15.3,3.8,1.8
E01026437,38.6,38,17.8,3.8,1.8
E01002814,55.3,29.1,9.9,3.8,1.8
E01017666,44.9,34.1,15.3,3.8,1.8
E01031993,44.3,36.7,13.4,3.8,1.8
E01020252,46,35.4,13.1,3.8,1.8
E01025251,52.3,30.5,11.8,3.7,1.8
E01005957,45.5,33.6,15.4,3.7,1.8
E01007988,50,31.2,13.4,3.7,1.8
E01003932,53.3,30.6,10.7,3.7,1.8
E01034487,50,33.7,10.9,3.7,1.8
E01004571,50,33.9,10.5,3.7,1.8
E01021149,47.7,34.2,12.6,3.7,1.8
E01031552,42.8,38.1,13.5,3.7,1.8
E01034283,45.8,35.4,13.3,3.7,1.8
E01005245,53.4,29.6,11.5,3.6,1.8
E01010763,43.2,35,16.5,3.6,1.8
E01014021,45.6,34.1,15.1,3.6,1.8
E01021863,46.8,35.7,12.1,3.6,1.8
E01000379,50.9,33.5,10.1,3.6,1.8
E01000867,49.8,33.4,11.3,3.6,1.8
E01001826,65.8,20.7,8.2,3.6,1.8
E01002623,44,37.6,13,3.6,1.8
E01024367,51,30.7,12.9,3.6,1.8
E01019996,49.7,33.4,11.5,3.6,1.8
E01013917,46,35.6,13.1,3.5,1.8
E01025674,45.1,37.3,12.3,3.5,1.8
E01014016,43.8,35.7,15.2,3.5,1.8
E01014079,47.4,34,13.3,3.5,1.8
E01002738,58.3,27,9.4,3.5,1.8
E01003061,52.5,31.4,10.8,3.5,1.8
E01033214,48.8,34,11.9,3.5,1.8
E01015225,44,35.7,15,3.5,1.8
E01019063,47.6,32.3,14.8,3.5,1.8
E01025094,45.8,36.9,12.1,3.4,1.8
E01005161,46.9,34.7,13.2,3.4,1.8
E01027000,46.7,33.8,14.3,3.4,1.8
E01030101,43.7,37.3,13.8,3.4,1.8
E01003111,50.2,30.9,13.7,3.4,1.8
E01003636,48.9,33.8,12.1,3.4,1.8
E01028000,44.4,35.8,14.6,3.3,1.8
E01017543,44.6,36.2,14,3.3,1.8
E01002858,53.6,28.9,12.3,3.3,1.8
E01003374,47.8,33.7,13.3,3.3,1.8
E01020087,46.4,33.1,15.3,3.3,1.8
E01015902,47,36.1,11.9,3.2,1.8
E01015924,48.7,33.4,13,3.2,1.8
E01001956,54.4,29.1,11.6,3.2,1.8
E01033081,55.5,30.7,8.8,3.2,1.8
E01002982,44.9,35.2,14.9,3.2,1.8
E01003496,46.4,35.3,13.2,3.2,1.8
E01004151,51.6,31.6,11.9,3.2,1.8
E01033381,49.7,33.6,11.7,3.2,1.8
E01021650,50.4,32.9,11.9,3.1,1.8
E01001349,46.5,34.1,14.4,3.1,1.8
E01001293,41.3,39.4,14.4,3.1,1.8
E01004147,47.3,37.2,10.6,3.1,1.8
E01021055,44.1,38.1,13,3.1,1.8
E01004166,51.4,33.3,10.5,3,1.8
E01000903,53.8,29.5,12,2.9,1.8
E01003074,58.1,28.9,8.4,2.9,1.8
E01005177,53,31.8,10.7,2.7,1.8
E01008151,51,35.2,9.3,2.7,1.8
E01027202,50.3,33.6,11.6,2.7,1.8
E01000274,55.6,30.8,9,2.7,1.8
E01001679,55.8,29.1,10.6,2.7,1.8
E01001808,72.1,17.8,5.7,2.7,1.8
E01034206,56.8,29.6,9.2,2.6,1.8
E01030630,51.6,32.5,11.5,2.6,1.8
E01001246,51.2,34.6,9.9,2.5,1.8
E01000340,49.4,34.3,12.1,2.4,1.8
E01019139,33.2,34.9,19.6,10.5,1.7
E01004859,37.5,28.5,22.4,9.9,1.7
E01027415,35,32.2,21.7,9.4,1.7
E01008219,44.2,28.5,16.7,9,1.7
E01009101,41,30.5,17.9,8.9,1.7
E01034864,32.6,34.9,22,8.8,1.7
E01014108,43.4,31,15.3,8.6,1.7
E01027431,36.3,35.3,18.2,8.5,1.7
E01008652,38.7,33.2,17.9,8.5,1.7
E01008299,39.3,33.2,17.4,8.4,1.7
E01006760,41.8,32.2,16,8.3,1.7
E01027954,37.4,35.3,17.2,8.3,1.7
E01010368,39.6,33.1,17.3,8.3,1.7
E01027422,37.9,32.6,19.7,8.2,1.7
E01018550,41.8,30.4,17.9,8.2,1.7
E01024857,44.4,30.2,15.5,8.2,1.7
E01007005,43.2,30.4,16.5,8.2,1.7
E01007800,39.9,32.1,18.2,8.2,1.7
E01008851,43.1,30.5,16.6,8.1,1.7
E01006700,38.7,33.2,18.3,8.1,1.7
E01006981,40.3,32.5,17.4,8.1,1.7
E01019515,39.1,34.1,17,8.1,1.7
E01028229,35.8,35.5,19,8.1,1.7
E01024975,32.3,37.1,20.9,8,1.7
E01010178,42.4,31.1,16.8,8,1.7
E01019115,36.4,35.1,19,7.9,1.7
E01019246,36.4,35.4,18.7,7.9,1.7
E01012314,40.1,34.3,16.2,7.8,1.7
E01007216,41.9,33.6,15.1,7.8,1.7
E01007736,44,31.5,15,7.8,1.7
E01011977,40.8,32.7,17.1,7.7,1.7
E01025524,40.1,32.8,17.7,7.7,1.7
E01010979,36.9,35.7,17.9,7.7,1.7
E01028257,40.5,33.2,17,7.7,1.7
E01033237,40.1,34.6,15.9,7.7,1.7
E01020349,34,36.2,20.5,7.7,1.7
E01029105,42.5,31.9,16.3,7.7,1.7
E01020780,41.9,31.5,17.3,7.6,1.7
E01008858,37.8,36.6,16.2,7.6,1.7
E01012646,41.6,32.4,16.7,7.6,1.7
E01005381,46.3,31.3,13,7.6,1.7
E01011759,40.4,34.5,15.8,7.6,1.7
E01032234,43,31.5,16.2,7.6,1.7
E01019950,35.8,36.1,18.8,7.6,1.7
E01025293,42.7,34,14,7.5,1.7
E01018730,38.9,33.2,18.8,7.4,1.7
E01025161,33.9,37.2,19.9,7.4,1.7
E01006855,44.9,31.6,14.4,7.4,1.7
E01007486,31.9,36.2,22.8,7.4,1.7
E01028029,39.7,33.2,17.9,7.4,1.7
E01010294,36.2,36.9,17.7,7.4,1.7
E01021997,37.2,36.8,16.9,7.4,1.7
E01003486,41.7,34.6,14.7,7.4,1.7
E01008267,41,30.9,19.1,7.3,1.7
E01008232,43,32.7,15.3,7.3,1.7
E01004926,46.4,31.5,13.2,7.3,1.7
E01004927,46.5,30.6,14,7.3,1.7
E01019544,35.9,35.4,19.6,7.3,1.7
E01019650,37.4,33.5,20.1,7.3,1.7
E01029499,39.1,35.6,16.3,7.3,1.7
E01030279,36.3,35.8,18.9,7.3,1.7
E01020811,41.7,33.5,15.9,7.2,1.7
E01020880,42.6,31.9,16.6,7.2,1.7
E01025371,41.2,33.1,16.7,7.2,1.7
E01025606,42.8,30.3,18.1,7.2,1.7
E01005527,47.7,29.9,13.5,7.2,1.7
E01008077,35.6,38.7,16.7,7.2,1.7
E01010910,40.9,33.6,16.5,7.2,1.7
E01010532,36.9,37.7,16.4,7.2,1.7
E01004177,42.4,34.7,14.1,7.2,1.7
E01031427,43.4,33.2,14.5,7.2,1.7
E01015162,41.2,34.6,15.3,7.2,1.7
E01008573,39.7,35.9,15.5,7.1,1.7
E01019137,36.9,35.4,18.9,7.1,1.7
E01007487,41.7,34.3,15.2,7.1,1.7
E01011746,45.5,32.6,13.1,7.1,1.7
E01019543,40.8,34.3,16,7.1,1.7
E01035133,33,36.4,21.7,7.1,1.7
E01026869,38.9,34.8,17.4,7.1,1.7
E01035274,43.8,31.9,15.5,7.1,1.7
E01020502,40.8,35,15.4,7.1,1.7
E01019289,46.4,32.4,12.4,7,1.7
E01033977,44.3,33.5,13.5,7,1.7
E01006360,40.7,34.2,16.4,7,1.7
E01010748,42.7,32.9,15.7,7,1.7
E01011466,39.7,34.5,17.2,7,1.7
E01026012,34.1,36.6,20.6,7,1.7
E01022035,32.1,40.6,18.6,7,1.7
E01017103,42.5,33.5,15.3,7,1.7
E01018928,40.5,32.4,18.4,7,1.7
E01008404,42.4,33.3,15.7,6.9,1.7
E01008535,37.3,36.3,17.7,6.9,1.7
E01008823,38.3,34.8,18.4,6.9,1.7
E01005484,43.2,34.6,13.6,6.9,1.7
E01008118,41.4,31.6,18.5,6.9,1.7
E01032487,40.9,34.8,15.7,6.9,1.7
E01033167,42.3,33.9,15.2,6.9,1.7
E01029979,41.5,32.3,17.6,6.9,1.7
E01023914,43.2,31.9,16.3,6.9,1.7
E01024486,33.5,36.8,21.1,6.9,1.7
E01012350,38.9,35.8,16.8,6.8,1.7
E01020899,40,34.8,16.7,6.8,1.7
E01025000,40.6,35.4,15.6,6.8,1.7
E01025092,38.3,37.2,16.1,6.8,1.7
E01004931,38.9,33.6,19,6.8,1.7
E01011856,42.2,34.7,14.7,6.8,1.7
E01027131,37.2,37.1,17.1,6.8,1.7
E01033782,43.6,32.3,15.7,6.8,1.7
E01029824,42.4,32.9,16.2,6.8,1.7
E01024702,38.9,34.8,17.9,6.8,1.7
E01024651,38.8,34.8,18,6.8,1.7
E01032941,39.4,36,16.1,6.8,1.7
E01012113,43.2,35.3,13.2,6.7,1.7
E01008339,44.7,31.4,15.5,6.7,1.7
E01008291,49.3,27.8,14.5,6.7,1.7
E01008496,43.6,33.4,14.6,6.7,1.7
E01033076,47.6,31.1,12.8,6.7,1.7
E01024907,41.1,33.3,17.2,6.7,1.7
E01025594,35.6,38.7,17.2,6.7,1.7
E01006495,49.5,29.1,13,6.7,1.7
E01006656,45.1,31.5,15,6.7,1.7
E01012917,39.8,36.6,15.2,6.7,1.7
E01012943,36.5,36.7,18.4,6.7,1.7
E01013201,41.1,33.7,16.9,6.7,1.7
E01011504,45.5,30.3,15.7,6.7,1.7
E01013456,40.1,35.1,16.4,6.7,1.7
E01026277,40.1,36,15.4,6.7,1.7
E01028067,41.9,33.4,16.3,6.7,1.7
E01029575,39.5,34.6,17.4,6.7,1.7
E01032194,38.6,36,17,6.7,1.7
E01010129,43.3,32.3,16.1,6.7,1.7
E01024616,39.5,33.3,18.8,6.7,1.7
E01019922,41.7,33.7,16.2,6.7,1.7
E01020711,39.1,35,17.6,6.6,1.7
E01008856,37,38.3,16.4,6.6,1.7
E01018402,38.1,36.6,17.1,6.6,1.7
E01018714,38.1,35.5,18.2,6.6,1.7
E01025183,42.5,33.8,15.4,6.6,1.7
E01025586,39.1,35.4,17.2,6.6,1.7
E01005032,42.7,29.8,19.3,6.6,1.7
E01005292,42.5,33.6,15.6,6.6,1.7
E01005960,44.9,30.7,16.2,6.6,1.7
E01012788,41.6,35.2,14.9,6.6,1.7
E01008101,42.7,33.6,15.4,6.6,1.7
E01011840,40.5,36.5,14.8,6.6,1.7
E01026256,36.9,35.5,19.4,6.6,1.7
E01028247,41.7,35.4,14.5,6.6,1.7
E01014247,39.7,34.3,17.7,6.6,1.7
E01032187,39.4,36.7,15.5,6.6,1.7
E01009756,45.6,32.1,14,6.6,1.7
E01009906,38.9,34.3,18.5,6.6,1.7
E01010566,43.7,34,14,6.6,1.7
E01026583,40.5,34.7,16.6,6.6,1.7
E01016171,41.7,35.5,14.5,6.6,1.7
E01017281,42.9,34.2,14.6,6.6,1.7
E01023972,42.7,32.6,16.4,6.6,1.7
E01015058,46.1,29.5,16,6.6,1.7
E01015060,44.1,32.2,15.4,6.6,1.7
E01015341,44.8,31.7,15.1,6.6,1.7
E01027361,35.3,34.7,21.8,6.5,1.7
E01008173,38.4,36.9,16.5,6.5,1.7
E01024866,39.4,34.5,17.9,6.5,1.7
E01025097,43.6,33.5,14.7,6.5,1.7
E01025536,46.2,30,15.6,6.5,1.7
E01004887,41.1,36.6,14.1,6.5,1.7
E01006887,45.2,30.1,16.5,6.5,1.7
E01007496,46.6,30.1,15,6.5,1.7
E01011519,46.9,32.5,12.4,6.5,1.7
E01013661,47.2,29.8,14.9,6.5,1.7
E01019571,39.6,33.9,18.3,6.5,1.7
E01026297,35.8,35.7,20.3,6.5,1.7
E01028068,40.1,31.5,20.2,6.5,1.7
E01029594,38.6,36.4,16.8,6.5,1.7
E01029859,41.9,34.3,15.6,6.5,1.7
E01032202,39.8,35.5,16.5,6.5,1.7
E01009043,44.4,33.4,14,6.5,1.7
E01009790,42.2,33.5,16,6.5,1.7
E01015248,39.1,35.2,17.6,6.5,1.7
E01015587,42,33,16.7,6.5,1.7
E01015442,43.4,30.9,17.5,6.5,1.7
E01020111,41.8,32.9,17.1,6.5,1.7
E01012061,47.2,31.7,12.9,6.4,1.7
E01020593,36.4,38,17.5,6.4,1.7
E01020896,40,35.4,16.5,6.4,1.7
E01008481,45.8,31,15.1,6.4,1.7
E01025526,40.8,33.8,17.3,6.4,1.7
E01005956,38.6,34.8,18.5,6.4,1.7
E01006620,48.4,28.2,15.3,6.4,1.7
E01007217,41.7,33.5,16.7,6.4,1.7
E01013284,39.5,34.4,18,6.4,1.7
E01032925,40.1,34.4,17.4,6.4,1.7
E01007683,42.1,35.6,14.2,6.4,1.7
E01026950,41.5,36.4,13.9,6.4,1.7
E01019471,40.4,34.5,16.9,6.4,1.7
E01026149,41.2,34.9,15.8,6.4,1.7
E01026183,38.3,35.5,18.2,6.4,1.7
E01026384,39.3,34.5,18.2,6.4,1.7
E01014196,38.2,35.3,18.3,6.4,1.7
E01029595,37.4,38.2,16.3,6.4,1.7
E01010447,40.6,34.5,16.8,6.4,1.7
E01030244,34.5,37.1,20.3,6.4,1.7
E01003487,46.4,32.1,13.5,6.4,1.7
E01017357,35.7,37.1,19,6.4,1.7
E01032879,35,36.4,20.5,6.4,1.7
E01024436,38.6,36.9,16.3,6.4,1.7
E01024777,39.7,36.5,15.6,6.4,1.7
E01014746,42.7,35.7,13.5,6.4,1.7
E01018933,42.8,33.6,15.5,6.4,1.7
E01020647,47.5,29.2,15.2,6.3,1.7
E01008874,40.6,35.3,16.2,6.3,1.7
E01019283,37.4,35.6,19.1,6.3,1.7
E01005256,48.6,29.6,13.8,6.3,1.7
E01005548,43.6,31.8,16.5,6.3,1.7
E01006832,46.1,32.4,13.6,6.3,1.7
E01012874,40,35.3,16.8,6.3,1.7
E01007715,45.9,32.8,13.3,6.3,1.7
E01019503,39.4,35.8,16.8,6.3,1.7
E01026353,39.5,35.8,16.7,6.3,1.7
E01028153,39.9,36,16.2,6.3,1.7
E01014337,41.2,36.5,14.3,6.3,1.7
E01010143,45.4,31.4,15.2,6.3,1.7
E01010531,39.3,34.9,17.8,6.3,1.7
E01015680,41.5,35,15.5,6.3,1.7
E01022023,37.8,35.1,19.1,6.3,1.7
E01000866,50.6,30,11.4,6.3,1.7
E01001602,46.2,32.7,13,6.3,1.7
E01021059,38.2,34.6,19.1,6.3,1.7
E01024243,41.9,32.9,17.2,6.3,1.7
E01012300,40.3,34.4,17.5,6.2,1.7
E01018482,41.7,34,16.4,6.2,1.7
E01018462,43.7,31.7,16.8,6.2,1.7
E01004802,45.9,31,15.2,6.2,1.7
E01007016,45.7,29,17.4,6.2,1.7
E01013291,40.8,34.4,16.9,6.2,1.7
E01008012,46.1,32.2,13.8,6.2,1.7
E01010680,40.6,34.7,16.8,6.2,1.7
E01011787,41.5,35,15.5,6.2,1.7
E01027034,38.3,35.9,17.9,6.2,1.7
E01027083,38.3,39.5,14.3,6.2,1.7
E01019572,38.4,34,19.7,6.2,1.7
E01026271,40.5,36.5,15.1,6.2,1.7
E01014152,44.1,33.1,15,6.2,1.7
E01029627,40.6,34.7,16.8,6.2,1.7
E01015789,47.3,31.1,13.7,6.2,1.7
E01026853,40.1,36.3,15.7,6.2,1.7
E01002069,45.5,33.3,13.2,6.2,1.7
E01004255,45.9,35,11.2,6.2,1.7
E01017340,36.3,38.1,17.7,6.2,1.7
E01021005,43.5,33.1,15.5,6.2,1.7
E01024239,42,34.2,16,6.2,1.7
E01024480,43.8,32.2,16.1,6.2,1.7
E01024685,40,35.2,16.9,6.2,1.7
E01031808,37.6,35.3,19.2,6.2,1.7
E01014948,41.9,35.4,14.7,6.2,1.7
E01015143,38.5,36.9,16.8,6.2,1.7
E01015238,41.3,34.2,16.6,6.2,1.7
E01027500,36.2,35.5,20.5,6.1,1.7
E01008658,41.1,32.2,18.9,6.1,1.7
E01025360,44.6,33.6,14.1,6.1,1.7
E01005191,45.8,32.6,13.8,6.1,1.7
E01006354,40.1,32.7,19.4,6.1,1.7
E01006323,41.3,35.4,15.6,6.1,1.7
E01007074,46.1,32.6,13.5,6.1,1.7
E01007550,41.3,34,16.9,6.1,1.7
E01007991,42,35.1,15.1,6.1,1.7
E01010653,42.2,34,16,6.1,1.7
E01013833,42.4,32.9,16.9,6.1,1.7
E01019549,39,36.9,16.4,6.1,1.7
E01014208,40.9,36.9,14.5,6.1,1.7
E01009301,40.8,35.5,15.9,6.1,1.7
E01009893,45.5,34,12.6,6.1,1.7
E01009741,39.7,36,16.5,6.1,1.7
E01009942,43.6,32.3,16.4,6.1,1.7
E01021327,40.4,35.5,16.4,6.1,1.7
E01026598,38.7,38.1,15.4,6.1,1.7
E01000121,45,31,16.2,6.1,1.7
E01003070,48.5,31.1,12.7,6.1,1.7
E01004055,48.2,30.3,13.8,6.1,1.7
E01017053,42.7,33.3,16.2,6.1,1.7
E01017332,40.3,35.1,16.7,6.1,1.7
E01020928,38,36.1,18.1,6.1,1.7
E01014630,44.2,34,14.1,6.1,1.7
E01032118,42.4,34.1,15.8,6.1,1.7
E01029072,39.3,37.7,15.3,6.1,1.7
E01029292,35.6,38.7,17.9,6.1,1.7
E01012282,41.1,34.7,16.4,6,1.7
E01008513,44.6,31.1,16.6,6,1.7
E01019221,43.6,34.2,14.4,6,1.7
E01005565,46.6,30.4,15.4,6,1.7
E01005723,48.4,30.4,13.5,6,1.7
E01005982,41.2,35.9,15.2,6,1.7
E01007628,43.6,30.6,18.1,6,1.7
E01007776,42,33.8,16.5,6,1.7
E01007963,39.4,35.9,17.1,6,1.7
E01010779,41.6,35,15.8,6,1.7
E01011781,46,31.9,14.4,6,1.7
E01019536,45.3,31.2,15.7,6,1.7
E01019821,37.1,37,18.2,6,1.7
E01028211,43,34,15.3,6,1.7
E01014115,41.9,36,14.4,6,1.7
E01018087,38.9,35.2,18.1,6,1.7
E01035140,42.6,33.5,16.2,6,1.7
E01030952,44.6,34.5,13.1,6,1.7
E01014781,40.1,32.8,19.4,6,1.7
E01015183,40.5,34,17.9,6,1.7
E01022383,46.1,31.7,14.5,6,1.7
E01008202,41.8,34.7,16,5.9,1.7
E01025376,43.2,33.3,16,5.9,1.7
E01025603,39.4,34.6,18.3,5.9,1.7
E01005653,48.8,31.5,12.2,5.9,1.7
E01006126,45.1,32.4,15,5.9,1.7
E01012878,44.3,32.3,15.9,5.9,1.7
E01007436,42.4,34.5,15.5,5.9,1.7
E01007531,42.5,32.6,17.2,5.9,1.7
E01008148,43,34.1,15.3,5.9,1.7
E01008122,45.9,30.2,16.3,5.9,1.7
E01007885,46,34.2,12.2,5.9,1.7
E01010622,44.1,35,13.3,5.9,1.7
E01013550,39.6,36.9,16,5.9,1.7
E01027967,38.9,37.1,16.5,5.9,1.7
E01013995,43.8,35.1,13.5,5.9,1.7
E01014106,42.1,33.8,16.6,5.9,1.7
E01029560,42.4,32.8,17.2,5.9,1.7
E01029682,39.5,36,16.8,5.9,1.7
E01029715,41.5,35.3,15.5,5.9,1.7
E01009015,47.4,31.3,13.8,5.9,1.7
E01009577,46.6,31,14.8,5.9,1.7
E01026634,42.8,33.8,15.8,5.9,1.7
E01033937,47.9,32.8,11.7,5.9,1.7
E01033864,50.3,27.8,14.2,5.9,1.7
E01004088,41.9,34.3,16.2,5.9,1.7
E01017168,43.6,32.4,16.4,5.9,1.7
E01024747,44,32.2,16.2,5.9,1.7
E01014463,37.2,34.5,20.7,5.9,1.7
E01014685,46.6,32.8,13,5.9,1.7
E01014774,40.2,37.4,14.8,5.9,1.7
E01014991,42.1,34.9,15.5,5.9,1.7
E01015037,45.7,33.3,13.5,5.9,1.7
E01019070,39.7,34.6,18.1,5.9,1.7
E01019034,44.2,31.9,16.3,5.9,1.7
E01020729,41.7,35.9,14.9,5.8,1.7
E01012423,44.6,34,13.9,5.8,1.7
E01018748,44.7,31.7,16.1,5.8,1.7
E01025050,45.5,32.1,14.9,5.8,1.7
E01006652,46.9,31.7,14,5.8,1.7
E01006819,43,32.4,17.1,5.8,1.7
E01007479,37.5,34.3,20.7,5.8,1.7
E01013502,46.1,31.5,14.9,5.8,1.7
E01013832,41.6,36.7,14.2,5.8,1.7
E01014166,40.2,34.2,18,5.8,1.7
E01029452,39.8,35.7,17.1,5.8,1.7
E01029811,43.3,33.7,15.5,5.8,1.7
E01029783,39,35.6,17.8,5.8,1.7
E01009709,52.6,27.3,12.6,5.8,1.7
E01009769,40.7,36.7,15.1,5.8,1.7
E01015757,46,30.8,15.6,5.8,1.7
E01021636,42.8,33.1,16.6,5.8,1.7
E01001052,49.4,29.4,13.8,5.8,1.7
E01016908,41.1,35.1,16.2,5.8,1.7
E01017308,40.8,34.2,17.5,5.8,1.7
E01021076,41.1,35.6,15.8,5.8,1.7
E01022968,42.5,35.2,14.9,5.8,1.7
E01022913,40.6,36.6,15.3,5.8,1.7
E01024588,41.3,35,16.2,5.8,1.7
E01024717,45.5,32.2,14.8,5.8,1.7
E01015148,41.7,34.4,16.3,5.8,1.7
E01015555,39.8,35.5,17.2,5.8,1.7
E01020104,42.7,36.7,13.2,5.8,1.7
E01022241,38.2,34.6,19.7,5.8,1.7
E01029131,42.8,33.2,16.5,5.8,1.7
E01029133,36,39.2,17.2,5.8,1.7
E01020669,41.3,36.8,14.5,5.7,1.7
E01020681,43.2,33.4,16,5.7,1.7
E01033205,42.3,34.2,16.1,5.7,1.7
E01033718,43.1,35.4,14.2,5.7,1.7
E01008678,42.3,33.9,16.5,5.7,1.7
E01008770,43.1,35.2,14.3,5.7,1.7
E01018483,42.9,32.9,16.7,5.7,1.7
E01018316,44,32.9,15.7,5.7,1.7
E01006002,42.7,36.1,13.8,5.7,1.7
