LSOA code,Less than 5km,5km to less than 20km,20km to less than 40km,40km and over,"Works mainly at an offshore installation, in no fixed place, or outside the UK",Works mainly from home
E01009002,25.5086072,30.20344288,1.877934272,2.816901408,16.43192488,23.16118936
E01009003,23.92156863,27.05882353,3.267973856,2.483660131,11.76470588,31.50326797
E01009005,24.61734694,29.08163265,3.698979592,1.658163265,11.35204082,29.59183673
E01009006,24.57420925,30.2919708,3.406326034,1.216545012,14.35523114,26.15571776
E01009007,27.10495963,31.94925029,3.229527105,1.038062284,13.26412918,23.41407151
E01009008,26,27.14285714,2.714285714,1.428571429,12.57142857,30.14285714
E01009009,25.70162482,28.65583456,2.658788774,1.920236337,12.55539143,28.50812408
E01009011,26.32944228,29.57198444,4.409857328,1.556420233,13.22957198,24.90272374
E01009012,25.84269663,27.52808989,3.93258427,2.668539326,14.3258427,25.70224719
E01009013,25.93856655,30.26166098,3.412969283,2.04778157,13.87940842,24.4596132
E01009014,27.48004561,27.82212087,3.762827822,3.534777651,16.87571266,20.52451539
E01009015,30.01328021,25.76361222,3.585657371,1.328021248,13.54581673,25.76361222
E01009016,31.28038898,29.17341977,2.431118314,1.458670989,17.50405186,18.15235008
E01009017,31.738437,24.72089314,3.827751196,2.392344498,19.45773525,17.86283892
E01009018,24.93188011,27.52043597,3.269754768,1.771117166,17.84741144,24.65940054
E01009019,34.6483705,25.38593482,3.602058319,2.229845626,20.24013722,13.89365352
E01009020,36.21262458,23.75415282,4.651162791,0.664451827,16.44518272,18.27242525
E01009021,33.67198839,30.91436865,3.047895501,1.596516691,15.67489115,15.09433962
E01009022,28.31737346,25.58139535,3.41997264,1.504787962,17.23666211,23.93980848
E01009023,25.34435262,22.58953168,3.719008264,3.03030303,15.0137741,30.3030303
E01009024,29.54876274,27.65647744,3.639010189,2.183406114,17.75836972,19.2139738
E01009025,33.70786517,29.85553772,2.086677368,2.247191011,18.61958266,13.48314607
E01009026,30.55162659,23.76237624,3.253182461,1.838755304,19.51909477,21.07496464
E01009028,33.2247557,27.36156352,3.745928339,2.931596091,20.68403909,12.05211726
E01009029,31.45454545,28.90909091,4,2,16.54545455,17.09090909
E01009030,26.4354067,23.92344498,4.425837321,3.229665072,13.15789474,28.8277512
E01009031,20.52565707,25.65707134,3.128911139,2.127659574,14.64330413,33.91739675
E01009032,25.16129032,26.70967742,3.741935484,1.806451613,12.77419355,29.80645161
E01009033,34.01084011,29.26829268,5.284552846,1.219512195,15.71815718,14.49864499
E01009034,22.33766234,26.49350649,3.246753247,1.688311688,12.33766234,33.8961039
E01009035,26.23152709,26.23152709,4.064039409,1.84729064,15.7635468,25.86206897
E01009036,19.47674419,27.76162791,3.343023256,1.01744186,12.20930233,36.19186047
E01009037,17.44627054,27.93931732,5.183312263,3.160556258,11.88369153,34.38685209
E01009039,20.55335968,28.32674572,3.425559947,1.581027668,13.30698287,32.80632411
E01009040,19.15393655,28.90716804,3.172737955,1.997649824,14.80611046,31.96239718
E01009041,20.77764277,24.30133657,4.738760632,1.579586877,13.12272175,35.4799514
E01009042,22.48062016,29.45736434,1.860465116,1.705426357,14.10852713,30.3875969
E01009043,25.27624309,28.45303867,3.17679558,2.486187845,16.85082873,23.75690608
E01009044,26.01476015,26.56826568,3.874538745,1.47601476,20.84870849,21.21771218
E01009045,26.435247,28.43791722,3.070761015,2.670226969,12.41655541,26.96929239
E01009046,23.31125828,23.97350993,3.841059603,2.119205298,12.58278146,34.17218543
E01009047,34.73684211,21.40350877,3.684210526,3.333333333,21.92982456,14.9122807
E01009048,29.6,26.56,2.4,2.88,18.24,20.32
E01009049,27.76911076,24.64898596,3.120124805,4.992199688,14.04056162,25.42901716
E01009050,27.04019488,24.11693057,3.53227771,3.166869671,16.93057247,25.21315469
E01009051,32.62786596,22.22222222,4.761904762,3.350970018,19.57671958,17.46031746
E01009053,36.42691415,25.52204176,4.408352668,3.944315545,14.84918794,14.84918794
E01009054,36.27118644,20.84745763,3.898305085,3.389830508,14.74576271,20.84745763
E01009056,27.7852349,25.23489933,3.087248322,4.563758389,14.36241611,24.96644295
E01009057,32.93718166,22.0713073,5.263157895,2.716468591,20.88285229,16.12903226
E01009058,37.63955343,19.77671451,5.263157895,4.784688995,17.70334928,14.83253589
E01009059,31.03448276,21.41560799,7.985480944,3.992740472,16.33393829,19.23774955
E01009060,37.20472441,21.45669291,3.346456693,2.165354331,21.45669291,14.37007874
E01009061,38.46153846,19.49910555,5.008944544,2.504472272,15.92128801,18.60465116
E01009062,31.93979933,21.57190635,5.016722408,4.180602007,22.24080268,15.05016722
E01009064,26.7768595,32.23140496,1.652892562,1.652892562,10.90909091,26.7768595
E01009065,25.77565632,19.57040573,2.983293556,2.625298329,6.563245823,42.48210024
E01009066,23.04785894,19.77329975,3.274559194,2.141057935,6.926952141,44.83627204
E01009067,24.23857868,22.08121827,2.918781726,2.411167513,5.456852792,42.89340102
E01009068,29.78482446,18.00679502,1.359003398,2.151755379,4.756511891,43.94110985
E01009069,30.15021459,17.27467811,1.716738197,2.575107296,6.330472103,41.9527897
E01009070,19.86928105,25.75163399,3.39869281,2.352941176,8.235294118,40.39215686
E01009071,26.06951872,22.19251337,3.475935829,2.540106952,7.486631016,38.23529412
E01009072,23.43909928,22.41555783,2.047082907,2.558853634,6.550665302,42.98874104
E01009073,25.54216867,33.73493976,2.409638554,3.614457831,15.90361446,18.79518072
E01009074,24.87046632,37.13298791,3.972366149,2.763385147,13.12607945,18.13471503
E01009075,35.13011152,17.65799257,2.788104089,1.672862454,13.01115242,29.73977695
E01009077,27.0155587,24.18670438,4.809052334,3.253182461,11.03253182,29.7029703
E01009078,25.76271186,20.33898305,2.711864407,3.559322034,9.152542373,38.47457627
E01009079,28.4,33.8,1.4,2.2,20.8,13.4
E01009080,30.22113022,37.1007371,3.194103194,2.211302211,15.72481572,11.54791155
E01009081,28.57142857,34.14043584,3.87409201,1.694915254,17.91767554,13.80145278
E01009082,30.11152416,33.82899628,2.602230483,2.973977695,17.10037175,13.38289963
E01009083,23.26007326,36.08058608,3.296703297,2.564102564,20.32967033,14.46886447
E01009084,22.37569061,33.42541436,4.696132597,3.729281768,15.8839779,19.88950276
E01009085,27.97927461,29.2746114,3.10880829,1.813471503,18.78238342,19.04145078
E01009086,28.16166884,27.11864407,4.43285528,2.477183833,19.81747066,17.99217731
E01009087,24.04870624,34.24657534,3.348554033,2.435312024,16.89497717,19.02587519
E01009088,27.49562172,33.62521891,4.028021016,1.576182137,13.66024518,19.61471103
E01009089,23.43499197,34.1894061,4.975922953,2.728731942,17.81701445,16.85393258
E01009090,26.63185379,27.54569191,4.177545692,2.872062663,19.97389034,18.79895561
E01009091,27.21617418,36.5474339,3.732503888,1.710730949,13.2192846,17.57387247
E01009092,32.9787234,32.44680851,2.659574468,1.95035461,17.0212766,12.94326241
E01009093,28.94308943,35.6097561,2.276422764,2.113821138,17.88617886,13.17073171
E01009094,28.59531773,32.44147157,3.846153846,1.505016722,19.56521739,14.04682274
E01009095,27.04485488,32.7176781,4.485488127,1.846965699,18.99736148,14.90765172
E01009096,34.81481481,36,2.814814815,2.37037037,10.96296296,13.03703704
E01009097,32.28882834,36.92098093,3.40599455,1.089918256,13.21525886,13.07901907
E01009098,28.75,27.95454545,2.954545455,1.704545455,14.88636364,23.75
E01009099,33.28025478,37.42038217,4.299363057,1.114649682,13.21656051,10.66878981
E01009100,25.83237658,28.24339839,2.870264064,1.607347876,14.35132032,27.09529277
E01009101,34.05315615,36.71096346,3.65448505,1.827242525,11.12956811,12.62458472
E01009102,28.52614897,33.75594295,3.486529319,2.377179081,14.7385103,17.11568938
E01009103,37.21374046,34.35114504,2.290076336,1.908396947,9.541984733,14.69465649
E01009104,33.48837209,31.47286822,5.271317829,3.100775194,13.17829457,13.48837209
E01009105,22.60024301,29.89064399,3.645200486,1.579586877,14.2162819,28.06804374
E01009106,31.07438017,32.0661157,4.297520661,2.479338843,13.71900826,16.36363636
E01009107,22.3198594,36.02811951,4.74516696,0.878734622,19.33216169,16.69595782
E01009108,15.90413943,36.81917211,5.010893246,1.089324619,10.45751634,30.71895425
E01009109,23.90438247,38.64541833,4.183266932,1.792828685,10.75697211,20.71713147
E01009110,20,35.67567568,6.306306306,1.261261261,14.95495495,21.8018018
E01009111,20.54208274,31.09843081,3.851640514,1.997146933,18.2596291,24.2510699
E01009112,21.61764706,35.14705882,3.235294118,1.911764706,14.55882353,23.52941176
E01009113,22.60692464,38.08553971,5.295315682,0.814663951,16.29327902,16.90427699
E01009114,24.68007313,42.96160878,2.376599634,2.193784278,14.25959781,13.52833638
E01009115,17.3553719,45.45454545,5.165289256,1.859504132,14.25619835,15.90909091
E01009116,16.360601,29.71619366,2.170283806,1.168614357,11.85308848,38.7312187
E01009117,31.29657228,35.61847988,3.129657228,0.745156483,13.56184799,15.64828614
E01009118,22.17054264,33.79844961,2.015503876,1.240310078,12.24806202,28.52713178
E01009119,20.80237741,31.94650817,3.714710253,2.377414562,10.2526003,30.9063893
E01009120,19.09547739,33.54271357,5.025125628,1.256281407,12.31155779,28.76884422
E01009122,30.81861958,39.64686998,3.210272873,1.444622793,14.44622793,10.43338684
E01009123,27.50373692,34.08071749,3.587443946,2.541106129,15.3961136,16.89088191
E01009124,29.00505902,34.06408094,4.721753794,3.035413153,17.03204047,12.14165261
E01009125,29.73333333,31.6,3.866666667,2.133333333,15.2,17.46666667
E01009126,31.48148148,26.63817664,3.988603989,0.854700855,15.52706553,21.50997151
E01009127,25.49019608,37.96791444,2.673796791,3.20855615,14.61675579,16.04278075
E01009128,27.36418511,36.01609658,3.018108652,2.213279678,17.30382294,14.08450704
E01009129,32.07855974,34.8608838,3.436988543,1.47299509,14.23895254,13.91162029
E01009130,31.13879004,37.54448399,2.669039146,1.779359431,16.5480427,10.3202847
E01009131,26.51646447,40.03466205,2.94627383,2.079722704,16.63778163,11.78509532
E01009132,30.65693431,33.57664234,1.277372263,1.642335766,18.43065693,14.41605839
E01009133,31.01604278,39.75044563,2.852049911,2.673796791,11.58645276,12.12121212
E01009134,24.61538462,42,2.615384615,3.384615385,16.46153846,10.92307692
E01009135,20.19543974,28.33876221,3.094462541,3.094462541,14.33224756,30.94462541
E01009136,28.40336134,35.96638655,2.18487395,2.016806723,14.28571429,17.14285714
E01009137,30.31301483,38.38550247,2.800658979,1.97693575,13.01482702,13.50906096
E01009138,32.00431034,20.15086207,4.202586207,3.879310345,12.06896552,27.69396552
E01009139,29.49640288,22.87769784,3.021582734,3.021582734,11.07913669,30.50359712
E01009140,26.37151107,19.92300289,4.908565929,3.657362849,9.432146295,35.70741097
E01009141,33.93442623,17.86885246,5.573770492,3.442622951,18.36065574,20.81967213
E01009143,38.10344828,17.93103448,5.172413793,3.103448276,18.27586207,17.4137931
E01009145,27.29306488,22.5950783,3.243847875,3.355704698,10.73825503,32.77404922
E01009146,30.9252218,15.84283904,5.449936629,5.449936629,10.2661597,32.06590621
E01009147,31.67082294,22.19451372,4.862842893,3.117206983,10.72319202,27.43142145
E01009151,29.55523673,23.95982783,4.160688666,2.582496413,17.36011478,22.38163558
E01009152,31.68908819,21.37518685,3.736920777,3.587443946,18.23617339,21.37518685
E01009153,30.86419753,24.07407407,2.962962963,2.716049383,16.66666667,22.71604938
E01009155,19.15367483,43.4298441,5.345211581,0.890868597,16.48106904,14.69933185
E01009157,25,43.75,4.637096774,1.814516129,13.91129032,10.88709677
E01009158,18.04586241,36.59022931,3.190428714,2.392821535,14.15752742,25.62313061
E01009159,15.02222222,38.13333333,4.177777778,2.044444444,10.84444444,29.77777778
E01009160,24.62845011,41.82590234,7.218683652,1.6985138,12.31422505,12.31422505
E01009161,19.1011236,41.57303371,4.494382022,2.621722846,14.41947566,17.79026217
E01009162,19.26729986,35.14246947,2.985074627,2.713704206,13.1614654,26.72998643
E01009164,15.67398119,39.02821317,5.485893417,2.194357367,16.30094044,21.31661442
E01009165,17.48807631,37.51987281,3.656597774,2.066772655,16.0572337,23.21144674
E01009166,17.82682513,33.10696095,3.565365025,2.20713073,13.24278438,30.05093379
E01009167,17.69784173,38.41726619,3.021582734,1.726618705,17.41007194,21.72661871
E01009168,19.30758988,36.88415446,4.260985353,1.331557923,15.17976032,23.03595206
E01009169,16.44970414,39.64497041,4.023668639,1.538461538,13.49112426,24.85207101
E01009170,19.84435798,33.59273671,4.798962387,1.945525292,16.8612192,22.95719844
E01009171,14.07702523,36.25498008,4.913678619,1.593625498,19.38911023,23.77158035
E01009172,28.24561404,42.28070175,4.561403509,2.105263158,10.35087719,12.45614035
E01009173,21.3190184,40.64417178,4.447852761,2.45398773,14.26380368,16.87116564
E01009174,18.83767535,40.68136273,5.811623246,1.603206413,18.63727455,14.42885772
E01009175,20.40816327,22.44897959,2.678571429,1.530612245,9.43877551,43.49489796
E01009176,25.03556188,23.18634424,3.698435277,1.422475107,13.51351351,33.14366999
E01009177,21.23655914,18.9516129,2.822580645,1.075268817,10.34946237,45.56451613
E01009178,22.36686391,17.15976331,3.195266272,1.538461538,10.65088757,45.0887574
E01009179,19.43699732,24.79892761,3.887399464,1.742627346,11.66219839,38.47184987
E01009182,35.15248796,13.64365971,2.568218299,2.889245586,13.80417335,31.94221509
E01009183,26.84144819,18.85143571,3.245942572,3.620474407,7.116104869,40.32459426
E01009184,26.23762376,15.0990099,2.351485149,1.732673267,7.178217822,47.4009901
E01009185,21.83462532,18.73385013,2.325581395,1.679586563,10.46511628,44.96124031
E01009186,21.35355893,20.65344224,3.383897316,1.983663944,9.801633606,42.82380397
E01009187,21.67414051,19.28251121,2.391629297,1.046337818,8.071748879,47.53363229
E01009188,19.82248521,14.20118343,1.479289941,1.331360947,7.98816568,55.17751479
E01009189,20.67381317,19.75497703,2.143950995,2.450229709,7.350689127,47.62633997
E01009192,36.24401914,21.88995215,5.14354067,2.033492823,16.98564593,17.70334928
E01009195,39.21052632,19.47368421,3.026315789,3.289473684,23.42105263,11.57894737
E01009197,38.14616756,20.67736185,4.278074866,2.317290553,18.3600713,16.22103387
E01009199,37.36654804,20.6405694,5.693950178,2.846975089,11.5658363,21.886121
E01009200,31.30287648,22.33502538,6.429780034,3.384094755,14.21319797,22.33502538
E01009201,37.79385172,23.68896926,5.605786618,1.98915009,17.35985533,13.56238698
E01009202,32.88461538,28.84615385,3.846153846,1.346153846,21.53846154,11.53846154
E01009204,36.20071685,21.50537634,4.838709677,1.612903226,20.43010753,15.41218638
E01009205,19.60784314,28.99159664,3.50140056,1.680672269,14.28571429,31.93277311
E01009206,21.58774373,32.03342618,3.203342618,1.253481894,14.06685237,27.8551532
E01009207,20.95357591,33.24968632,3.513174404,1.254705144,12.79799247,28.23086575
E01009208,17.93721973,30.38116592,3.139013453,1.68161435,12.44394619,34.41704036
E01009209,22.54098361,32.68442623,2.766393443,2.868852459,13.42213115,25.71721311
E01009210,23.28042328,33.33333333,4.497354497,0.793650794,13.35978836,24.73544974
E01009211,19.17241379,29.10344828,4.137931034,2.344827586,13.37931034,31.86206897
E01009212,22.20520674,34.30321593,3.675344564,1.684532925,21.2863706,16.84532925
E01009213,16.2601626,37.23577236,3.25203252,2.601626016,16.42276423,24.22764228
E01009214,24.04692082,38.56304985,4.252199413,1.759530792,16.56891496,14.80938416
E01009215,23.82608696,39.47826087,3.652173913,1.739130435,14.95652174,16.34782609
E01009216,21.01449275,33.09178744,4.347826087,1.811594203,16.18357488,23.55072464
E01009217,18.42439644,37.73824651,4.828462516,1.65184244,13.85006353,23.50698856
E01009218,20.63953488,22.6744186,4.360465116,1.598837209,9.738372093,40.98837209
E01009219,21.10091743,34.40366972,3.058103976,1.681957187,12.3853211,27.37003058
E01009220,22.99465241,42.51336898,2.139037433,1.737967914,16.84491979,13.77005348
E01009221,22.9787234,33.75886525,2.269503546,1.843971631,20,19.14893617
E01009222,21.53589316,45.74290484,3.005008347,1.669449082,14.1903172,13.85642738
E01009223,12.70053476,43.98395722,2.272727273,1.871657754,16.97860963,22.19251337
E01009224,22.68041237,35.49337261,2.9455081,1.914580265,16.34756996,20.6185567
E01009225,17.19008264,44.1322314,1.818181818,1.652892562,17.02479339,18.18181818
E01009226,20.87591241,38.24817518,2.773722628,0.437956204,14.59854015,23.06569343
E01009227,22.34567901,33.58024691,1.728395062,1.111111111,18.27160494,22.96296296
E01009228,22.83044059,36.58210948,2.403204272,0.801068091,16.68891856,20.69425901
E01009229,21.47651007,35.83892617,2.281879195,2.013422819,16.10738255,22.28187919
E01009230,26.30098453,33.19268636,1.969057665,0.843881857,18.56540084,19.12798875
E01009231,27.40213523,32.38434164,2.609727165,1.779359431,15.53973903,20.28469751
E01009232,24.69135802,31.01851852,1.234567901,2.00617284,17.12962963,23.91975309
E01009233,25.57377049,39.18032787,2.786885246,1.967213115,17.54098361,12.95081967
E01009234,25.39893617,36.30319149,1.728723404,1.329787234,13.29787234,21.94148936
E01009235,17.4796748,35.09485095,2.16802168,1.89701897,14.36314363,28.99728997
E01009236,23.41954023,38.50574713,2.586206897,2.729885057,11.35057471,21.40804598
E01009237,21.26623377,36.36363636,2.922077922,1.785714286,15.42207792,22.24025974
E01009238,16.61931818,33.52272727,2.556818182,3.125,16.33522727,27.84090909
E01009239,28.6701209,27.80656304,2.936096718,2.763385147,18.13471503,19.68911917
E01009240,25.49923195,27.80337942,3.379416283,2.304147465,14.90015361,26.11367127
E01009241,24.04730618,28.77792378,4.336399474,2.102496715,15.24310118,25.49277267
E01009242,32.24299065,25.35046729,3.738317757,3.271028037,12.14953271,23.24766355
E01009243,17.04805492,38.21510297,2.631578947,2.517162471,12.81464531,26.77345538
E01009244,20.68584071,38.27433628,3.097345133,1.659292035,13.60619469,22.67699115
E01009245,18.75,35.625,3.75,1.875,11.25,28.75
E01009246,14.24657534,39.8630137,3.698630137,0.95890411,15.75342466,25.47945205
E01009247,15.50802139,38.10160428,2.139037433,1.604278075,16.31016043,26.3368984
E01009248,19.72318339,38.29296424,2.537485582,2.076124567,12.68742791,24.6828143
E01009249,21.34062927,28.59097127,3.967168263,0.683994528,11.76470588,33.65253078
E01009250,21.09974425,33.1202046,3.836317136,2.046035806,14.1943734,25.70332481
E01009251,17.98657718,29.93288591,2.55033557,3.087248322,9.932885906,36.51006711
E01009252,21.0965435,26.93682956,3.098927294,2.264600715,7.628128725,38.9749702
E01009253,22.42503259,32.20338983,2.737940026,2.477183833,12.25554107,27.90091265
E01009254,26.23828648,28.51405622,4.149933066,2.008032129,12.31593039,26.77376171
E01009255,25.56053812,31.98804185,2.840059791,1.644245142,14.05082212,23.91629297
E01009256,25,28.38235294,3.823529412,2.352941176,14.70588235,25.73529412
E01009257,22.61001517,35.35660091,3.793626707,3.338391502,15.02276176,19.87860395
E01009258,29.54545455,32.95454545,3.977272727,1.893939394,14.96212121,16.66666667
E01009259,23.45890411,35.95890411,3.253424658,1.883561644,17.97945205,17.46575342
E01009260,24.20027816,24.33936022,4.867872045,3.894297636,6.954102921,35.74408901
E01009261,19.03553299,30.32994924,2.411167513,2.411167513,12.18274112,33.62944162
E01009262,26.54545455,24.72727273,3.03030303,2.909090909,13.21212121,29.57575758
E01009263,25.1223491,24.14355628,3.262642741,2.936378467,13.2137031,31.32137031
E01009264,21.69154229,34.4278607,3.781094527,3.781094527,9.651741294,26.66666667
E01009265,30.80357143,23.51190476,2.380952381,2.232142857,16.66666667,24.4047619
E01009266,33.12202853,24.56418384,3.169572108,5.863708399,17.27416799,16.00633914
E01009267,28.0155642,24.77302205,4.02075227,2.594033722,12.06225681,28.53437095
E01009268,33.07332293,23.71294852,4.212168487,2.184087363,15.1326053,21.68486739
E01009269,30.73770492,26.2295082,3.278688525,2.868852459,24.18032787,12.70491803
E01009270,37.5,21.2962963,3.395061728,2.469135802,20.0617284,15.27777778
E01009271,33.33333333,31.06060606,4.545454545,2.651515152,17.42424242,10.98484848
E01009272,28.62903226,31.85483871,4.233870968,1.612903226,15.52419355,18.14516129
E01009273,33.93177738,23.33931777,3.9497307,3.231597846,20.10771993,15.43985637
E01009274,30.98591549,25.86427657,4.737516005,2.944942382,18.05377721,17.41357234
E01009275,33.88888889,26.2962963,3.148148148,2.962962963,19.25925926,14.44444444
E01009276,20.53691275,33.15436242,4.026845638,1.342281879,12.48322148,28.45637584
E01009278,28.52071006,23.55029586,2.840236686,2.603550296,11.36094675,31.12426036
E01009279,21.76966292,28.79213483,3.792134831,2.808988764,11.79775281,31.03932584
E01009280,24.6798603,24.79627474,2.328288708,2.561117579,6.519208382,39.11525029
E01009281,21.4527027,22.46621622,2.702702703,1.351351351,7.939189189,44.08783784
E01009282,23.81615599,24.37325905,2.924791086,2.506963788,11.00278552,35.37604457
E01009283,27.24719101,14.46629213,1.966292135,2.808988764,8.56741573,44.94382022
E01009284,22.91853178,19.33751119,3.670546106,8.236347359,8.683974933,37.15308863
E01009286,23.61111111,16.46825397,2.579365079,10.11904762,11.50793651,35.71428571
E01009288,30.42553191,15.95744681,4.255319149,3.404255319,7.446808511,38.5106383
E01009289,23.8,17.4,4.2,9.8,10.6,34.2
E01009290,26.07709751,15.41950113,2.267573696,13.83219955,7.029478458,35.37414966
E01009291,32.33532934,27.99401198,2.245508982,1.946107784,12.5748503,22.90419162
E01009292,25.87776333,24.05721717,3.250975293,2.080624187,7.802340702,36.93107932
E01009293,24.47447447,20.42042042,3.903903904,3.153153153,12.01201201,36.03603604
E01009294,28.90243902,24.3902439,2.073170732,2.43902439,9.390243902,32.80487805
E01009295,26.65534805,21.39219015,2.376910017,2.886247878,10.86587436,35.82342954
E01009296,28.46715328,18.68613139,2.189781022,1.167883212,14.59854015,34.89051095
E01009297,27.81740371,36.66191155,4.422253923,2.139800285,13.98002853,14.978602
E01009298,27.83505155,36.25429553,3.780068729,3.092783505,15.63573883,13.40206186
E01009299,27.86324786,36.75213675,3.58974359,3.58974359,14.35897436,13.84615385
E01009300,27.74480712,38.57566766,2.077151335,2.225519288,17.95252226,11.42433234
E01009301,28.21368948,41.23539232,4.507512521,0.834724541,13.02170284,12.1869783
E01009302,28.88888889,30.42735043,2.393162393,1.196581197,16.23931624,20.85470085
E01009303,28.14070352,34.84087102,4.522613065,1.675041876,15.74539363,15.07537688
E01009304,29.12988651,37.57881463,4.287515763,1.134930643,14.37578815,13.49306431
E01009305,27.54098361,37.04918033,2.62295082,1.475409836,14.26229508,17.04918033
E01009306,23.69668246,38.86255924,2.685624013,1.737756714,18.00947867,15.00789889
E01009307,27.3344652,37.01188455,5.263157895,1.867572156,14.2614601,14.2614601
E01009308,25.90529248,37.32590529,4.038997214,1.671309192,14.20612813,16.85236769
E01009309,24.85549133,39.88439306,5.780346821,1.878612717,15.02890173,12.57225434
E01009310,26.94300518,36.01036269,5.829015544,1.813471503,14.6373057,14.76683938
E01009311,32.51748252,30.41958042,2.972027972,2.622377622,18.00699301,13.46153846
E01009312,23.97891963,28.32674572,3.293807642,2.898550725,16.73254282,24.76943347
E01009313,24.51253482,31.19777159,3.342618384,3.064066852,14.62395543,23.25905292
E01009314,32.55240444,33.29223181,4.808877928,1.849568434,13.31689273,14.18002466
E01009315,28.0605227,27.51031637,3.438789546,2.200825309,15.40577717,23.38376891
E01009316,28.06629834,29.06077348,4.419889503,1.436464088,13.59116022,23.42541436
E01009317,29.04290429,29.9229923,4.840484048,3.300330033,14.85148515,18.04180418
E01009318,25.9452412,26.46675359,5.736636245,1.043024772,16.16688396,24.64146023
E01009319,26.49681529,26.36942675,5.222929936,1.52866242,14.9044586,25.47770701
E01009320,24.02022756,27.68647282,4.04551201,2.022756005,14.79140329,27.43362832
E01009321,29.70903522,33.38437979,3.522205207,2.143950995,17.30474732,13.93568147
E01009322,25.96439169,35.16320475,3.412462908,1.335311573,18.39762611,15.72700297
E01009323,27.92665726,30.74753173,3.808180536,1.128349788,17.348378,19.04090268
E01009324,26.42007926,32.36459709,4.095112285,0.792602378,14.53104359,21.79656539
E01009325,35.13043478,20.17391304,7.47826087,2.086956522,21.91304348,13.2173913
E01009326,37.08920188,23.16118936,2.816901408,3.286384977,18.77934272,14.86697966
E01009327,36.26834382,17.8197065,5.870020964,5.450733753,20.96436059,13.62683438
E01009328,36.88155922,20.3898051,4.047976012,2.248875562,19.1904048,17.24137931
E01009329,38.99721448,16.15598886,3.760445682,3.760445682,20.75208914,16.57381616
E01009331,38.68808568,19.00937082,5.354752343,2.945113788,20.21419009,13.78848728
E01009332,43.01470588,18.56617647,5.882352941,1.470588235,18.19852941,12.86764706
E01009333,37.27959698,15.11335013,6.297229219,4.785894207,23.67758186,12.84634761
E01009334,35.40925267,20.46263345,2.669039146,3.558718861,16.19217082,21.70818505
E01009335,35.30351438,22.20447284,3.194888179,3.194888179,20.44728435,15.65495208
E01009337,41.00719424,19.24460432,5.935251799,2.877697842,17.44604317,13.48920863
E01009338,29.55974843,20.12578616,4.612159329,4.821802935,22.85115304,18.0293501
E01009339,35.0678733,22.1719457,2.714932127,2.941176471,21.94570136,15.15837104
E01009341,39.54451346,18.63354037,3.105590062,1.449275362,21.5320911,15.73498965
E01009342,36.95652174,21.01449275,4.166666667,3.260869565,18.11594203,16.48550725
E01009343,34.06374502,20.91633466,3.386454183,3.386454183,21.9123506,16.33466135
E01009344,43.64754098,14.75409836,6.147540984,1.844262295,17.82786885,15.77868852
E01009345,36.5805169,21.66998012,6.361829026,2.783300199,18.68787276,13.91650099
E01009346,34.28571429,24.10714286,3.214285714,3.571428571,16.78571429,18.03571429
E01009347,35.55992141,24.55795678,3.536345776,2.946954813,14.34184676,19.05697446
E01009348,35.70552147,22.20858896,3.312883436,1.963190184,14.23312883,22.57668712
E01009349,32.0610687,22.90076336,4.770992366,3.435114504,19.84732824,16.98473282
E01009350,29.5010846,24.94577007,3.470715835,3.470715835,19.95661605,18.65509761
E01009351,38.70402802,24.51838879,5.078809107,3.852889667,16.81260946,11.03327496
E01009352,38.44765343,21.84115523,4.151624549,4.512635379,16.96750903,14.07942238
E01009353,34.85714286,26.28571429,2.666666667,2.095238095,19.23809524,14.85714286
E01009354,28.0876494,28.68525896,3.984063745,4.780876494,17.52988048,16.93227092
E01009355,31.63265306,27.34693878,3.469387755,1.836734694,17.55102041,18.16326531
E01009358,35.09749304,17.96657382,4.317548747,3.064066852,18.24512535,21.3091922
E01009359,29.58860759,25.47468354,4.588607595,4.113924051,20.56962025,15.66455696
E01009360,33.68869936,22.49466951,5.650319829,2.345415778,16.84434968,18.97654584
E01009361,31.54362416,25.83892617,3.691275168,3.859060403,20.80536913,14.26174497
E01009362,34.24657534,22.73972603,4.931506849,1.369863014,18.90410959,17.80821918
E01009363,34.48275862,19.87829615,4.056795132,2.839756592,18.45841785,20.28397566
E01009364,37.02830189,23.58490566,4.009433962,4.716981132,13.91509434,16.74528302
E01009365,40.41666667,16.25,5.416666667,3.125,19.16666667,15.625
E01009366,39.63782696,19.9195171,5.23138833,2.012072435,18.5110664,14.68812877
E01009367,41.26637555,15.06550218,4.148471616,3.056768559,16.15720524,20.30567686
E01009368,35.73333333,17.6,7.733333333,2.933333333,18.13333333,17.86666667
E01009371,35.90733591,21.62162162,3.861003861,2.702702703,20.65637066,15.25096525
E01009372,35.28225806,21.97580645,5.846774194,2.016129032,20.56451613,14.31451613
E01009373,33.90804598,24.90421456,5.172413793,2.107279693,19.73180077,14.17624521
E01009374,40.99378882,17.70186335,4.658385093,2.48447205,18.32298137,15.83850932
E01009375,42.85714286,16.09195402,3.612479475,2.463054187,17.89819376,17.0771757
E01009376,41.20082816,16.77018634,4.140786749,2.898550725,14.28571429,20.70393375
E01009377,33.92857143,19.3452381,4.464285714,2.678571429,20.23809524,19.3452381
E01009379,35.89211618,17.21991701,6.43153527,3.112033195,20.33195021,17.01244813
E01009380,39.03508772,17.10526316,6.798245614,3.728070175,19.73684211,13.59649123
